"specimen_id","feather_type","source_metadata_row_ids","source_metadata_row_count","source_sheet_rows","museum","species","specimen_id_raw_examples","feather_type_raw_examples","general_collection_location","specific_collection_location","location_label","collection_date_raw","collection_month","collection_year","sex","notes","geo_region","geo_region_bin","metadata_harmonization_flags","coordinate_row_ids","lon","lat","geo_region_checkpoint","geo_region_bin_checkpoint","coordinate_source","coordinate_collection_date","coordinate_month","coordinate_year","coordinate_specific_collection_location","coordinate_match_found","coordinate_specific_location_matches_metadata","coordinate_collection_date_matches_metadata"
"590-122585","Breast","museum_meta_164",1,"165","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 590-122585 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"M",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_29",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"590-122585","Primary","museum_meta_187",1,"188","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 590-122585 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"M",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"591-122586","Breast","museum_meta_165",1,"166","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 591-122586 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27967",7,1976,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_30",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27967",7,1976,"Ralphs Bay",TRUE,TRUE,TRUE
"591-122586","Primary","museum_meta_188",1,"189","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 591-122586 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27967",7,1976,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"592-122587","Breast","museum_meta_166",1,"167","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 592-122587 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_31",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"592-122587","Primary","museum_meta_189",1,"190","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 592-122587 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"593-122588","Breast","museum_meta_167",1,"168","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 593-122588 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_32",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"593-122588","Primary","museum_meta_190",1,"191","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 593-122588 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"594-122589","Breast","museum_meta_168",1,"169","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 594-122589 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_33",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"594-122589","Primary","museum_meta_191",1,"192","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 594-122589 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"595-122590","Breast","museum_meta_169",1,"170","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 595-122590 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_34",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"595-122590","Primary","museum_meta_192",1,"193","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 595-122590 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"596-122591","Breast","museum_meta_170",1,"171","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 596-122591 Breast",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id","museum_coord_35",147.43,-42.97,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27236",7,1974,"Ralphs Bay",TRUE,TRUE,TRUE
"596-122591","Primary","museum_meta_193",1,"194","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","AJB 596-122591 Primary",,"Tasmania, Australia","Ralphs Bay","Ralphs Bay, Tasmania, Australia","27236",7,1974,"F",,"Australia",1,"removed_prefix_AJB|feather_type_inferred_from_specimen_id",,,,,,,,,,,FALSE,,
"6257","Breast","museum_meta_055",1,"56","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","6257 - breast","Breast","Victoria, Australia","Mildura (34 11 S, 142 09 E)","Mildura (34 11 S, 142 09 E), Victoria, Australia","20369",10,1955,"Male",,"Australia",1,,"museum_coord_36",142.1744417,-34.2033783,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","20369",10,1955,"Mildura (34 11 S, 142 09 E)",TRUE,TRUE,TRUE
"6260","Breast","museum_meta_049",1,"50","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","6260 - breast","Breast","Victoria, Australia","Mildura (34 11 S, 142 09 E)","Mildura (34 11 S, 142 09 E), Victoria, Australia","20369",10,1955,"Female",,"Australia",1,,"museum_coord_37",142.1744417,-34.2033783,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","20369",10,1955,"Mildura (34 11 S, 142 09 E)",TRUE,TRUE,TRUE
"A28886","Breast","museum_meta_064",1,"65","Western Australia Museum, Perth, Australia","Charadrius bicinctus","WAM A28886 Breast","Breast","Western Australia, Australia","Point Malcom (-33.7833, 123.7500)","Point Malcom (-33.7833, 123.7500), Western Australia, Australia","27/11/2001",11,2001,"Female",,"Australia",1,"removed_prefix_WAM","museum_coord_38",123.7442022,-33.7394625,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27/11/2001",11,2001,"Point Malcom (-33.7833, 123.7500)",TRUE,TRUE,TRUE
"A28886","Primary","museum_meta_065",1,"66","Western Australia Museum, Perth, Australia","Charadrius bicinctus","WAM A28886 Primary","Primary","Western Australia, Australia","Point Malcom (-33.7833, 123.7500)","Point Malcom (-33.7833, 123.7500), Western Australia, Australia","27/11/2001",11,2001,"Female",,"Australia",1,"removed_prefix_WAM","museum_coord_39",123.7442022,-33.7394625,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","27/11/2001",11,2001,"Point Malcom (-33.7833, 123.7500)",TRUE,TRUE,TRUE
"A9452","Breast","museum_meta_066",1,"67","Western Australia Museum, Perth, Australia","Charadrius bicinctus","WAM A9452 Breast","Breast","Western Australia, Australia","Leeman Salt Lake (-29.9500, 114.9667)","Leeman Salt Lake (-29.9500, 114.9667), Western Australia, Australia","23567",7,1964,"Female",,"Australia",1,"removed_prefix_WAM","museum_coord_40",115.0067215,-29.9367636,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","23567",7,1964,"Leeman Salt Lake (-29.9500, 114.9667)",TRUE,TRUE,TRUE
"A9452","Primary","museum_meta_067",1,"68","Western Australia Museum, Perth, Australia","Charadrius bicinctus","WAM A9452 Primary","Primary","Western Australia, Australia","Leeman Salt Lake (-29.9500, 114.9667)","Leeman Salt Lake (-29.9500, 114.9667), Western Australia, Australia","23567",7,1964,"Female",,"Australia",1,"removed_prefix_WAM","museum_coord_41",115.0067215,-29.9367636,"Australia",1,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","23567",7,1964,"Leeman Salt Lake (-29.9500, 114.9667)",TRUE,TRUE,TRUE
"AV1740","Breast","museum_meta_020",1,"21","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1740 Breast","Breast","Chatham Island, New Zealand","Waitangi West","Waitangi West, Chatham Island, New Zealand","8753",12,1923,"Male",,"New Zealand",0,,"museum_coord_42",183.1842421,-43.7908469,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","8753",12,1923,"Waitangi West",TRUE,TRUE,TRUE
"AV1740","Primary","museum_meta_021",1,"22","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1740 Primary","Primary","Chatham Island, New Zealand","Waitangi West","Waitangi West, Chatham Island, New Zealand","8753",12,1923,"Male","in moult","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1747","Breast","museum_meta_024",1,"25","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1747 Breast","Breast","North Island, New Zealand","Paraparaumu, Wellington","Paraparaumu, Wellington, North Island, New Zealand","10458",8,1928,"Male",,"New Zealand",0,,"museum_coord_43",174.7787463,-41.2923814,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","10458",8,1928,"Paraparaumu, Wellington",TRUE,TRUE,TRUE
"AV1747","Primary","museum_meta_025",1,"26","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1747 Primary","Primary","North Island, New Zealand","Paraparaumu, Wellington","Paraparaumu, Wellington, North Island, New Zealand","10458",8,1928,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1748","Breast","museum_meta_040",1,"41","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1748 Breast","Breast","North Island, New Zealand","Paraparaumu, Wellington","Paraparaumu, Wellington, North Island, New Zealand","10466",8,1928,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1748","Primary","museum_meta_041",1,"42","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1748 Primary","Primary","North Island, New Zealand","Paraparaumu, Wellington","Paraparaumu, Wellington, North Island, New Zealand","10466",8,1928,"Male","P2","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1750","Breast","museum_meta_022",1,"23","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1750 Breast","Breast","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand",,,,"juvenile",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1750","Primary","museum_meta_023",1,"24","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1750 Primary","Primary","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand",,,,"juvenile",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1752","Breast","museum_meta_028",1,"29","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1752 Breast","Breast","North Island, New Zealand","Turanganui, Wellington","Turanganui, Wellington, North Island, New Zealand","10880",10,1929,"juvenile",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1752","Primary","museum_meta_029",1,"30","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1752 Primary","Primary","North Island, New Zealand","Turanganui, Wellington","Turanganui, Wellington, North Island, New Zealand","10880",10,1929,"juvenile","P3","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1755","Breast","museum_meta_032",1,"33","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1755 Breast","Breast","Chatham Island, New Zealand","Waitangi West","Waitangi West, Chatham Island, New Zealand","8753",12,1923,"Female, juvenile",,"New Zealand",0,,"museum_coord_44",183.1842421,-43.7908469,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","8753",12,1923,"Waitangi West",TRUE,TRUE,TRUE
"AV1755","Primary","museum_meta_033",1,"34","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1755 Primary","Primary","Chatham Island, New Zealand","Waitangi West","Waitangi West, Chatham Island, New Zealand","8753",12,1923,"Female, juvenile","P2","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1756","Breast","museum_meta_030",1,"31","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1756 Breast","Breast","Chatham Island, New Zealand",,"Chatham Island, New Zealand","26 January, 1892",1,1892,"Female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV1756","Primary","museum_meta_031",1,"32","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV1756 Primary","Primary","Chatham Island, New Zealand",,"Chatham Island, New Zealand","26 January, 1892",1,1892,"Female","P2","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV21986","Breast","museum_meta_026",1,"27","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV21986 Breast","Breast","Auckland Islands, New Zealand","Enderby Island","Enderby Island, Auckland Islands, New Zealand","16103",2,1944,"Adult","in moult","New Zealand",0,,"museum_coord_45",166.2922512,-50.4966988,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","16103",2,1944,"Enderby Island",TRUE,TRUE,TRUE
"AV21986","Primary","museum_meta_027",1,"28","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV21986 Primary","Primary","Auckland Islands, New Zealand","Enderby Island","Enderby Island, Auckland Islands, New Zealand","16103",2,1944,"Adult","dull band","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV21987","Breast","museum_meta_034",1,"35","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV21987 Breast","Breast","Auckland Islands, New Zealand","Enderby Island","Enderby Island, Auckland Islands, New Zealand","16103",2,1944,"Adult","dull band, in moult","New Zealand",0,,"museum_coord_46",166.2922512,-50.4966988,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","16103",2,1944,"Enderby Island",TRUE,TRUE,TRUE
"AV21987","Primary","museum_meta_035",1,"36","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV21987 Primary","Primary","Auckland Islands, New Zealand","Enderby Island","Enderby Island, Auckland Islands, New Zealand","16103",2,1944,"Adult","in moult","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV2421","Breast","museum_meta_038",1,"39","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV2421 Breast","Breast","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand","3866",8,1910,"Male",,"New Zealand",0,,"museum_coord_47",172.4969331,-43.7927896,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","3866",8,1910,"Lake Ellesmere, Canterbury",TRUE,TRUE,TRUE
"AV2421","Primary","museum_meta_039",1,"40","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV2421 Primary","Primary","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand","3866",8,1910,"Male","P3","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV2479","Breast","museum_meta_042",1,"43","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV2479 Breast","Breast","North Island, New Zealand","Porirua","Porirua, North Island, New Zealand","2405",8,1906,"Female","not rufus band","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV2479","Primary","museum_meta_043",1,"44","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV2479 Primary","Primary","North Island, New Zealand","Porirua","Porirua, North Island, New Zealand","2405",8,1906,"Female","P1","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV312-OMNZ","Breast","museum_meta_010",1,"11","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV312-OMNZ Breast","Breast","South Island, New Zealand","Moeraki, Otago","Moeraki, Otago, South Island, New Zealand","1929 (likely)",,1929,"Female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV312-OMNZ","Primary","museum_meta_011",1,"12","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV312-OMNZ Primary","Primary","South Island, New Zealand","Moeraki, Otago","Moeraki, Otago, South Island, New Zealand","1929 (likely)",,1929,"Female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV313-OMNZ","Breast","museum_meta_004",1,"5","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV313-OMNZ Breast","Breast","Stewart Island, New Zealand",,"Stewart Island, New Zealand","pre-1944",,1944,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV313-OMNZ","Primary","museum_meta_005",1,"6","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV313-OMNZ Primary","Primary","Stewart Island, New Zealand",,"Stewart Island, New Zealand","pre-1944",,1944,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV3132-OMNZ","Breast","museum_meta_008",1,"9","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV3132-OMNZ Breast","Breast","South Island, New Zealand","Otago Peninsula","Otago Peninsula, South Island, New Zealand","19535",6,1953,"Male",,"New Zealand",0,,"museum_coord_48",170.6860214,-45.8188569,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","19535",6,1953,"Otago Peninsula",TRUE,TRUE,TRUE
"AV3132-OMNZ","Primary","museum_meta_009",1,"10","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV3132-OMNZ Primary","Primary","South Island, New Zealand","Otago Peninsula","Otago Peninsula, South Island, New Zealand","19535",6,1953,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV314-OMNZ","Breast","museum_meta_014",1,"15","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV314-OMNZ Breast","Breast","Stewart Island, New Zealand",,"Stewart Island, New Zealand","pre-1944",,1944,"Male",,"New Zealand",0,,"museum_coord_49",167.8272285,-47.0103212,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","pre-1944",,1944,"Stewart Island, New Zealand",TRUE,,TRUE
"AV314-OMNZ","Primary","museum_meta_015",1,"16","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV314-OMNZ Primary","Primary","Stewart Island, New Zealand",,"Stewart Island, New Zealand","pre-1944",,1944,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV4956-OMNZ","Breast","museum_meta_012",1,"13","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV4956-OMNZ Breast","Breast","South Island, New Zealand","Shag Valley, Waitaki","Shag Valley, Waitaki, South Island, New Zealand","December, 1873",12,1873,"Female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV4956-OMNZ","Primary","museum_meta_013",1,"14","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV4956-OMNZ Primary","Primary","South Island, New Zealand","Shag Valley, Waitaki","Shag Valley, Waitaki, South Island, New Zealand","December, 1873",12,1873,"Female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV4957-OMNZ","Breast","museum_meta_006",1,"7","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV4957-OMNZ Breast","Breast","South Island, New Zealand","Green Island, Otago","Green Island, Otago, South Island, New Zealand","610",,1901,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV4957-OMNZ","Primary","museum_meta_007",1,"8","Otago Museum, Dunedin, New Zealand","Charadrius bicinctus","AV4957-OMNZ Primary","Primary","South Island, New Zealand","Green Island, Otago","Green Island, Otago, South Island, New Zealand","610",,1901,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV705","Breast","museum_meta_036",1,"37","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV705 Breast","Breast","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand","1914",3,1914,"Male",,"New Zealand",0,,"museum_coord_50",172.4969331,-43.7927896,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","1914",3,1914,"Lake Ellesmere, Canterbury",TRUE,TRUE,TRUE
"AV705","Primary","museum_meta_037",1,"38","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV705 Primary","Primary","South Island, New Zealand","Lake Ellesmere, Canterbury","Lake Ellesmere, Canterbury, South Island, New Zealand","1914",3,1914,"Male","P2","New Zealand",0,,,,,,,,,,,,FALSE,,
"AV706","Breast","museum_meta_018",1,"19","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV706 Breast","Breast","North Island, New Zealand","Porirua","Porirua, North Island, New Zealand","3136",8,1908,"Male",,"New Zealand",0,,"museum_coord_51",174.8472141,-41.1380517,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","3136",8,1908,"Porirua",TRUE,TRUE,TRUE
"AV706","Primary","museum_meta_019",1,"20","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV706 Primary","Primary","North Island, New Zealand","Porirua","Porirua, North Island, New Zealand","3136",8,1908,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"AV708","Breast","museum_meta_016",1,"17","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV708 Breast","Breast","North Island, New Zealand","Mud Flats Parkhurst, North Auckland","Mud Flats Parkhurst, North Auckland, North Island, New Zealand","9 May 1899",5,1899,"Male",,"New Zealand",0,,"museum_coord_52",174.7644881,-36.8508827,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","9 May 1899",5,1899,"Mud Flats Parkhurst, North Auckland",TRUE,TRUE,TRUE
"AV708","Primary","museum_meta_017",1,"18","Canterbury Museum, Christchruch, New Zealand","Charadrius bicinctus","AV708 Primary","Primary","North Island, New Zealand","Mud Flats Parkhurst, North Auckland","Mud Flats Parkhurst, North Auckland, North Island, New Zealand","9 May 1899",5,1899,"Male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"LB11964","Breast","museum_meta_124",1,"125","Auckland Museum, Auckland, New Zealand","Charadrius bicinctus","LB11964","Breast","North Island, New Zealand","Ruapuke Beach, Kawhia","Ruapuke Beach, Kawhia, North Island, New Zealand","36338",6,1999,"female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"LB2780","Breast","museum_meta_120",1,"121","Auckland Museum, Auckland, New Zealand","Charadrius bicinctus","LB2780","Breast","North Island, New Zealand","Manukau Harbour","Manukau Harbour, North Island, New Zealand","Aug 1881",8,1881,"male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"LB2781","Breast","museum_meta_121",1,"122","Auckland Museum, Auckland, New Zealand","Charadrius bicinctus","LB2781","Breast","North Island, New Zealand","Manukau Harbour","Manukau Harbour, North Island, New Zealand","Jul 1884",7,1884,,,"New Zealand",0,,,,,,,,,,,,FALSE,,
"LB2788","Breast","museum_meta_123",1,"124","Auckland Museum, Auckland, New Zealand","Charadrius bicinctus","LB2788","Breast","North Island, New Zealand","Te Kao, North Auckland","Te Kao, North Auckland, North Island, New Zealand","11876",7,1932,"male",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"LB2789","Breast","museum_meta_122",1,"123","Auckland Museum, Auckland, New Zealand","Charadrius bicinctus","LB2789","Breast","North Island, New Zealand","Te Kao, North Auckland","Te Kao, North Auckland, North Island, New Zealand","11876",7,1932,"female",,"New Zealand",0,,,,,,,,,,,,FALSE,,
"MNHN-Z0-M0-2003-799","Breast","museum_meta_003",1,"4","Museum of Natural History, Paris, France","Charadrius bicinctus","MNHN-Z0-M0-2003-799 Breast","Breast","South Island, New Zealand","Canterbury Plains","Canterbury Plains, South Island, New Zealand","July, 1874",7,1874,,,"New Zealand",0,,"museum_coord_53",172.1006571,-43.6357606,"New Zealand",0,"historical_checkpoint:data/CNOH_museum_samples_201125.rds","July, 1874",7,1874,"Canterbury Plains",TRUE,TRUE,TRUE
"NHMO-BI58526/3-T","Breast","museum_meta_001",1,"2","Natural History Museum, Oslo, Norway","Charadrius bicinctus","NHMO-BI58526/3-T Breast","Breast","North Island, New Zealand","Wellington","Wellington, North Island, New Zealand","19, August, 1897",8,1897,,,"New Zealand",0,,,,,,,,,,,,FALSE,,
"NHMO-BI58526/3-T","Primary","museum_meta_002",1,"3","Natural History Museum, Oslo, Norway","Charadrius bicinctus","NHMO-BI58526/3-T Primary","Primary","North Island, New Zealand","Wellington","Wellington, North Island, New Zealand","19, August, 1897",8,1897,,,"New Zealand",0,,,,,,,,,,,,FALSE,,
