rung,candidate_id,candidate_label,primary_mean_split_log_loss_rank,primary_sd_split_log_loss_rank,primary_mean_split_bal_accuracy_rank,primary_sd_split_bal_accuracy_rank,blocked_mean_split_log_loss_rank,blocked_sd_split_log_loss_rank,blocked_mean_split_bal_accuracy_rank,blocked_sd_split_bal_accuracy_rank,log_loss_rank_shift,bal_accuracy_rank_shift
rung1,r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,1.92,1.0269829003206532,2.3,1.446318337951185,2.6,1.140175425099138,2.6,0.22360679774997896,0.6800000000000002,0.30000000000000027
rung1,r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,2.51,1.18015045737432,2.81,1.4634666698895302,1.6,0.5477225575051661,2.2,0.6708203932499369,-0.9099999999999997,-0.6099999999999999
rung1,r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,3.0300000000000002,1.7854571243401909,3.01,1.7187145172589704,2.2,1.3038404810405297,2.5,1.2747548783981961,-0.8300000000000001,-0.5099999999999998
rung1,r1_f_paired_contrast_cnh,Rung 1 F: Paired-contrast C/N/H,3.12,1.3944496390757062,3.32,1.517785712604963,3.6,0.5477225575051661,3.8,1.2041594578792296,0.48,0.48
rung1,r1_b_primary_cn,Rung 1 B: Primary-only C/N,5.8,1.1019463300386796,6.06,1.1141025490482996,5.6,0.8944271909999159,5.2,2.5884358211089573,-0.20000000000000018,-0.8599999999999994
rung1,r1_h_primary_cnh,Rung 1 H: Primary-only C/N/H,6.08,0.9549014266896232,6.16,0.7453255691854623,5.8,0.8366600265340756,6.9,0.4183300132670378,-0.28000000000000025,0.7400000000000002
rung1,r1_a_breast_cn,Rung 1 A: Breast-only C/N,6.77,0.7640520337019477,6.17,0.6746881365732268,7.3,0.27386127875258304,6.4,0.8215838362577491,0.5300000000000002,0.23000000000000043
rung1,r1_e_breast_cnh,Rung 1 E: Breast-only C/N/H,6.77,0.7640520337019477,6.17,0.6746881365732268,7.3,0.27386127875258304,6.4,0.8215838362577491,0.5300000000000002,0.23000000000000043
