candidate_id,candidate_label,caution_level,sensitivity_only,validation_layer,split_id,repeat_id,fold_id,n_assessment,base_log_loss,uncertainty_log_loss,base_bal_accuracy,uncertainty_bal_accuracy,determinate_rate,indeterminate_rate,final_class_changed_rate,any_flip_rate,base_to_indeterminate_rate,boundary_cross_rate,mean_switch_rate,median_switch_rate,mean_abs_top_prob_shift,top_prob_shift_gt_0_05_rate
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold1,Repeat02,Fold1,12,0.4911707959911751,0.49508678635190867,0.6,0.5,0.75,0.25,0,0.25,0.25,0.25,0.09283333333333334,0,0.0020828506886279943,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold2,Repeat02,Fold2,12,0.5521418602670345,0.5505363419655969,0.5285714285714286,0.5285714285714286,0.5,0.5,0,0.5833333333333334,0.5,0.5,0.111,0.08500000000000002,0.006141197192696485,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold3,Repeat02,Fold3,11,0.4872903330424839,0.4864621706948811,0.9285714285714286,0.9285714285714286,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.09654545454545455,0.05400000000000005,0.007379449079042664,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold4,Repeat02,Fold4,11,0.5236113514985767,0.5253926407058234,0.6785714285714286,0.6785714285714286,0.8181818181818182,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.07436363636363638,0.006,0.007275374398477565,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold5,Repeat02,Fold5,10,0.5405827701074096,0.5468800675237485,0.7916666666666667,0.7916666666666667,0.7,0.3,0,0.9,0.3,0.3,0.0646,0.015,0.009431372643668867,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold1,Repeat03,Fold1,12,0.5731745529292611,0.5721332522194177,0.5285714285714286,0.5285714285714286,0.6666666666666666,0.3333333333333333,0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.1305,0.015000000000000013,0.01159642903772003,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold2,Repeat03,Fold2,12,0.5141639078031538,0.5133077825130958,0.8571428571428572,0.8571428571428572,0.75,0.25,0,0.5833333333333334,0.25,0.25,0.097,0.031000000000000028,0.012570033203150598,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold3,Repeat03,Fold3,11,0.346366856817347,0.3523164950574902,0.75,0.75,0.7272727272727273,0.2727272727272727,0,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.11781818181818181,0.0020000000000000018,0.015425837025111497,0.09090909090909091
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold4,Repeat03,Fold4,11,0.5749857774792406,0.5738666105374315,0.8035714285714286,0.6785714285714286,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.11581818181818182,0.002,0.010876609310061715,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold5,Repeat03,Fold5,10,0.4385207391958795,0.44647009323096604,1,1,0.8,0.2,0,0.6,0.2,0.2,0.06939999999999999,0.002,0.008426427575015804,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold1,Repeat04,Fold1,12,0.5451189704591558,0.5474251127759395,0.8,0.8,0.9166666666666666,0.08333333333333333,0,0.5,0.08333333333333333,0.08333333333333333,0.025333333333333336,0.009000000000000008,0.002623537781395337,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold2,Repeat04,Fold2,12,0.40835907014543116,0.4160316406213772,0.9,0.9,0.75,0.25,0,0.5833333333333334,0.25,0.25,0.06550000000000002,0.002000000000000001,0.007270044137046886,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold3,Repeat04,Fold3,11,0.6260840907043895,0.6261821713509522,0.5,0.5,1,0,0,0,0,0,0,0,5.052339386537798e-4,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold4,Repeat04,Fold4,11,0.5312097658889098,0.5284623556699151,0.6785714285714286,0.6785714285714286,0.6363636363636364,0.36363636363636365,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.1450909090909091,0.038000000000000034,0.010050659041372288,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold5,Repeat04,Fold5,10,0.5391260300042733,0.5397721930319521,0.7083333333333333,0.7083333333333333,0.7,0.3,0,0.6,0.3,0.3,0.09439999999999998,0.009000000000000001,0.010332037088003298,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold1,Repeat05,Fold1,12,0.5477941852222727,0.5491527394631812,0.5,0.5,1,0,0,0,0,0,0,0,9.465505291416191e-4,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold2,Repeat05,Fold2,12,0.5457617578624145,0.5444400274817589,0.6285714285714286,0.6285714285714286,0.8333333333333334,0.16666666666666666,0,0.5,0.16666666666666666,0.16666666666666666,0.08616666666666666,0.0030000000000000027,0.009600593890268443,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold3,Repeat05,Fold3,11,0.481936436135445,0.4884347149410568,0.7857142857142857,0.7857142857142857,0.6363636363636364,0.36363636363636365,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.10690909090909091,0.06,0.015282746060088606,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold4,Repeat05,Fold4,11,0.549202528176383,0.5494096935656104,0.6785714285714286,0.6785714285714286,0.8181818181818182,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.0470909090909091,0.008,0.0039309205711071,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold5,Repeat05,Fold5,10,0.5290349075852552,0.5269717616680474,0.6666666666666667,0.6666666666666667,0.7,0.3,0,0.6,0.3,0.3,0.129,0.015000000000000005,0.013500159708064929,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat06__Fold1,Repeat06,Fold1,12,0.5099094932134075,0.5118677996877284,0.8,0.8,0.6666666666666666,0.3333333333333333,0,0.75,0.3333333333333333,0.3333333333333333,0.06383333333333333,0.007000000000000006,0.006700152399713574,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat06__Fold2,Repeat06,Fold2,12,0.48042259939462517,0.481250753182646,0.6285714285714286,0.6285714285714286,0.5,0.5,0,0.5,0.5,0.5,0.08633333333333335,0.052,0.003331403356795798,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat06__Fold3,Repeat06,Fold3,11,0.5337289466440855,0.5372827247144656,0.7321428571428572,0.7321428571428572,0.5454545454545454,0.45454545454545453,0,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.13327272727272726,0.020000000000000018,0.011985380873663994,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat06__Fold4,Repeat06,Fold4,11,0.4669301894500202,0.47042426391014336,0.8571428571428572,0.8571428571428572,0.8181818181818182,0.18181818181818182,0,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.08381818181818182,0.002,0.012980067235891533,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat06__Fold5,Repeat06,Fold5,10,0.4681651194110176,0.4699217860696748,0.9166666666666667,0.9166666666666667,0.8,0.2,0,0.6,0.2,0.2,0.089,0.010000000000000009,0.012143594013221981,0
