candidate_id,candidate_label,caution_level,sensitivity_only,validation_layer,split_id,repeat_id,fold_id,n_assessment,base_log_loss,uncertainty_log_loss,base_bal_accuracy,uncertainty_bal_accuracy,determinate_rate,indeterminate_rate,final_class_changed_rate,any_flip_rate,base_to_indeterminate_rate,boundary_cross_rate,mean_switch_rate,median_switch_rate,mean_abs_top_prob_shift,top_prob_shift_gt_0_05_rate
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat07__Fold1,Repeat07,Fold1,12,0.4024701217247323,0.4054273031230655,1,1,0.75,0.25,0,0.5833333333333334,0.25,0.25,0.05733333333333334,0.007000000000000004,0.005643113049225703,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat07__Fold2,Repeat07,Fold2,12,0.5930638225042256,0.5908237823943642,0.5285714285714286,0.5285714285714286,0.5833333333333334,0.4166666666666667,0,0.75,0.4166666666666667,0.4166666666666667,0.14983333333333332,0.076,0.011646577954926074,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat07__Fold3,Repeat07,Fold3,11,0.4201376191634743,0.4252377750996136,0.75,0.75,0.8181818181818182,0.18181818181818182,0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0530909090909091,0,0.0055593530070727655,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat07__Fold4,Repeat07,Fold4,11,0.5544780515813617,0.5510740386006353,0.7321428571428572,0.7321428571428572,0.8181818181818182,0.18181818181818182,0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.03909090909090909,0,0.010436665594672358,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat07__Fold5,Repeat07,Fold5,10,0.4981917358412724,0.5030192740315649,0.9166666666666667,0.9166666666666667,0.5,0.5,0,0.7,0.5,0.5,0.1272,0.094,0.013898960419891759,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat08__Fold1,Repeat08,Fold1,12,0.5113452305108995,0.5124313066455355,0.8571428571428572,0.8571428571428572,0.75,0.25,0,0.6666666666666666,0.25,0.25,0.08733333333333333,0.005000000000000002,0.012524735206992266,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat08__Fold2,Repeat08,Fold2,12,0.46303009294540465,0.4651972925893972,0.6,0.6,0.5,0.5,0,0.5833333333333334,0.5,0.5,0.13166666666666665,0.08599999999999997,0.00863745159303106,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat08__Fold3,Repeat08,Fold3,11,0.4708302912767402,0.4725019735933643,0.875,0.75,0.8181818181818182,0.18181818181818182,0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.10054545454545455,0,0.007087196198534252,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat08__Fold4,Repeat08,Fold4,11,0.5611488733301486,0.5549114300039718,0.6071428571428572,0.6071428571428572,0.9090909090909091,0.09090909090909091,0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.04381818181818183,0.014000000000000012,0.009025170256607358,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat08__Fold5,Repeat08,Fold5,10,0.5588976609220766,0.5623734005506043,0.875,0.875,0.8,0.2,0,0.6,0.2,0.2,0.0604,0.019000000000000006,0.004277700412155372,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat09__Fold1,Repeat09,Fold1,12,0.48157154695527155,0.48398364271451455,0.7,0.7,0.5833333333333334,0.4166666666666667,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.11633333333333332,0,0.004359888390813832,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat09__Fold2,Repeat09,Fold2,12,0.6299671231194925,0.6267870037905088,0.7285714285714285,0.7285714285714285,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.09766666666666667,0.010000000000000009,0.011957063822788373,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat09__Fold3,Repeat09,Fold3,11,0.4538298885808092,0.456628962587276,0.875,0.875,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.06509090909090912,0.018,0.005562973130002738,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat09__Fold4,Repeat09,Fold4,11,0.5586738276286121,0.5565664070771587,0.7857142857142857,0.7857142857142857,0.6363636363636364,0.36363636363636365,0,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.11054545454545454,0.004,0.02145440283952682,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat09__Fold5,Repeat09,Fold5,10,0.4126516048993173,0.4202365462249267,0.75,0.75,0.7,0.3,0,0.5,0.3,0.3,0.08539999999999999,0.001,0.009665435169637183,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat10__Fold1,Repeat10,Fold1,12,0.526042401669436,0.5282700854518501,0.6,0.6,0.4166666666666667,0.5833333333333334,0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.159,0.131,0.008956694805826615,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat10__Fold2,Repeat10,Fold2,12,0.41615895282999044,0.42145289451601237,0.9285714285714286,0.9285714285714286,0.75,0.25,0,0.5,0.25,0.25,0.05716666666666667,0.003,0.01145996083945557,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat10__Fold3,Repeat10,Fold3,11,0.504055322619461,0.5073244487093436,0.875,0.875,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.07781818181818181,0,0.0026694798383604815,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat10__Fold4,Repeat10,Fold4,11,0.6197638625093937,0.6178441868065343,0.6071428571428572,0.6071428571428572,0.7272727272727273,0.2727272727272727,0,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.06836363636363638,0.0040000000000000036,0.006019930016353137,0
r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat10__Fold5,Repeat10,Fold5,10,0.5370913890460206,0.5376307354912546,0.6666666666666667,0.6666666666666667,0.7,0.3,0,0.5,0.3,0.3,0.05840000000000001,0.0020000000000000018,0.0034156784740420497,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,blocked_coordinate_cv,Fold1,NA,Fold1,12,0.46206339840957483,0.46770470781075857,0.75,0.75,0.5,0.5,0,0.6666666666666666,0.5,0.5,0.1398333333333333,0.08600000000000002,0.012654512668661928,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,blocked_coordinate_cv,Fold2,NA,Fold2,11,0.4058805935924293,0.41269188896605585,0.8035714285714286,0.8035714285714286,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.06945454545454545,0,0.00897079416019899,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,blocked_coordinate_cv,Fold3,NA,Fold3,11,0.5591356866793707,0.5604888024355739,0.6071428571428572,0.6071428571428572,0.7272727272727273,0.2727272727272727,0,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.06690909090909092,0.01,0.01020915330429525,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,blocked_coordinate_cv,Fold4,NA,Fold4,11,0.5360001565681916,0.5343988892898532,0.6166666666666667,0.6166666666666667,0.6363636363636364,0.36363636363636365,0,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.09290909090909091,0.002,0.007234139795030403,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,blocked_coordinate_cv,Fold5,NA,Fold5,11,0.5685181454283632,0.5715101590199112,0.8166666666666667,0.8166666666666667,0.5454545454545454,0.45454545454545453,0,0.7272727272727273,0.45454545454545453,0.45454545454545453,0.13927272727272727,0.05600000000000005,0.006956677779807191,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,0.5287704585048919,0.5320537009577161,0.6,0.6,0.9166666666666666,0.08333333333333333,0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.037000000000000005,0,9.080154046200994e-4,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat01__Fold2,Repeat01,Fold2,12,0.5427914064068204,0.5481203594189231,0.6,0.6,0.4166666666666667,0.5833333333333334,0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.17883333333333334,0.16899999999999998,0.015209592649706977,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat01__Fold3,Repeat01,Fold3,11,0.4255900962712946,0.4296358562889564,0.6785714285714286,0.8035714285714286,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.09454545454545454,0,0.01305542582375906,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat01__Fold4,Repeat01,Fold4,11,0.6577723574588089,0.6560510380201122,0.6071428571428572,0.6071428571428572,0.8181818181818182,0.18181818181818182,0,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.06327272727272727,0.030000000000000027,0.004684312923558844,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat01__Fold5,Repeat01,Fold5,10,0.558733832596366,0.5586868801450822,0.5833333333333333,0.5833333333333333,0.6,0.4,0,0.7,0.4,0.4,0.1136,0.014000000000000005,0.012824458523951176,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold1,Repeat02,Fold1,12,0.590046121136738,0.5923489915190554,0.5,0.5,1,0,0,0,0,0,0,0,0.0012313825615795824,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold2,Repeat02,Fold2,12,0.56258504382522,0.5608618827546753,0.4571428571428572,0.4571428571428572,0.5,0.5,0,0.6666666666666666,0.5,0.5,0.12333333333333334,0.061,0.008263019249519665,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold3,Repeat02,Fold3,11,0.5431654266938811,0.5416622989547187,0.6785714285714286,0.6785714285714286,0.5454545454545454,0.45454545454545453,0,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.07799999999999996,0.007441441436410194,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold4,Repeat02,Fold4,11,0.5689596188907604,0.5703916408859802,0.5535714285714286,0.5535714285714286,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.07927272727272727,0,0.004077113694556534,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat02__Fold5,Repeat02,Fold5,10,0.584672300486236,0.5917770171519375,0.7083333333333333,0.7083333333333333,0.6,0.4,0,0.7,0.4,0.4,0.1354,0.038000000000000006,0.020169119074073316,0.1
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold1,Repeat03,Fold1,12,0.5689757076840856,0.5673567989666024,0.5285714285714286,0.5285714285714286,0.6666666666666666,0.3333333333333333,0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.11900000000000002,0.008000000000000007,0.010723369805013844,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold2,Repeat03,Fold2,12,0.5310669145679923,0.5327310517329731,0.8571428571428572,0.7571428571428571,0.75,0.25,0,0.6666666666666666,0.25,0.25,0.10583333333333333,0.018000000000000002,0.016285642563522988,0.08333333333333333
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold3,Repeat03,Fold3,11,0.40425459813146397,0.4080234689375311,0.625,0.625,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.09381818181818181,0,0.009011488414574382,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold4,Repeat03,Fold4,11,0.5545835092418723,0.5544247803331489,0.7321428571428572,0.7321428571428572,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.07036363636363636,0.004,0.009940832904864876,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat03__Fold5,Repeat03,Fold5,10,0.451906999743303,0.4627685425257851,1,1,0.7,0.3,0,0.3,0.3,0.3,0.1068,0,0.01142165856093329,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold1,Repeat04,Fold1,12,0.6576971387040796,0.6609427874360758,0.5285714285714286,0.5285714285714286,0.8333333333333334,0.16666666666666666,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.09016666666666667,0.02100000000000002,0.008123303316401709,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold2,Repeat04,Fold2,12,0.48259135914172074,0.4894505939952237,0.7,0.7,0.75,0.25,0,0.4166666666666667,0.25,0.25,0.06983333333333333,0,0.005013854003684343,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold3,Repeat04,Fold3,11,0.5540324405585818,0.5539675922723012,0.5535714285714286,0.5535714285714286,0.6363636363636364,0.36363636363636365,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.08236363636363637,0.08,0.0034287895471205084,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold4,Repeat04,Fold4,11,0.5604920766958833,0.5547123177670179,0.8571428571428572,0.8571428571428572,0.5454545454545454,0.45454545454545453,0,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.16090909090909092,0.088,0.02207658575440572,0.18181818181818182
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat04__Fold5,Repeat04,Fold5,10,0.56245061012372,0.5637898563958923,0.5833333333333333,0.5833333333333333,0.7,0.3,0,0.7,0.3,0.3,0.11140000000000001,0.022000000000000006,0.010580562354569145,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold1,Repeat05,Fold1,12,0.448748402421076,0.45327234459787924,0.7,0.6,0.8333333333333334,0.16666666666666666,0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.07233333333333333,0,0.0053346782140368445,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold2,Repeat05,Fold2,12,0.6235912119744298,0.6235641897601135,0.42857142857142855,0.5,0.8333333333333334,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0485,0,0.0012300562262606285,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold3,Repeat05,Fold3,11,0.519241677495132,0.5263954072598392,0.7857142857142857,0.7857142857142857,0.45454545454545453,0.5454545454545454,0,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.13563636363636364,0.114,0.013497064939569946,0
r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,paired_cn_benchmark,FALSE,repeated_stratified_cv,Repeat05__Fold4,Repeat05,Fold4,11,0.5142537373666256,0.5158583053844875,0.8035714285714286,0.8035714285714286,0.8181818181818182,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.08127272727272727,0.010000000000000009,0.009705787689926955,0
