isotope,n_pairs,mean_diff_subsample_minus_whole,sd_diff_subsample_minus_whole,mean_abs_diff,max_abs_diff,rmse_diff,pearson_r,between_specimen_sd,rmse_to_between_specimen_sd,evidence_stream,method_A_label,method_B_label
normalised_d13c,9,0.18158417586880016,1.8391352028527583,1.2954012862330204,3.3831399566216707,1.7434353593890304,0.6982081480889168,2.173854096866548,0.8020020119575022,same_feather_homogenization_method_comparison,whole_half_vane_homogenate,vane_subsample_homogenate
normalised_d15n,9,-0.15918978535295125,0.6143399113990813,0.5449064869592295,0.9568891828701691,0.600683009743364,0.9803296886376458,3.0696480243068365,0.19568465341527402,same_feather_homogenization_method_comparison,whole_half_vane_homogenate,vane_subsample_homogenate
