rung,candidate_id,candidate_label,model_type,candidate_group,caution_level,upstream_stage_label,downstream_stage_label,uses_primary_site_reference_upstream,uses_winter_reference_downstream,uses_r1_upstream,uses_breast_h,uses_primary_h
Rung 2,r2h_b_hybrid_siteaware_r1_then_breast_cnh,Rung 2 H: Site-aware R1 then breast C/N/H NZ-vs-AU,staged_soft_hybrid,exploratory_extension,siteaware_r1_primary_reference_then_non_siteaware_breast_cnh,Site-aware upstream R1: paired-contrast C/N + primary-site reference distance,Non-site-aware downstream migrant NZ-vs-AU model: breast C/N/H,TRUE,FALSE,TRUE,TRUE,FALSE
