rung,candidate_id,candidate_label,model_family,caution_level,preferred_default,uses_breast_h,uses_primary_h,uses_paired_distance,validation_layer,split_id,repeat_id,fold_id,n_assessment,n_analysis,fit_status,log_loss,balanced_accuracy,accuracy,brier,selected_lambda,predictors_used
rung1,r1_a_breast_cn,Rung 1 A: Breast-only C/N,ridge_glmnet_binomial,baseline_cn_benchmark,TRUE,FALSE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6811125687256459,0.5,0.5833333333333334,0.24397382920110192,58.916978154455066,normalised_d13c_Breast|normalised_d15n_Breast
rung1,r1_b_primary_cn,Rung 1 B: Primary-only C/N,ridge_glmnet_binomial,primary_cn_limited_biological_support,TRUE,FALSE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6672208386358149,0.5,0.5833333333333334,0.23738634064357025,5.840145551811452,normalised_d13c_Primary|normalised_d15n_Primary
rung1,r1_c_paired_contrast_cn,Rung 1 C: Paired-contrast C/N,ridge_glmnet_binomial,paired_cn_benchmark,TRUE,FALSE,FALSE,TRUE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.5844226889371249,0.5,0.5833333333333334,0.1991323876147936,1.017489986228656,abs_delta_d13c|abs_delta_d15n|paired_distance_cn
rung1,r1_d_structured_paired_cn,Rung 1 D: Structured paired C/N,ridge_glmnet_binomial,paired_cn_benchmark,TRUE,FALSE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6811125687256459,0.5,0.5833333333333334,0.24397382920110192,270.2542721692522,normalised_d13c_Breast|normalised_d15n_Breast|abs_delta_d13c|abs_delta_d15n
rung1,r1_e_breast_cnh,Rung 1 E: Breast-only C/N/H,ridge_glmnet_binomial,breast_h_provisional_pending_triplicate_check,TRUE,TRUE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6811125687256459,0.5,0.5833333333333334,0.24397382920110192,58.916978154455066,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast
rung1,r1_f_paired_contrast_cnh,Rung 1 F: Paired-contrast C/N/H,ridge_glmnet_binomial,primary_h_provisional_pending_triplicate_check,TRUE,FALSE,TRUE,TRUE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6246068593608923,0.5,0.5833333333333334,0.21743799413262635,1.9514544857369382,abs_delta_d13c|abs_delta_d15n|abs_delta_d2h|paired_distance_cnh
rung1,r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,ridge_glmnet_binomial,primary_h_provisional_pending_triplicate_check,TRUE,TRUE,TRUE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.615991539093235,0.5,0.5833333333333334,0.21358274158103044,1.4762037538519714,normalised_d13c_Breast|normalised_d15n_Breast|normalised_d2h_Breast|abs_delta_d13c|abs_delta_d15n|abs_delta_d2h
rung1,r1_h_primary_cnh,Rung 1 H: Primary-only C/N/H,ridge_glmnet_binomial,primary_h_provisional_pending_triplicate_check,FALSE,FALSE,TRUE,FALSE,repeated_stratified_cv,Repeat01__Fold1,Repeat01,Fold1,12,44,ok,0.6811125687256459,0.5,0.5833333333333334,0.24397382920110192,166.32944008444798,normalised_d13c_Primary|normalised_d15n_Primary|normalised_d2h_Primary
rung1,r1_a_breast_cn,Rung 1 A: Breast-only C/N,ridge_glmnet_binomial,baseline_cn_benchmark,TRUE,FALSE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold2,Repeat01,Fold2,12,44,ok,0.6811125687256459,0.5,0.5833333333333334,0.24397382920110194,74.5449626459473,normalised_d13c_Breast|normalised_d15n_Breast
rung1,r1_b_primary_cn,Rung 1 B: Primary-only C/N,ridge_glmnet_binomial,primary_cn_limited_biological_support,TRUE,FALSE,FALSE,FALSE,repeated_stratified_cv,Repeat01__Fold2,Repeat01,Fold2,12,44,ok,0.6534757021911883,0.5,0.5833333333333334,0.23074962528214749,1.4942661818590812,normalised_d13c_Primary|normalised_d15n_Primary
