"assay_row_id","source_branch","source_file","source_sheet","source_sheet_row","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","measurement_id_normalised_d15n","measurement_id_normalised_d13c","measurement_id_normalised_d2h","raw_normalised_d15n","raw_normalised_d13c","raw_normalised_d2h","audit_normalised_d15n","audit_normalised_d13c","audit_normalised_d2h","adjudicated_normalised_d15n","adjudicated_normalised_d13c","adjudicated_normalised_d2h","strict_normalised_d15n","strict_normalised_d13c","strict_normalised_d2h","sensitivity_normalised_d15n","sensitivity_normalised_d13c","sensitivity_normalised_d2h","included_in_canonical_normalised_d15n","included_in_canonical_normalised_d13c","included_in_canonical_normalised_d2h","included_in_strict_normalised_d15n","included_in_strict_normalised_d13c","included_in_strict_normalised_d2h","included_in_sensitivity_normalised_d15n","included_in_sensitivity_normalised_d13c","included_in_sensitivity_normalised_d2h","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_id_normalised_d15n","assay_qc_decision_id_normalised_d13c","assay_qc_decision_id_normalised_d2h","assay_qc_explicit_normalised_d15n","assay_qc_explicit_normalised_d13c","assay_qc_explicit_normalised_d2h","assay_qc_value_changed_normalised_d15n","assay_qc_value_changed_normalised_d13c","assay_qc_value_changed_normalised_d2h","assay_qc_value_excluded_normalised_d15n","assay_qc_value_excluded_normalised_d13c","assay_qc_value_excluded_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_audit_retained_normalised_d15n","assay_qc_audit_retained_normalised_d13c","assay_qc_audit_retained_normalised_d2h","assay_qc_excluded_by_lab_instruction_normalised_d15n","assay_qc_excluded_by_lab_instruction_normalised_d13c","assay_qc_excluded_by_lab_instruction_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_value_method_normalised_d15n","assay_qc_model_value_method_normalised_d13c","assay_qc_model_value_method_normalised_d2h","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d2h","assay_qc_strict_row_action_normalised_d15n","assay_qc_strict_row_action_normalised_d13c","assay_qc_strict_row_action_normalised_d2h","assay_qc_sensitivity_row_action_normalised_d15n","assay_qc_sensitivity_row_action_normalised_d13c","assay_qc_sensitivity_row_action_normalised_d2h","assay_qc_sensitivity_selected_source_row_normalised_d15n","assay_qc_sensitivity_selected_source_row_normalised_d13c","assay_qc_sensitivity_selected_source_row_normalised_d2h","assay_qc_sensitivity_selected_value_normalised_d15n","assay_qc_sensitivity_selected_value_normalised_d13c","assay_qc_sensitivity_selected_value_normalised_d2h","assay_qc_manual_review_pending_normalised_d15n","assay_qc_manual_review_pending_normalised_d13c","assay_qc_manual_review_pending_normalised_d2h","assay_qc_manual_review_reason_normalised_d15n","assay_qc_manual_review_reason_normalised_d13c","assay_qc_manual_review_reason_normalised_d2h","assay_qc_manual_review_notes_normalised_d15n","assay_qc_manual_review_notes_normalised_d13c","assay_qc_manual_review_notes_normalised_d2h"
"live_cn_assay_0067","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",78,"CP16693_2024-09-30_breast feather","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",FALSE,0.22,3.25954380888367,"F","266394","266394","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0133","live_measurement_0134",,9.80532631263657,-24.1951319902263,,9.80532631263657,-24.1951319902263,,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,"Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.","Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.",,"comment column|green raw","comment column|green raw",,"aqc_0023","aqc_0025",,TRUE,TRUE,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"green formatting|_rpt suffix|comments","green formatting|_rpt suffix|comments",,"rpt_only_green","rpt_only_green",,"resolved_comment_selected_row","resolved_comment_selected_row",,TRUE,TRUE,,FALSE,FALSE,,FALSE,FALSE,,"explicit_use_selected_row","explicit_use_selected_row",,"79","79",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0068","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",79,"CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",TRUE,0.185,3.46670780245228,"F","266394","266394","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0135","live_measurement_0136",,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,10.3932300598609,-23.9903077104457,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,"Repeat-analysis comment explicitly instructs use of the N value from this assay row.","Repeat-analysis comment explicitly instructs use of the C value from this assay row.",,"comment column|green raw","comment column|green raw",,"aqc_0024","aqc_0026",,TRUE,TRUE,,FALSE,FALSE,,FALSE,FALSE,,TRUE,TRUE,,"green formatting|_rpt suffix|comments","green formatting|_rpt suffix|comments",,"rpt_only_green","rpt_only_green",,"resolved_comment_selected_row","resolved_comment_selected_row",,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"explicit_use_selected_row","explicit_use_selected_row",,"79","79",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0069","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",80,"CP16693_2024-09-30_primary feather","CP16693_2024-09-30_primary feather","CP16693","primary","Primary",FALSE,0.26,3.50217645091409,"F","266394","266394","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0137","live_measurement_0138",,9.98347458645412,-23.5712912185321,,9.98347458645412,-23.5712912185321,,9.98347458645412,-23.5712912185321,,9.98347458645412,-23.5712912185321,,9.98347458645412,-23.5712912185321,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"80","80",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0070","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",81,"CP16784_2024-10-16_breast feather","CP16784_2024-10-16_breast feather","CP16784","breast","Breast",FALSE,0.256,3.35108450728275,"F","266454","266454","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0139","live_measurement_0140",,12.4697845155605,-17.7753149745893,,12.4697845155605,-17.7753149745893,,12.4697845155605,-17.7753149745893,,12.4697845155605,-17.7753149745893,,12.4697845155605,-17.7753149745893,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"81","81",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0071","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",82,"CP16784_2024-10-16_primary feather","CP16784_2024-10-16_primary feather","CP16784","primary","Primary",FALSE,0.217,3.57774690055043,"F","266454","266454","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0141","live_measurement_0142",,10.0258155122885,-20.600078291815,,10.0258155122885,-20.600078291815,,10.0258155122885,-20.600078291815,,10.0258155122885,-20.600078291815,,10.0258155122885,-20.600078291815,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"82","82",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0072","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",83,"CP16815_2024-10-10_breast feather","CP16815_2024-10-10_breast feather","CP16815","breast","Breast",FALSE,0.223,3.45153596485853,"M","266412","266412","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Manning River, New South Wales (arrival: May 29) - after breeding season it staged at the Clutha River Mouth April 23 to May 20.",170.143369,-43.736814,TRUE,"live_pheno_011|live_pheno_028",2,"CP16815_2024-10-10","live_measurement_0143","live_measurement_0144",,10.336486782594,-11.5019399887621,,10.336486782594,-11.5019399887621,,10.336486782594,-11.5019399887621,,10.336486782594,-11.5019399887621,,10.336486782594,-11.5019399887621,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"83","83",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0073","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",84,"CP16815_2024-10-10_primary feather","CP16815_2024-10-10_primary feather","CP16815","primary","Primary",FALSE,0.237,3.49483567242185,"M","266412","266412","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Manning River, New South Wales (arrival: May 29) - after breeding season it staged at the Clutha River Mouth April 23 to May 20.",170.143369,-43.736814,TRUE,"live_pheno_011|live_pheno_028",2,"CP16815_2024-10-10","live_measurement_0145","live_measurement_0146",,3.38283743018004,-22.1190010157748,,3.38283743018004,-22.1190010157748,,3.38283743018004,-22.1190010157748,,3.38283743018004,-22.1190010157748,,3.38283743018004,-22.1190010157748,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"84","84",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0074","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",85,"CP16906_2024-10-08_breast feather","CP16906_2024-10-08_breast feather","CP16906","breast","Breast",FALSE,0.275,3.32597487741899,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation",173.681912,-42.392022,TRUE,"live_pheno_079|live_pheno_101",2,"CP16906_2024-10-08","live_measurement_0147","live_measurement_0148",,13.1400023297407,-16.5028394162731,,13.1400023297407,-16.5028394162731,,13.1400023297407,-16.5028394162731,,13.1400023297407,-16.5028394162731,,13.1400023297407,-16.5028394162731,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"85","85",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0075","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",86,"CP16906_2024-10-08_primary feather","CP16906_2024-10-08_primary feather","CP16906","primary","Primary",FALSE,0.205,3.46009977035282,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation",173.681912,-42.392022,TRUE,"live_pheno_079|live_pheno_101",2,"CP16906_2024-10-08","live_measurement_0149","live_measurement_0150",,15.2595855384279,-13.6498010358103,,15.2595855384279,-13.6498010358103,,15.2595855384279,-13.6498010358103,,15.2595855384279,-13.6498010358103,,15.2595855384279,-13.6498010358103,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"86","86",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0076","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",87,"CP16938_2024-11-04_breast feather","CP16938_2024-11-04_breast feather","CP16938","breast","Breast",FALSE,0.243,3.47017582461009,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on March 15",175.727142,-39.291327,TRUE,"live_pheno_036|live_pheno_043",2,"CP16938_2024-11-04","live_measurement_0151","live_measurement_0152",,13.0505573731248,-11.7732858837485,,13.0505573731248,-11.7732858837485,,13.0505573731248,-11.7732858837485,,13.0505573731248,-11.7732858837485,,13.0505573731248,-11.7732858837485,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"87","87",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0077","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",88,"CP16938_2024-11-04_primary feather","CP16938_2024-11-04_primary feather","CP16938","primary","Primary",FALSE,0.252,3.37871813694405,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on March 15",175.727142,-39.291327,TRUE,"live_pheno_036|live_pheno_043",2,"CP16938_2024-11-04","live_measurement_0153","live_measurement_0154",,4.03031000921216,-24.5751595556081,,4.03031000921216,-24.5751595556081,,4.03031000921216,-24.5751595556081,,4.03031000921216,-24.5751595556081,,4.03031000921216,-24.5751595556081,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"88","88",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0078","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",89,"CP16945_2024-11-13_breast feather","CP16945_2024-11-13_breast feather","CP16945","breast","Breast",FALSE,0.262,3.49665768443661,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on Jan 12",175.702629005536,-39.379794029519,TRUE,"live_pheno_037|live_pheno_044",2,"CP16945_2024-11-13","live_measurement_0155","live_measurement_0156",,13.2076893499419,-11.7238269708072,,13.2076893499419,-11.7238269708072,,13.2076893499419,-11.7238269708072,,13.2076893499419,-11.7238269708072,,13.2076893499419,-11.7238269708072,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"89","89",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0079","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",90,"CP16945_2024-11-13_primary feather","CP16945_2024-11-13_primary feather","CP16945","primary","Primary",FALSE,0.215,3.45453233485409,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on Jan 12",175.702629005536,-39.379794029519,TRUE,"live_pheno_037|live_pheno_044",2,"CP16945_2024-11-13","live_measurement_0157","live_measurement_0158",,4.96402290137249,-24.6080177935943,,4.96402290137249,-24.6080177935943,,4.96402290137249,-24.6080177935943,,4.96402290137249,-24.6080177935943,,4.96402290137249,-24.6080177935943,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"90","90",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0080","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",91,"CP16953_2024-11-14_breast feather","CP16953_2024-11-14_breast feather","CP16953","breast","Breast",FALSE,0.315,3.33228931606423,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Karaka, North Island on July 20",175.700161037967,-39.3611319735646,TRUE,"live_pheno_038|live_pheno_045",2,"CP16953_2024-11-14","live_measurement_0159","live_measurement_0160",,18.6186586293908,-11.1905850372296,,18.6186586293908,-11.1905850372296,,18.6186586293908,-11.1905850372296,,18.6186586293908,-11.1905850372296,,18.6186586293908,-11.1905850372296,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"91","91",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0081","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",92,"CP16953_2024-11-14_primary feather","CP16953_2024-11-14_primary feather","CP16953","primary","Primary",FALSE,0.221,3.33030835414537,"M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Karaka, North Island on July 20",175.700161037967,-39.3611319735646,TRUE,"live_pheno_038|live_pheno_045",2,"CP16953_2024-11-14","live_measurement_0161","live_measurement_0162",,6.09923939600272,-24.7953238387897,,6.09923939600272,-24.7953238387897,,6.09923939600272,-24.7953238387897,,6.09923939600272,-24.7953238387897,,6.09923939600272,-24.7953238387897,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"92","92",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0082","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",93,"CP16958_2024-12-03_breast feather","CP16958_2024-12-03_breast feather","CP16958","breast","Breast",FALSE,0.229,3.40582247818053,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Miranda, North Island on May 17",176.92653497681,-39.5726949814707,TRUE,"live_pheno_039|live_pheno_046",2,"CP16958_2024-12-03","live_measurement_0163","live_measurement_0164",,15.8617503104097,-15.333309301501,,15.8617503104097,-15.333309301501,,15.8617503104097,-15.333309301501,,15.8617503104097,-15.333309301501,,15.8617503104097,-15.333309301501,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"93","93",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0083","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",94,"CP16958_2024-12-03_primary feather","CP16958_2024-12-03_primary feather","CP16958","primary","Primary",FALSE,0.234,3.35388413130818,"F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Miranda, North Island on May 17",176.92653497681,-39.5726949814707,TRUE,"live_pheno_039|live_pheno_046",2,"CP16958_2024-12-03","live_measurement_0165","live_measurement_0166",,12.5582551483587,-23.3505356424689,,12.5582551483587,-23.3505356424689,,12.5582551483587,-23.3505356424689,,12.5582551483587,-23.3505356424689,,12.5582551483587,-23.3505356424689,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"94","94",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0084","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",95,"CP16961_2024-12-04_breast feather","CP16961_2024-12-04_breast feather","CP16961","breast","Breast",FALSE,0.209,3.5456990854605,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_120|live_pheno_138",2,"CP16961_2024-12-04","live_measurement_0167","live_measurement_0168",,13.4583173789402,-14.5960619312138,,13.4583173789402,-14.5960619312138,,13.4583173789402,-14.5960619312138,,13.4583173789402,-14.5960619312138,,13.4583173789402,-14.5960619312138,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"95","95",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
"live_cn_assay_0085","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",96,"CP16961_2024-12-04_primary feather","CP16961_2024-12-04_primary feather","CP16961","primary","Primary",FALSE,0.227,3.50286945887626,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE,"live_pheno_120|live_pheno_138",2,"CP16961_2024-12-04","live_measurement_0169","live_measurement_0170",,8.96356343453263,-19.2336335885078,,8.96356343453263,-19.2336335885078,,8.96356343453263,-19.2336335885078,,8.96356343453263,-19.2336335885078,,8.96356343453263,-19.2336335885078,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,"keep","keep",,,,,,,,,,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,FALSE,FALSE,,TRUE,TRUE,,"single_raw","single_raw",,"96","96",,"include","include",,"include","include",,,,,,,,FALSE,FALSE,,,,,,,
