"adjudicated_sample_id","adjudicated_measurement_id","source_branch","source_file","source_sheet","source_sheet_rows","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","isotope","raw_value","value","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","source_measurement_ids","n_raw_measurements_collapsed","adjudication_method","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_ids","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes"
"live_assay_0050","live_assay_0050::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","61","CP16656_2024-10-11_primary feather","CP16656_2024-10-11_primary feather","CP16656","primary","Primary",FALSE,"normalised_d15n",3.88752192894621,3.88752192894621,0.207,3.38601652186944,"M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,"live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","live_measurement_0099",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0050","live_assay_0050::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","61","CP16656_2024-10-11_primary feather","CP16656_2024-10-11_primary feather","CP16656","primary","Primary",FALSE,"normalised_d13c",-23.5834103533861,-23.5834103533861,0.207,3.38601652186944,"M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,"live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","live_measurement_0100",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0051","live_assay_0051::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","62","CP16667_2024-12-09_breast feather","CP16667_2024-12-09_breast feather","CP16667","breast","Breast",FALSE,"normalised_d15n",9.53620500785815,9.53620500785815,0.219,3.4562707982674,"M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,"live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","live_measurement_0101",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0051","live_assay_0051::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","62","CP16667_2024-12-09_breast feather","CP16667_2024-12-09_breast feather","CP16667","breast","Breast",FALSE,"normalised_d13c",-16.9847442701969,-16.9847442701969,0.219,3.4562707982674,"M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,"live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","live_measurement_0102",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0052","live_assay_0052::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","63","CP16667_2024-12-09_primary feather","CP16667_2024-12-09_primary feather","CP16667","primary","Primary",FALSE,"normalised_d15n",6.43119266062136,6.43119266062136,0.237,3.4301838239043,"M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,"live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","live_measurement_0103",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0052","live_assay_0052::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","63","CP16667_2024-12-09_primary feather","CP16667_2024-12-09_primary feather","CP16667","primary","Primary",FALSE,"normalised_d13c",-22.8979289872113,-22.8979289872113,0.237,3.4301838239043,"M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,"live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","live_measurement_0104",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0053","live_assay_0053::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","64","CP16670_2024-12-11_breast feather","CP16670_2024-12-11_breast feather","CP16670","breast","Breast",FALSE,"normalised_d15n",7.14041835479308,7.14041835479308,0.236,3.52153047896136,"M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,"live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","live_measurement_0105",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0053","live_assay_0053::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","64","CP16670_2024-12-11_breast feather","CP16670_2024-12-11_breast feather","CP16670","breast","Breast",FALSE,"normalised_d13c",-26.0702167048647,-26.0702167048647,0.236,3.52153047896136,"M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,"live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","live_measurement_0106",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0054","live_assay_0054::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","65","CP16670_2024-12-11_primary feather","CP16670_2024-12-11_primary feather","CP16670","primary","Primary",FALSE,"normalised_d15n",4.95893178996275,4.95893178996275,0.197,3.49154478443063,"M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,"live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","live_measurement_0107",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0054","live_assay_0054::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","65","CP16670_2024-12-11_primary feather","CP16670_2024-12-11_primary feather","CP16670","primary","Primary",FALSE,"normalised_d13c",-22.9845231060158,-22.9845231060158,0.197,3.49154478443063,"M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,"live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","live_measurement_0108",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0055","live_assay_0055::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","66","CP16671_2024-12-11_breast feather","CP16671_2024-12-11_breast feather","CP16671","breast","Breast",FALSE,"normalised_d15n",10.3509292265791,10.3509292265791,0.305,3.35313657163971,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0109",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0055","live_assay_0055::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","66","CP16671_2024-12-11_breast feather","CP16671_2024-12-11_breast feather","CP16671","breast","Breast",FALSE,"normalised_d13c",-21.4948794468739,-21.4948794468739,0.305,3.35313657163971,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0110",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0056","live_assay_0056::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","67","CP16671_2024-12-11_primary feather","CP16671_2024-12-11_primary feather","CP16671","primary","Primary",FALSE,"normalised_d15n",5.71680698522049,5.71680698522049,0.206,3.49429796929782,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0111",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0056","live_assay_0056::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","67","CP16671_2024-12-11_primary feather","CP16671_2024-12-11_primary feather","CP16671","primary","Primary",FALSE,"normalised_d13c",-22.6088299255407,-22.6088299255407,0.206,3.49429796929782,"F",,,"unknown","unknown",,169.213724015281,-45.3410719614476,FALSE,"live_pheno_114|live_pheno_132",2,"CP16671_2024-12-11","live_measurement_0112",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0057","live_assay_0057::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","68","CP16677_2024-12-13_breast feather","CP16677_2024-12-13_breast feather","CP16677","breast","Breast",FALSE,"normalised_d15n",10.491282119553,10.491282119553,0.22,3.38717153015162,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0113",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0057","live_assay_0057::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","68","CP16677_2024-12-13_breast feather","CP16677_2024-12-13_breast feather","CP16677","breast","Breast",FALSE,"normalised_d13c",-13.4558267549856,-13.4558267549856,0.22,3.38717153015162,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0114",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0058","live_assay_0058::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","69","CP16677_2024-12-13_primary feather","CP16677_2024-12-13_primary feather","CP16677","primary","Primary",FALSE,"normalised_d15n",4.82354697155025,4.82354697155025,0.207,3.45358752771625,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0115",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0058","live_assay_0058::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","69","CP16677_2024-12-13_primary feather","CP16677_2024-12-13_primary feather","CP16677","primary","Primary",FALSE,"normalised_d13c",-23.0656359175076,-23.0656359175076,0.207,3.45358752771625,"M",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_115|live_pheno_133",2,"CP16677_2024-12-13","live_measurement_0116",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0059","live_assay_0059::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","70","CP16678_2024-12-13_breast feather","CP16678_2024-12-13_breast feather","CP16678","breast","Breast",FALSE,"normalised_d15n",11.122604278131,11.122604278131,0.262,3.30016413403725,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0117",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0059","live_assay_0059::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","70","CP16678_2024-12-13_breast feather","CP16678_2024-12-13_breast feather","CP16678","breast","Breast",FALSE,"normalised_d13c",-23.2303119996661,-23.2303119996661,0.262,3.30016413403725,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0118",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0060","live_assay_0060::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","71","CP16678_2024-12-13_primary feather","CP16678_2024-12-13_primary feather","CP16678","primary","Primary",FALSE,"normalised_d15n",4.31363292039113,4.31363292039113,0.256,3.42958328490398,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0119",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0060","live_assay_0060::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","71","CP16678_2024-12-13_primary feather","CP16678_2024-12-13_primary feather","CP16678","primary","Primary",FALSE,"normalised_d13c",-23.3576076214573,-23.3576076214573,0.256,3.42958328490398,"F",,,"unknown","unknown",,169.20916903764,-45.3364670276642,FALSE,"live_pheno_116|live_pheno_134",2,"CP16678_2024-12-13","live_measurement_0120",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0061","live_assay_0061::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","72","CP16681_2024-12-16_breast feather","CP16681_2024-12-16_breast feather","CP16681","breast","Breast",FALSE,"normalised_d15n",12.329991989426,12.329991989426,0.194,3.31800617986908,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0121",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0061","live_assay_0061::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","72","CP16681_2024-12-16_breast feather","CP16681_2024-12-16_breast feather","CP16681","breast","Breast",FALSE,"normalised_d13c",-11.5864767757948,-11.5864767757948,0.194,3.31800617986908,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0122",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0062","live_assay_0062::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","73","CP16681_2024-12-16_primary feather","CP16681_2024-12-16_primary feather","CP16681","primary","Primary",FALSE,"normalised_d15n",2.12613609965154,2.12613609965154,0.204,3.47189636684835,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0123",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0062","live_assay_0062::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","73","CP16681_2024-12-16_primary feather","CP16681_2024-12-16_primary feather","CP16681","primary","Primary",FALSE,"normalised_d13c",-24.8246117480203,-24.8246117480203,0.204,3.47189636684835,"M",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_117|live_pheno_135",2,"CP16681_2024-12-16","live_measurement_0124",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0063","live_assay_0063::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","74","CP16685_2024-12-18_breast feather","CP16685_2024-12-18_breast feather","CP16685","breast","Breast",FALSE,"normalised_d15n",15.3213517395468,15.3213517395468,0.258,3.39791612671006,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0125",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0063","live_assay_0063::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","74","CP16685_2024-12-18_breast feather","CP16685_2024-12-18_breast feather","CP16685","breast","Breast",FALSE,"normalised_d13c",-12.729150059312,-12.729150059312,0.258,3.39791612671006,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0126",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0064","live_assay_0064::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","75","CP16685_2024-12-18_primary feather","CP16685_2024-12-18_primary feather","CP16685","primary","Primary",FALSE,"normalised_d15n",5.32339087595626,5.32339087595626,0.363,3.33187844659801,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0127",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0064","live_assay_0064::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","75","CP16685_2024-12-18_primary feather","CP16685_2024-12-18_primary feather","CP16685","primary","Primary",FALSE,"normalised_d13c",-23.9469843990072,-23.9469843990072,0.363,3.33187844659801,"F",,,"unknown","unknown",,175.731553025544,-39.2938620038331,FALSE,"live_pheno_118|live_pheno_136",2,"CP16685_2024-12-18","live_measurement_0128",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0065","live_assay_0065::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","76","CP16686_2025-01-07_breast feather","CP16686_2025-01-07_breast feather","CP16686","breast","Breast",FALSE,"normalised_d15n",11.6102601762633,11.6102601762633,0.22,3.40128142221385,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0129",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0065","live_assay_0065::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","76","CP16686_2025-01-07_breast feather","CP16686_2025-01-07_breast feather","CP16686","breast","Breast",FALSE,"normalised_d13c",-22.8282194800399,-22.8282194800399,0.22,3.40128142221385,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0130",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0066","live_assay_0066::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","77","CP16686_2025-01-07_primary feather","CP16686_2025-01-07_primary feather","CP16686","primary","Primary",FALSE,"normalised_d15n",5.19957463852285,5.19957463852285,0.201,3.44574580315402,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0131",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0066","live_assay_0066::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","77","CP16686_2025-01-07_primary feather","CP16686_2025-01-07_primary feather","CP16686","primary","Primary",FALSE,"normalised_d13c",-22.9320068549817,-22.9320068549817,0.201,3.44574580315402,"F",,,"unknown","unknown",,169.211730966344,-45.3636030200869,FALSE,"live_pheno_119|live_pheno_137",2,"CP16686_2025-01-07","live_measurement_0132",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0068","live_assay_0068::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","79","CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",TRUE,"normalised_d15n",10.3932300598609,10.3932300598609,0.185,3.46670780245228,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0135",1,"selected_repeat_raw","keep","Repeat-analysis comment explicitly instructs use of the N value from this assay row.","comment column|green raw","aqc_0024",FALSE,,
"live_assay_0068","live_assay_0068::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","79","CP16693_2024-09-30_breast feather_rpt","CP16693_2024-09-30_breast feather","CP16693","breast","Breast",TRUE,"normalised_d13c",-23.9903077104457,-23.9903077104457,0.185,3.46670780245228,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0136",1,"selected_repeat_raw","keep","Repeat-analysis comment explicitly instructs use of the C value from this assay row.","comment column|green raw","aqc_0026",FALSE,,
"live_assay_0069","live_assay_0069::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","80","CP16693_2024-09-30_primary feather","CP16693_2024-09-30_primary feather","CP16693","primary","Primary",FALSE,"normalised_d15n",9.98347458645412,9.98347458645412,0.26,3.50217645091409,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0137",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0069","live_assay_0069::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","80","CP16693_2024-09-30_primary feather","CP16693_2024-09-30_primary feather","CP16693","primary","Primary",FALSE,"normalised_d13c",-23.5712912185321,-23.5712912185321,0.26,3.50217645091409,"F","266394","266394","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in late October and went to the agricultural fields near the Rakaia River where it stayed until July, when it returned to Birdling's Flat",172.608074,-43.830353,TRUE,"live_pheno_052|live_pheno_062",2,"CP16693_2024-09-30","live_measurement_0138",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0070","live_assay_0070::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","81","CP16784_2024-10-16_breast feather","CP16784_2024-10-16_breast feather","CP16784","breast","Breast",FALSE,"normalised_d15n",12.4697845155605,12.4697845155605,0.256,3.35108450728275,"F","266454","266454","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0139",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0070","live_assay_0070::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","81","CP16784_2024-10-16_breast feather","CP16784_2024-10-16_breast feather","CP16784","breast","Breast",FALSE,"normalised_d13c",-17.7753149745893,-17.7753149745893,0.256,3.35108450728275,"F","266454","266454","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0140",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0071","live_assay_0071::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","82","CP16784_2024-10-16_primary feather","CP16784_2024-10-16_primary feather","CP16784","primary","Primary",FALSE,"normalised_d15n",10.0258155122885,10.0258155122885,0.217,3.57774690055043,"F","266454","266454","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0141",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0071","live_assay_0071::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","82","CP16784_2024-10-16_primary feather","CP16784_2024-10-16_primary feather","CP16784","primary","Primary",FALSE,"normalised_d13c",-20.600078291815,-20.600078291815,0.217,3.57774690055043,"F","266454","266454","resident","resident","PTT revealed that the bird moved to Waipapa Point for two weeks (Nov 13 to Dec 1) before returning to Tiwai Point / Awarua Bay for the remainder of the year",168.433454,-46.606459,TRUE,"live_pheno_078|live_pheno_100",2,"CP16784_2024-10-16","live_measurement_0142",1,"raw_assay","keep",,,,FALSE,,
"live_assay_0072","live_assay_0072::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","83","CP16815_2024-10-10_breast feather","CP16815_2024-10-10_breast feather","CP16815","breast","Breast",FALSE,"normalised_d15n",10.336486782594,10.336486782594,0.223,3.45153596485853,"M","266412","266412","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Manning River, New South Wales (arrival: May 29) - after breeding season it staged at the Clutha River Mouth April 23 to May 20.",170.143369,-43.736814,TRUE,"live_pheno_011|live_pheno_028",2,"CP16815_2024-10-10","live_measurement_0143",1,"raw_assay","keep",,,,FALSE,,
