candidate_id,candidate_label,validation_layer,caution_level,n_splits,mean_base_log_loss,sd_base_log_loss,mean_uncertainty_log_loss,sd_uncertainty_log_loss,mean_base_bal_accuracy,mean_uncertainty_bal_accuracy,mean_determinate_rate,mean_indeterminate_rate,mean_final_class_changed_rate,mean_any_flip_rate,mean_base_to_indeterminate_rate,mean_switch_rate,mean_class_support,mean_top_prob_shift,mean_top_prob_shift_gt_0_05_rate
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,blocked_coordinate_cv,staged_r1c_then_breast_cnh_no_primary_h,5,0.8981469848620126,0.05951358404885058,0.8990106159364221,0.05842240486627052,0.6555555555555556,0.6422222222222222,0.39545454545454545,0.6045454545454545,0,0.5348484848484848,0.6045454545454545,0.0830969696969697,0.9175575757575758,0.009223000378143475,0
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,repeated_stratified_cv,staged_r1c_then_breast_cnh_no_primary_h,50,0.9226755823501576,0.09341679242204046,0.9240598319009925,0.08924936052757962,0.5305555555555556,0.5305555555555556,0.3726153846153846,0.6273846153846154,0,0.488,0.6273846153846154,0.06355507692307692,0.9365649230769231,0.004575168174457345,0
