"specimen_id","feather_type","region","isotope","museum","species","general_collection_location","specific_collection_location","location_label","collection_date_raw","collection_month","collection_year","geo_region","geo_region_bin","lon","lat","value_mean","value_sd","n_measurements","source_measurement_ids","source_measurement_files","source_measurement_rows","source_branches","feather_replicates","source_metadata_row_ids","coordinate_row_ids","coordinate_source"
"16886","Breast","homogenate","normalised_d13c","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Tasmania, Australia","Mona Vale (42 05 S, 147 29 E)","Mona Vale (42 05 S, 147 29 E), Tasmania, Australia","16/07/1887",7,1887,"Australia",1,147.4872048,-42.0801398,-21.635116909123,,1,"museum_measurement_0107","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","24","museum_batch_cn",,"museum_meta_047","museum_coord_9","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"16886","Breast","homogenate","normalised_d15n","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Tasmania, Australia","Mona Vale (42 05 S, 147 29 E)","Mona Vale (42 05 S, 147 29 E), Tasmania, Australia","16/07/1887",7,1887,"Australia",1,147.4872048,-42.0801398,11.0976702165953,,1,"museum_measurement_0106","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","24","museum_batch_cn",,"museum_meta_047","museum_coord_9","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"16887","Breast","homogenate","normalised_d18o","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Tasmania, Australia","Mona Vale (42 05 S, 147 29 E)","Mona Vale (42 05 S, 147 29 E), Tasmania, Australia","16/07/1887",7,1887,"Australia",1,147.4872048,-42.0801398,14.3597499669562,,1,"museum_measurement_0186","data/Master_TCEA_O_SI_Breast Feathers_Replication_Batch 4_LEH_Sept25_SB.xls","47","museum_batch_o",,"museum_meta_052","museum_coord_10","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"16887","Breast","homogenate","normalised_d2h","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Tasmania, Australia","Mona Vale (42 05 S, 147 29 E)","Mona Vale (42 05 S, 147 29 E), Tasmania, Australia","16/07/1887",7,1887,"Australia",1,147.4872048,-42.0801398,-2.11142720167909,,1,"museum_measurement_0206","data/Master_TCEA_H_SI_BATCH 4 BREAST Feathers_LE_Nov25_v1.xls","24","museum_batch_h",,"museum_meta_052","museum_coord_10","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"17371","Breast","homogenate","normalised_d13c","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Western Port, Stockyard Point (38 25 S, 145 23 E)","Western Port, Stockyard Point (38 25 S, 145 23 E), Victoria, Australia","38541",7,2005,"Australia",1,145.5167602,-38.3376816,-20.9466452676836,,1,"museum_measurement_0109","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","26","museum_batch_cn",,"museum_meta_060","museum_coord_11","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"17371","Breast","homogenate","normalised_d15n","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Western Port, Stockyard Point (38 25 S, 145 23 E)","Western Port, Stockyard Point (38 25 S, 145 23 E), Victoria, Australia","38541",7,2005,"Australia",1,145.5167602,-38.3376816,10.4150957890573,,1,"museum_measurement_0108","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","26","museum_batch_cn",,"museum_meta_060","museum_coord_11","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2291","Breast","homogenate","normalised_d13c","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Altona (37 52 S, 144 49 E)","Altona (37 52 S, 144 49 E), Victoria, Australia","17570",2,1948,"Australia",1,144.8309509,-37.8645245,-18.0729807409152,,1,"museum_measurement_0087","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","13","museum_batch_cn",,"museum_meta_054","museum_coord_12","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2291","Breast","homogenate","normalised_d15n","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Altona (37 52 S, 144 49 E)","Altona (37 52 S, 144 49 E), Victoria, Australia","17570",2,1948,"Australia",1,144.8309509,-37.8645245,17.1768799423845,,1,"museum_measurement_0086","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","13","museum_batch_cn",,"museum_meta_054","museum_coord_12","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2291","Breast","homogenate","normalised_d18o","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Altona (37 52 S, 144 49 E)","Altona (37 52 S, 144 49 E), Victoria, Australia","17570",2,1948,"Australia",1,144.8309509,-37.8645245,14.3107844608728,,1,"museum_measurement_0187","data/Master_TCEA_O_SI_Breast Feathers_Replication_Batch 4_LEH_Sept25_SB.xls","48","museum_batch_o",,"museum_meta_054","museum_coord_12","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2291","Breast","homogenate","normalised_d2h","Museums Victoria, Melbourne, Australia","Charadrius bicinctus","Victoria, Australia","Altona (37 52 S, 144 49 E)","Altona (37 52 S, 144 49 E), Victoria, Australia","17570",2,1948,"Australia",1,144.8309509,-37.8645245,-10.6272083778205,,1,"museum_measurement_0195","data/Master_TCEA_H_SI_BATCH 4 BREAST Feathers_LE_Nov25_v1.xls","13","museum_batch_h",,"museum_meta_054","museum_coord_12","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2423-136221","Breast","homogenate","normalised_d13c","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Tasmania, Australia","Greens Beach","Greens Beach, Tasmania, Australia","28935",3,1979,"Australia",1,146.7425129,-41.0875836,-21.7850909947582,,1,"museum_measurement_0119","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","33","museum_batch_cn",,"museum_meta_174","museum_coord_13","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"2423-136221","Breast","homogenate","normalised_d15n","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Tasmania, Australia","Greens Beach","Greens Beach, Tasmania, Australia","28935",3,1979,"Australia",1,146.7425129,-41.0875836,10.2302110612468,,1,"museum_measurement_0118","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","33","museum_batch_cn",,"museum_meta_174","museum_coord_13","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","Barb","normalised_d13c","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,-20.664199749866,,1,"museum_measurement_0125","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","36","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","Barb","normalised_d15n","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,9.82146798785107,,1,"museum_measurement_0124","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","36","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","Rachis","normalised_d13c","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,-21.5392235416826,,1,"museum_measurement_0123","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","35","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","Rachis","normalised_d15n","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,12.242211077898,,1,"museum_measurement_0122","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","35","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","homogenate","normalised_d13c","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,-20.7745273573238,,1,"museum_measurement_0121","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","34","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
"244-111733","Breast","homogenate","normalised_d15n","Royal Ontario Museum, Toronto, Ontario, Canada","Charadrius bicinctus","Nelson, New Zealand","Bainham","Bainham, Nelson, New Zealand","27208",6,1974,"New Zealand",0,173.2443635,-41.2985321,9.143888363247,,1,"museum_measurement_0120","data/Master_EA_C_N_SI_Batch 3 vane_barb and Batch 4 Breast Feathers_LEH_Sept25_v1_SB.xls","34","museum_batch_cn",,"museum_meta_158","museum_coord_14","historical_checkpoint:data/CNOH_museum_samples_201125.rds"
