"ring","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known"
"CP16940","live_pheno_310|live_pheno_466",2,"CP16940_2024-11-04","F",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","unknown","unknown",,175.721255,-39.284262,FALSE
"CP16944","live_pheno_311|live_pheno_467",2,"CP16944_2024-11-13","F",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","unknown","unknown",,175.702629005536,-39.379794029519,FALSE
"CP16945","live_pheno_037|live_pheno_044",2,"CP16945_2024-11-13","M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Omaha Spit, North Island on Jan 12",175.702629005536,-39.379794029519,TRUE
"CP16946","live_pheno_312|live_pheno_468",2,"CP16946_2024-11-13","M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","unknown","unknown",,175.69198901765,-39.3580760154873,FALSE
"CP16949","live_pheno_313|live_pheno_469",2,"CP16949_2024-11-14","F",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","unknown","unknown",,175.697106001899,-39.3604900036007,FALSE
"CP16951","live_pheno_314|live_pheno_470",2,"CP16951_2024-11-14","F",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","unknown","unknown",,175.698777018115,-39.3613400124013,FALSE
"CP16953","live_pheno_038|live_pheno_045",2,"CP16953_2024-11-14","M",,,"South Island, New Zealand","Rangipo Desert, Tongariro National Park","Rangipo Desert","NI migrant","migrant","Resighting at Karaka, North Island on July 20",175.700161037967,-39.3611319735646,TRUE
"CP16954","live_pheno_315|live_pheno_471",2,"CP16954_2024-12-03","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.931095,-39.576199,FALSE
"CP16955","live_pheno_316|live_pheno_472",2,"CP16955_2024-12-03","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.930937990546,-39.5745310373604,FALSE
"CP16956","live_pheno_317|live_pheno_473",2,"CP16956_2024-12-03","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.930937990546,-39.5745310373604,FALSE
"CP16957","live_pheno_318|live_pheno_474",2,"CP16957_2024-12-03","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown","Resighting at Clive near breeding grounds on Feb 19",176.930418983102,-39.5742830168456,FALSE
"CP16958","live_pheno_039|live_pheno_046",2,"CP16958_2024-12-03","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Miranda, North Island on May 17",176.92653497681,-39.5726949814707,TRUE
"CP16960","live_pheno_319|live_pheno_475",2,"CP16960_2024-12-03","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.929900981486,-39.5729509647936,FALSE
"CP16961","live_pheno_120|live_pheno_138",2,"CP16961_2024-12-04","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE
"CP16962","live_pheno_121|live_pheno_139",2,"CP16962_2024-12-04","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.893405001611,-39.485479015857,FALSE
"CP16963","live_pheno_320|live_pheno_476",2,"CP16963_2024-12-04","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919438019395,-39.5339509751648,FALSE
"CP16964","live_pheno_321|live_pheno_477",2,"CP16964_2024-12-04","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919425027445,-39.5304810348898,FALSE
"CP16965","live_pheno_322|live_pheno_478",2,"CP16965_2024-12-04","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919065024704,-39.5279490295798,FALSE
"CP16966","live_pheno_323|live_pheno_479",2,"CP16966_2024-12-04","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.918593961746,-39.5283200126141,FALSE
"CP16967","live_pheno_324|live_pheno_480",2,"CP16967_2024-12-04","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919264011085,-39.5296669844538,FALSE
"CP16968","live_pheno_325|live_pheno_481",2,"CP16968_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872428031638,-39.443159038201,FALSE
"CP16969","live_pheno_326|live_pheno_482",2,"CP16969_2024-12-05","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872428031638,-39.443159038201,FALSE
"CP16970","live_pheno_327|live_pheno_483",2,"CP16970_2024-12-05","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872229967266,-39.4440659601241,FALSE
"CP16971","live_pheno_328|live_pheno_484",2,"CP16971_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872229967266,-39.4440659601241,FALSE
"CP16972","live_pheno_329|live_pheno_485",2,"CP16972_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872097030282,-39.444914041087,FALSE
"CP16973","live_pheno_330|live_pheno_486",2,"CP16973_2024-12-05","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919258981943,-39.5019920356572,FALSE
"CP16974","live_pheno_331|live_pheno_487",2,"CP16974_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919258981943,-39.5019920356572,FALSE
"CP16975","live_pheno_332|live_pheno_488",2,"CP16975_2024-10-26","M",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.417092,-43.923231,FALSE
"CP16976","live_pheno_333|live_pheno_489",2,"CP16976_2024-10-26","F",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.420411,-43.920657,FALSE
"CP16977","live_pheno_334|live_pheno_490",2,"CP16977_2024-10-26","M",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.419048,-43.919418,FALSE
"CP16981","live_pheno_335|live_pheno_491",2,"CP16981_2024-10-28","F",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.557216,-43.843194,FALSE
"CP16982","live_pheno_336|live_pheno_492",2,"CP16982_2024-10-29","M",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.280646,-43.747138,FALSE
"CP16983","live_pheno_337|live_pheno_493",2,"CP16983_2024-10-29","F",,,"South Island, New Zealand","Chatham Island, Chatham Islands","Chatham Island","unknown","unknown",,-176.280646,-43.747138,FALSE
"CP16984","live_pheno_338|live_pheno_494",2,"CP16984_2024-10-30","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872435,-39.444917,FALSE
"CP16987","live_pheno_339|live_pheno_495",2,"CP16987_2024-10-30","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872435,-39.444917,FALSE
"CP16989","live_pheno_340|live_pheno_496",2,"CP16989_2024-10-31","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.930825,-39.575394,FALSE
"CP16990","live_pheno_040|live_pheno_047",2,"CP16990_2024-10-31","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Kaipara Harbour, North Island on Feb 24",176.930825,-39.575394,TRUE
"CP16993","live_pheno_341|live_pheno_497",2,"CP16993_2024-10-31","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.929893,-39.571984,FALSE
"CP16995","live_pheno_342|live_pheno_498",2,"CP16995_2024-10-31","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.918801,-39.525809,FALSE
"CP16997","live_pheno_343|live_pheno_499",2,"CP16997_2024-11-01","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872409,-39.449839,FALSE
"CP16998","live_pheno_344|live_pheno_500",2,"CP16998_2024-11-01","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872111,-39.45016,FALSE
"CP16999","live_pheno_345|live_pheno_501",2,"CP16999_2024-11-01","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.872448,-39.450738,FALSE
"CP17009","live_pheno_346|live_pheno_502",2,"CP17009_2024-10-16","F","266437","266437","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","unknown","unknown","PTT stopped transmitting a few weeks after deployment",168.422347,-46.603475,FALSE
"CP17010","live_pheno_080|live_pheno_102",2,"CP17010_2024-10-16","M","266397","266397","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE
"CP17011","live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16","F","266413","266413","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE
"CP17019","live_pheno_164|live_pheno_211",2,"CP17019_2024-10-16","M","266431","266431","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.420411,-46.602136,TRUE
"CP19304","live_pheno_347|live_pheno_503",2,"CP19304_2024-10-02","M","266384","266384","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown","PTT revealed that the bird stayed mainly at Lake Ellesmere and Kaitorete Spit the full year apart from a few sporadic multi-day trips: Waimakariri River in mid Dec, Rakaia River in late Nov, fields near Rakaia in late March and late May",172.397899,-43.851742,FALSE
"CP19307","live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE
"CP19308","live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE
"CP19309","live_pheno_348|live_pheno_504",2,"CP19309_2024-10-12","F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478835,-43.873833,FALSE
"CP19310","live_pheno_349|live_pheno_505",2,"CP19310_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478835,-43.873833,FALSE
"CP19311","live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11","M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE
"CP19312","live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE
"CP19313","live_pheno_350|live_pheno_506",2,"CP19313_2024-10-10","M","266414","266414","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown","PTT stopped transmitting in February",170.144062,-43.736643,FALSE
"CP19314","live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE
"CP19315","live_pheno_351|live_pheno_507",2,"CP19315_2024-10-10","F","266372","266372","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown","PTT stopped transmitting in March",170.142809,-43.735011,FALSE
"CP19318","live_pheno_352|live_pheno_508",2,"CP19318_2024-10-07","M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.680763,-42.420963,FALSE
"CP19320","live_pheno_165|live_pheno_212",2,"CP19320_2024-10-06","F","266374","266374","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.043481,-41.16319,TRUE
"CP19321","live_pheno_166|live_pheno_213",2,"CP19321_2024-10-06","M","266468","266468","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.044051,-41.163375,TRUE
"CP19323","live_pheno_167|live_pheno_214",2,"CP19323_2024-10-06","M","266435","266435","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.046946,-41.165286,TRUE
"CP19324","live_pheno_168|live_pheno_215",2,"CP19324_2024-10-05","F","266433","266433","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","resident","resident","PTT revealed that the bird remained at Porter's Beach the full year, except for brief trips to Motueka Spit in mid January and late February",173.011986,-40.992659,TRUE
"CP19325","live_pheno_169|live_pheno_216",2,"CP19325_2024-10-04","F",,,"South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","Resighting at Motueka Spit on March 1",173.042891,-41.162327,TRUE
"CP19327","live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE
"CP19328","live_pheno_170|live_pheno_217",2,"CP19328_2024-10-04","F","266423","266423","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","resident","resident","PTT revealed that the bird remained at Porter's Beach the full year, except for several brief trips to Motueka Spit and Motueka River Mouth",173.011575,-40.993306,TRUE
"CP19329","live_pheno_171|live_pheno_218",2,"CP19329_2024-10-04","M","266465","266465","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","resident","resident","PTT revealed that the bird remained at Porter's Beach the full year, except for between late January and late March when it stayed at the Motueka River Mouth",173.011784,-40.992962,TRUE
"CP19330","live_pheno_172|live_pheno_219",2,"CP19330_2024-10-04","F","266380","266380","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","resident","resident","PTT revealed that the bird remained at Porter's Beach the full year, except for between early January and mid July when it stayed at the Motueka River Mouth and Motueka Spit",173.011784,-40.992962,TRUE
"CP19331","live_pheno_173|live_pheno_220",2,"CP19331_2024-10-06","F","266411","266411","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.046946,-41.165286,TRUE
"CP19333","live_pheno_174|live_pheno_221",2,"CP19333_2024-10-06","F","266425","266425","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.044051,-41.163375,TRUE
"CP19334","live_pheno_353|live_pheno_509",2,"CP19334_2024-10-06","M","266470_A","266470","South Island, New Zealand","Kina Peninsula, Tasman Bay","Kina Peninsula","unknown","unknown","PTT stopped transmitting a couple weeks after deployment (predation)",173.043481,-41.16319,FALSE
"CP19335","live_pheno_354|live_pheno_510",2,"CP19335_2024-10-07","M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.681157,-42.422283,FALSE
"CP19336","live_pheno_355|live_pheno_511",2,"CP19336_2024-10-07","F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.680763,-42.420963,FALSE
"CP19337","live_pheno_356|live_pheno_512",2,"CP19337_2024-10-07","M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.678031,-42.418668,FALSE
"CP19338","live_pheno_357|live_pheno_513",2,"CP19338_2024-10-10","F","266402","266402","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown","PTT stopped transmitting in late November",170.143566,-43.73398,FALSE
"CP19339","live_pheno_358|live_pheno_514",2,"CP19339_2024-10-10","F","266385","266385","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown","PTT stopped transmitting a few weeks after deployment",170.142744,-43.735973,FALSE
"CP19340","live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE
"CP19341","live_pheno_175|live_pheno_222",2,"CP19341_2024-10-01","F","266447","266447","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.570884,-43.832827,TRUE
"CP19342","live_pheno_176|live_pheno_223",2,"CP19342_2024-10-01","M","266398","266398","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.589424,-43.832331,TRUE
"CP19345","live_pheno_177|live_pheno_224",2,"CP19345_2024-10-01","M","266401","266401","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year, but spent three months (Dec 1 to Feb 3) at the Waimakariri River",172.577835,-43.83361,TRUE
"CP19346","live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE
"CP19348","live_pheno_359|live_pheno_515",2,"CP19348_2024-10-02","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.397539,-43.852387,FALSE
"CP19349","live_pheno_360|live_pheno_516",2,"CP19349_2024-10-02","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.397539,-43.852387,FALSE
"CP19350","live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE
"CP19353","live_pheno_178|live_pheno_225",2,"CP19353_2024-10-01","F","266400","266400","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.61287,-43.830165,TRUE
"CP19356","live_pheno_179|live_pheno_226",2,"CP19356_2024-10-02","M","266420","266420","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.60654,-43.831483,TRUE
"CP19358","live_pheno_361|live_pheno_517",2,"CP19358_2024-10-02","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.6125,-43.829767,FALSE
"CP19359","live_pheno_180|live_pheno_227",2,"CP19359_2024-10-04","M","266471","266471","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",173.031021,-41.11812,TRUE
"CP19360","live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE
"CP19361","live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04","M","266469","266469","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE
"CP19362","live_pheno_181|live_pheno_228",2,"CP19362_2024-10-04","M","266410","266410","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.034923,-41.12729,TRUE
"CP19363","live_pheno_182|live_pheno_229",2,"CP19363_2024-10-05","M","266430","266430","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year (tag likely fell off / bird died in late September, 2025 (see summary plots)",173.032503,-41.121845,TRUE
"CP19364","live_pheno_183|live_pheno_230",2,"CP19364_2024-10-06","M","266445","266445","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.0307,-41.11812,TRUE
"CP19365","live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10","F","266434","266434","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE
"CP19366","live_pheno_016|live_pheno_033",2,"CP19366_2024-10-10","F","266429","266429","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",170.144062,-43.736643,TRUE
"CP19367","live_pheno_362|live_pheno_518",2,"CP19367_2024-10-11","F","266376","266376","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown","PTT revealed that this bird tried to fly to Australia in early April but aborted to returned to spend the winter at the Tasman Valley",170.147199,-43.729016,FALSE
"CP19368","live_pheno_017|live_pheno_034",2,"CP19368_2024-10-11","M","266379","266379","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",173.0307,-41.11812,TRUE
"CP19369","live_pheno_184|live_pheno_231",2,"CP19369_2024-10-16","M","266444","266444","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.420948,-46.601901,TRUE
"CP19370","live_pheno_185|live_pheno_232",2,"CP19370_2024-10-16","F","266424","266424","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.429436,-46.605738,TRUE
"CP19371","live_pheno_083|live_pheno_105",2,"CP19371_2024-10-05","F","266432","266432","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE
"CP19372","live_pheno_363|live_pheno_519",2,"CP19372_2024-10-12","F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.482695,-43.878764,FALSE
"CP19373","live_pheno_364|live_pheno_520",2,"CP19373_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.482695,-43.878764,FALSE
"CP19374","live_pheno_365|live_pheno_521",2,"CP19374_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.482695,-43.878764,FALSE
"CP19375","live_pheno_366|live_pheno_522",2,"CP19375_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.482099,-43.878795,FALSE
"CP19376","live_pheno_367|live_pheno_523",2,"CP19376_2024-10-21","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.605906,-43.830036,FALSE
"CP19377","live_pheno_368|live_pheno_524",2,"CP19377_2024-10-21","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.608029,-43.830806,FALSE
"CP19378","live_pheno_369|live_pheno_525",2,"CP19378_2024-10-21","F","0AA0","0AA0","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.613603,-43.830902,FALSE
"CP19379","live_pheno_186|live_pheno_233",2,"CP19379_2024-10-21","M","266464","266464","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.609216,-43.831211,TRUE
"CP19380","live_pheno_370|live_pheno_526",2,"CP19380_2024-10-22","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.601856,-43.830575,FALSE
"CP19381","live_pheno_371|live_pheno_527",2,"CP19381_2024-10-22","F","0AC8","0AC8","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.596254,-43.831706,FALSE
"CP19382","live_pheno_372|live_pheno_528",2,"CP19382_2024-10-22","F","OAC7","OAC7","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.587378,-43.832519,FALSE
"CP19384","live_pheno_373|live_pheno_529",2,"CP19384_2024-10-23","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.706307,-43.82727,FALSE
"CP19387","live_pheno_374|live_pheno_530",2,"CP19387_2024-10-23","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.695844,-43.826363,FALSE
"CP19388","live_pheno_375|live_pheno_531",2,"CP19388_2024-10-23","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.695844,-43.826363,FALSE
"CP19389","live_pheno_376|live_pheno_532",2,"CP19389_2024-10-23","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.695844,-43.826363,FALSE
"CP19390","live_pheno_377|live_pheno_533",2,"CP19390_2024-10-23","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.705377,-43.827139,FALSE
"CP19394","live_pheno_378|live_pheno_534",2,"CP19394_2024-10-23","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.694094,-43.827227,FALSE
"CP19395","live_pheno_379|live_pheno_535",2,"CP19395_2024-10-23","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.651681,-43.815977,FALSE
