rung,candidate_id,candidate_label,validation_layer,metric,value,class
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,macro_brier,0.2216922374920074,overall
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,confidence_ece,0.08366857053683982,overall
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_brier,0.2404973242712246,resident
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_ece,0.08366857053683982,resident
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_brier,0.21253933935187228,NZ migrant
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_ece,0.0326536282916568,NZ migrant
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_brier,0.21204004885292532,AU migrant
rung2,r2_a_breast_cn,Rung 2 A: Breast-only C/N,blocked_coordinate_cv,one_vs_rest_ece,0.03511635731927682,AU migrant
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,macro_brier,0.22148499181327463,overall
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,confidence_ece,0.03210678210678211,overall
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_brier,0.23999526287405076,resident
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_ece,0.03210678210678211,resident
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_brier,0.2122298562828866,NZ migrant
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_ece,0.045418470418470434,NZ migrant
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_brier,0.21222985628288657,AU migrant
rung2,r2_b_breast_cnh,Rung 2 B: Breast-only C/N/H,blocked_coordinate_cv,one_vs_rest_ece,0.045418470418470414,AU migrant
