"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","raw_normalised_d2h","audit_normalised_d13c","audit_normalised_d15n","audit_normalised_d2h","adjudicated_normalised_d13c","adjudicated_normalised_d15n","adjudicated_normalised_d2h","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_normalised_d2h","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","source_measurement_ids_model_normalised_d2h","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_variant_row_action_normalised_d2h","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_decision_ids_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d2h","source_measurement_ids","source_measurement_ids_model"
"live_model_CP16533_2024.10.11_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","35","35","CP16533_2024-10-11_primary feather","CP16533_2024-10-11_primary feather","CP16533","primary","Primary",FALSE,0.249,3.3656449754767,"F","266448","266448","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration twice (departures: March 12 and March 24), with the 2nd attempt failing",170.143316,-43.733096,TRUE,"live_pheno_004|live_pheno_021",2,"CP16533_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,-23.7924654296182,3.44517843553491,,-23.7924654296182,3.44517843553491,,-23.7924654296182,3.44517843553491,,"live_measurement_0048","live_measurement_0047",,"live_measurement_0048","live_measurement_0047",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"35","35",,"live_measurement_0047|live_measurement_0048","live_measurement_0047|live_measurement_0048"
"live_model_CP16534_2024.10.11_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","36","36","CP16534_2024-10-11_breast feather","CP16534_2024-10-11_breast feather","CP16534","breast","Breast",FALSE,0.227,3.39119566664249,"M","266373","266373","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Snowy River, Victoria (arrival: April 3)",170.145302,-43.731722,TRUE,"live_pheno_005|live_pheno_022",2,"CP16534_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,-10.2603025349417,10.5236576148647,,-10.2603025349417,10.5236576148647,,-10.2603025349417,10.5236576148647,,"live_measurement_0050","live_measurement_0049",,"live_measurement_0050","live_measurement_0049",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"36","36",,"live_measurement_0049|live_measurement_0050","live_measurement_0049|live_measurement_0050"
"live_model_CP16534_2024.10.11_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","37","37","CP16534_2024-10-11_primary feather","CP16534_2024-10-11_primary feather","CP16534","primary","Primary",FALSE,0.24,3.36211062479384,"M","266373","266373","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Snowy River, Victoria (arrival: April 3)",170.145302,-43.731722,TRUE,"live_pheno_005|live_pheno_022",2,"CP16534_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,-22.870401252807,3.09469860215485,,-22.870401252807,3.09469860215485,,-22.870401252807,3.09469860215485,,"live_measurement_0052","live_measurement_0051",,"live_measurement_0052","live_measurement_0051",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"37","37",,"live_measurement_0051|live_measurement_0052","live_measurement_0051|live_measurement_0052"
"live_model_CP16536_2024.10.10_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","39","39","CP16536_2024-10-10_primary feather","CP16536_2024-10-10_primary feather","CP16536","primary","Primary",FALSE,0.218,3.42793128898946,"M","266428","266428","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed this bird wintering at Farewell Spit (arrival: Jan 2, departure: Sep 2)",170.144062,-43.736643,TRUE,"live_pheno_049|live_pheno_059",2,"CP16536_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,-22.7585099728686,5.76142460136077,,-22.7585099728686,5.76142460136077,,-22.7585099728686,5.76142460136077,,"live_measurement_0056","live_measurement_0055",,"live_measurement_0056","live_measurement_0055",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"39","39",,"live_measurement_0055|live_measurement_0056","live_measurement_0055|live_measurement_0056"
"live_model_CP16536_2024.10.11_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","38","38","CP16536_2024-10-11_breast feather","CP16536_2024-10-11_breast feather","CP16536","breast","Breast",FALSE,0.224,3.41653617281785,"M","266428","266428","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed this bird wintering at Farewell Spit (arrival: Jan 2, departure: Sep 2)",170.144062,-43.736643,TRUE,"live_pheno_049|live_pheno_059",2,"CP16536_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,-15.617931624941,13.6422268824368,,-15.617931624941,13.6422268824368,,-15.617931624941,13.6422268824368,,"live_measurement_0054","live_measurement_0053",,"live_measurement_0054","live_measurement_0053",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"38","38",,"live_measurement_0053|live_measurement_0054","live_measurement_0053|live_measurement_0054"
"live_model_CP16543_2024.10.04_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","40","40","CP16543_2024-10-04_breast feather","CP16543_2024-10-04_breast feather","CP16543","breast","Breast",FALSE,0.191,3.44163530874813,"F","266466","266466","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year (except for a brief 2 day foray to Takaka in mid-December)",173.033468,-41.123473,TRUE,"live_pheno_074|live_pheno_096",2,"CP16543_2024-10-04",1,1,"single_raw","inclusive",FALSE,,,-14.0446412953552,12.7463740136981,,-14.0446412953552,12.7463740136981,,-14.0446412953552,12.7463740136981,,"live_measurement_0058","live_measurement_0057",,"live_measurement_0058","live_measurement_0057",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"40","40",,"live_measurement_0057|live_measurement_0058","live_measurement_0057|live_measurement_0058"
"live_model_CP16543_2024.10.04_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","41|42","41|42","CP16543_2024-10-04_primary feather|CP16543_2024-10-04_primary feather_rpt","CP16543_2024-10-04_primary feather","CP16543","primary","Primary",TRUE,0.223,3.38075502285142,"F","266466","266466","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year (except for a brief 2 day foray to Takaka in mid-December)",173.033468,-41.123473,TRUE,"live_pheno_074|live_pheno_096",2,"CP16543_2024-10-04",2,2,"lab_green_average","inclusive",FALSE,,,-16.2882895810577,11.6899878349192,,-16.2882895810577,11.6899878349192,,-16.2882895810577,11.6899878349192,,"live_measurement_0060|live_measurement_0062","live_measurement_0059|live_measurement_0061",,"live_measurement_0060|live_measurement_0062","live_measurement_0059|live_measurement_0061",,"keep","keep",,"keep","keep",,"Green-highlighted average is the lab-approved adjudicated C value for this repeated assay.","Green-highlighted average is the lab-approved adjudicated N value for this repeated assay.",,"sheet note|green average","sheet note|green average",,"aqc_0017|aqc_0018","aqc_0015|aqc_0016",,TRUE,TRUE,,"green formatting|_rpt suffix","green formatting|_rpt suffix",,"all_rows_green","all_rows_green",,"resolved_use_average","resolved_use_average",,TRUE,TRUE,,"41|42","41|42",,"live_measurement_0059|live_measurement_0061|live_measurement_0060|live_measurement_0062","live_measurement_0059|live_measurement_0061|live_measurement_0060|live_measurement_0062"
"live_model_CP16609_2024.10.08_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","43","43","CP16609_2024-10-08_breast feather","CP16609_2024-10-08_breast feather","CP16609","breast","Breast",FALSE,0.222,3.42176629749809,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","SI migrant","migrant","PTT during ethics trial revealed this bird moving to the Rakaia River in early March",173.667221,-42.413402,TRUE,"live_pheno_050|live_pheno_060",2,"CP16609_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,-22.738304318616,12.0726227186834,,-22.738304318616,12.0726227186834,,-22.738304318616,12.0726227186834,,"live_measurement_0064","live_measurement_0063",,"live_measurement_0064","live_measurement_0063",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"43","43",,"live_measurement_0063|live_measurement_0064","live_measurement_0063|live_measurement_0064"
"live_model_CP16609_2024.10.08_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","44","44","CP16609_2024-10-08_primary feather","CP16609_2024-10-08_primary feather","CP16609","primary","Primary",FALSE,0.325,3.46740055172569,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","SI migrant","migrant","PTT during ethics trial revealed this bird moving to the Rakaia River in early March",173.667221,-42.413402,TRUE,"live_pheno_050|live_pheno_060",2,"CP16609_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,-17.9500325020683,14.3180414146674,,-17.9500325020683,14.3180414146674,,-17.9500325020683,14.3180414146674,,"live_measurement_0066","live_measurement_0065",,"live_measurement_0066","live_measurement_0065",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"44","44",,"live_measurement_0065|live_measurement_0066","live_measurement_0065|live_measurement_0066"
"live_model_CP16627_2024.10.01_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","45|46","45|46","CP16627_2024-10-01_breast feather|CP16627_2024-10-01_breast feather_rpt","CP16627_2024-10-01_breast feather","CP16627","breast","Breast",TRUE,0.2545,3.38791051930713,"M","266390","266390","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.684973,-43.82787,TRUE,"live_pheno_075|live_pheno_097",2,"CP16627_2024-10-01",2,2,"lab_green_average","inclusive",FALSE,,,-21.2924562087123,13.9967809700958,,-21.2924562087123,13.9967809700958,,-21.2924562087123,13.9967809700958,,"live_measurement_0068|live_measurement_0070","live_measurement_0067|live_measurement_0069",,"live_measurement_0068|live_measurement_0070","live_measurement_0067|live_measurement_0069",,"keep","keep",,"keep","keep",,"Green-highlighted average is the lab-approved adjudicated C value for this repeated assay.","Green-highlighted average is the lab-approved adjudicated N value for this repeated assay.",,"sheet note|green average","sheet note|green average",,"aqc_0021|aqc_0022","aqc_0019|aqc_0020",,TRUE,TRUE,,"green formatting|_rpt suffix","green formatting|_rpt suffix",,"all_rows_green","all_rows_green",,"resolved_use_average","resolved_use_average",,TRUE,TRUE,,"45|46","45|46",,"live_measurement_0067|live_measurement_0069|live_measurement_0068|live_measurement_0070","live_measurement_0067|live_measurement_0069|live_measurement_0068|live_measurement_0070"
"live_model_CP16627_2024.10.01_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","47","47","CP16627_2024-10-01_primary feather","CP16627_2024-10-01_primary feather","CP16627","primary","Primary",FALSE,0.26,3.35338529552216,"M","266390","266390","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.684973,-43.82787,TRUE,"live_pheno_075|live_pheno_097",2,"CP16627_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-22.8453942861546,13.7672775514046,,-22.8453942861546,13.7672775514046,,-22.8453942861546,13.7672775514046,,"live_measurement_0072","live_measurement_0071",,"live_measurement_0072","live_measurement_0071",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"47","47",,"live_measurement_0071|live_measurement_0072","live_measurement_0071|live_measurement_0072"
"live_model_CP16628_2024.10.01_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","48","48","CP16628_2024-10-01_breast feather","CP16628_2024-10-01_breast feather","CP16628","breast","Breast",FALSE,0.207,3.46261866461474,"F","266391","266391","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Lake Ellesmere the full year",172.684973,-43.82787,TRUE,"live_pheno_076|live_pheno_098",2,"CP16628_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-21.5199033671861,14.3500364670151,,-21.5199033671861,14.3500364670151,,-21.5199033671861,14.3500364670151,,"live_measurement_0074","live_measurement_0073",,"live_measurement_0074","live_measurement_0073",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"48","48",,"live_measurement_0073|live_measurement_0074","live_measurement_0073|live_measurement_0074"
"live_model_CP16628_2024.10.01_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","49","49","CP16628_2024-10-01_primary feather","CP16628_2024-10-01_primary feather","CP16628","primary","Primary",FALSE,0.256,3.34169148563182,"F","266391","266391","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Lake Ellesmere the full year",172.684973,-43.82787,TRUE,"live_pheno_076|live_pheno_098",2,"CP16628_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-21.9624071953173,12.0169773361164,,-21.9624071953173,12.0169773361164,,-21.9624071953173,12.0169773361164,,"live_measurement_0076","live_measurement_0075",,"live_measurement_0076","live_measurement_0075",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"49","49",,"live_measurement_0075|live_measurement_0076","live_measurement_0075|live_measurement_0076"
"live_model_CP16641_2024.10.05_.primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","50","50","CP16641_2024-10-05_ primary feather","CP16641_2024-10-05_ primary feather","CP16641","primary","Primary",FALSE,0.254,3.35169722859778,"M","266436","266436","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,"live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,-15.5855925266904,11.5715073412065,,-15.5855925266904,11.5715073412065,,-15.5855925266904,11.5715073412065,,"live_measurement_0078","live_measurement_0077",,"live_measurement_0078","live_measurement_0077",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"50","50",,"live_measurement_0077|live_measurement_0078","live_measurement_0077|live_measurement_0078"
"live_model_CP16641_2024.10.05_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","51","51","CP16641_2024-10-05_breast feather","CP16641_2024-10-05_breast feather","CP16641","breast","Breast",FALSE,0.242,3.32401432836378,"M","266436","266436","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,"live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,-12.6632633451957,14.7772761729971,,-12.6632633451957,14.7772761729971,,-12.6632633451957,14.7772761729971,,"live_measurement_0080","live_measurement_0079",,"live_measurement_0080","live_measurement_0079",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"51","51",,"live_measurement_0079|live_measurement_0080","live_measurement_0079|live_measurement_0080"
"live_model_CP16642_2024.10.01_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","52","52","CP16642_2024-10-01_breast feather","CP16642_2024-10-01_breast feather","CP16642","breast","Breast",FALSE,0.213,3.45514649182007,"F","266383","266383","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-17.8242892043911,11.7215509413972,,-17.8242892043911,11.7215509413972,,-17.8242892043911,11.7215509413972,,"live_measurement_0082","live_measurement_0081",,"live_measurement_0082","live_measurement_0081",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"52","52",,"live_measurement_0081|live_measurement_0082","live_measurement_0081|live_measurement_0082"
"live_model_CP16642_2024.10.01_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","53","53","CP16642_2024-10-01_primary feather","CP16642_2024-10-01_primary feather","CP16642","primary","Primary",FALSE,0.201,3.383932400064,"F","266383","266383","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-18.9598469733855,12.6634755081217,,-18.9598469733855,12.6634755081217,,-18.9598469733855,12.6634755081217,,"live_measurement_0084","live_measurement_0083",,"live_measurement_0084","live_measurement_0083",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"53","53",,"live_measurement_0083|live_measurement_0084","live_measurement_0083|live_measurement_0084"
"live_model_CP16643_2024.10.01_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","54","54","CP16643_2024-10-01_breast feather","CP16643_2024-10-01_breast feather","CP16643","breast","Breast",FALSE,0.218,3.27651523764306,"M","266405","266405","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-24.2527181048461,8.30492445178543,,-24.2527181048461,8.30492445178543,,-24.2527181048461,8.30492445178543,,"live_measurement_0086","live_measurement_0085",,"live_measurement_0086","live_measurement_0085",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"54","54",,"live_measurement_0085|live_measurement_0086","live_measurement_0085|live_measurement_0086"
"live_model_CP16643_2024.10.01_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","55","55","CP16643_2024-10-01_primary feather","CP16643_2024-10-01_primary feather","CP16643","primary","Primary",FALSE,0.254,3.42393335210542,"M","266405","266405","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,-22.4837130750336,12.6978744718904,,-22.4837130750336,12.6978744718904,,-22.4837130750336,12.6978744718904,,"live_measurement_0088","live_measurement_0087",,"live_measurement_0088","live_measurement_0087",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"55","55",,"live_measurement_0087|live_measurement_0088","live_measurement_0087|live_measurement_0088"
