candidate_id,candidate_label,strategy_family,caution_level,uses_r1_upstream,uses_breast_h,uses_primary_h,uses_hard_or_soft_staging,validation_layer,split_id,repeat_id,fold_id,n_analysis,n_assessment,log_loss,balanced_accuracy,accuracy,brier,mean_top_prob,weak_support_rate
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat01__Fold5,Repeat01,Fold5,46,10,0.9625697297824909,0.5555555555555556,0.6,0.19303134423391816,0.4521077788542696,0.6
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat02__Fold1,Repeat02,Fold1,43,13,0.9924678102706481,0.5,0.5384615384615384,0.1994951077928202,0.6053725226693693,0.3076923076923077
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat02__Fold2,Repeat02,Fold2,43,13,0.9220718070118242,0.41666666666666663,0.46153846153846156,0.18204449597938527,0.4592212456205105,0.6153846153846154
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat02__Fold3,Repeat02,Fold3,46,10,0.9269381901856396,0.5555555555555556,0.6,0.186140952171273,0.48079572498160755,0.5
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat02__Fold4,Repeat02,Fold4,46,10,0.8697297630508187,0.5,0.5,0.1809062007754492,0.525443987045676,0.4
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat02__Fold5,Repeat02,Fold5,46,10,0.8796353369140837,0.5555555555555556,0.6,0.17251654426017882,0.4356910221825664,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat03__Fold1,Repeat03,Fold1,43,13,1.1125297251746338,0.2666666666666667,0.3076923076923077,0.2263753148535237,0.4847625502665847,0.6153846153846154
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat03__Fold2,Repeat03,Fold2,43,13,0.8583136098723378,0.5,0.5384615384615384,0.17097854411846983,0.5209909567018762,0.46153846153846156
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat03__Fold3,Repeat03,Fold3,46,10,0.8090404143527234,0.5555555555555556,0.6,0.16138590790620103,0.4678739124386742,0.8
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat03__Fold4,Repeat03,Fold4,46,10,0.8762191874381842,0.4722222222222222,0.5,0.1796168336257401,0.477270422659517,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat03__Fold5,Repeat03,Fold5,46,10,0.8431301952789458,0.6666666666666666,0.7,0.16362107342670232,0.49022858447510903,0.4
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat04__Fold1,Repeat04,Fold1,43,13,0.9846222287316773,0.33333333333333337,0.38461538461538464,0.19677685050470015,0.4815084028026766,0.6153846153846154
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat04__Fold2,Repeat04,Fold2,43,13,0.9941832658097453,0.6666666666666666,0.6923076923076923,0.19708096020743424,0.5129520364175675,0.38461538461538464
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat04__Fold3,Repeat04,Fold3,46,10,0.9252987102264318,0.6666666666666666,0.7,0.18279368381673713,0.4388800603713453,0.9
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat04__Fold4,Repeat04,Fold4,46,10,0.8944172471975059,0.5555555555555556,0.6,0.179825066706498,0.4845863799396689,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat04__Fold5,Repeat04,Fold5,46,10,0.8177876928686159,0.6666666666666666,0.7,0.1671422869722783,0.46221900374108743,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat05__Fold1,Repeat05,Fold1,43,13,0.9532157155183819,0.41666666666666663,0.46153846153846156,0.18852343406115418,0.4362918615531631,0.8461538461538461
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat05__Fold2,Repeat05,Fold2,43,13,1.0319621638224468,0.43333333333333335,0.46153846153846156,0.20969566581119967,0.48720695648820983,0.6923076923076923
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat05__Fold3,Repeat05,Fold3,46,10,1.0127457105274114,0.33333333333333337,0.4,0.20246445136078017,0.5103198914900793,0.5
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat05__Fold4,Repeat05,Fold4,46,10,0.8643752005540294,0.5555555555555556,0.6,0.17101050345832597,0.44473048111991903,0.9
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat05__Fold5,Repeat05,Fold5,46,10,0.8229515316934464,0.5555555555555556,0.6,0.16454611929816423,0.4664851223742907,0.8
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat06__Fold1,Repeat06,Fold1,43,13,0.9137861700299315,0.41666666666666663,0.46153846153846156,0.18016928890715822,0.4926127475299804,0.5384615384615384
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat06__Fold2,Repeat06,Fold2,43,13,0.9350229647861323,0.6666666666666666,0.6923076923076923,0.18719167205505352,0.44733920536301763,0.9230769230769231
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat06__Fold3,Repeat06,Fold3,46,10,0.8961536102715789,0.4444444444444444,0.5,0.1782718752952413,0.45558986246070104,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat06__Fold4,Repeat06,Fold4,46,10,0.9468594524703572,0.5555555555555556,0.6,0.1905557917750302,0.5642880881603036,0.4
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat06__Fold5,Repeat06,Fold5,46,10,1.0074803299266677,0.4444444444444444,0.5,0.20380090485931956,0.4297903562092582,0.8
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat07__Fold1,Repeat07,Fold1,43,13,0.8354528175087709,0.6666666666666666,0.6923076923076923,0.1688863361309267,0.438406111295706,0.9230769230769231
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat07__Fold2,Repeat07,Fold2,43,13,1.0493609024570192,0.41666666666666663,0.46153846153846156,0.2113420305741673,0.5814121795523022,0.3076923076923077
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat07__Fold3,Repeat07,Fold3,46,10,0.9162927165931601,0.6666666666666666,0.7,0.17954733032284706,0.48988258046740296,0.5
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat07__Fold4,Repeat07,Fold4,46,10,0.8057375096190104,0.5555555555555556,0.6,0.15998246728342444,0.5198497637012156,0.6
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat07__Fold5,Repeat07,Fold5,46,10,1.0499625446565286,0.4444444444444444,0.5,0.2120222858516261,0.44421304975125236,0.7
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat08__Fold1,Repeat08,Fold1,43,13,1.0311173842976773,0.5,0.5384615384615384,0.20737263581975268,0.5103240795484724,0.46153846153846156
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat08__Fold2,Repeat08,Fold2,43,13,0.8570585401776893,0.5833333333333334,0.6153846153846154,0.17225302706893222,0.46152253506057433,0.6923076923076923
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat08__Fold3,Repeat08,Fold3,46,10,0.8095321483541341,0.4444444444444444,0.5,0.16227952948653046,0.4600121603099614,0.8
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat08__Fold4,Repeat08,Fold4,46,10,0.9436573372605359,0.5555555555555556,0.6,0.18792586792625351,0.516495780823542,0.6
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat08__Fold5,Repeat08,Fold5,46,10,0.9027020927939307,0.5555555555555556,0.6,0.18028310405322853,0.5275503666319437,0.3
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat09__Fold1,Repeat09,Fold1,43,13,0.8267289259818082,0.6833333333333333,0.6923076923076923,0.16502346188085437,0.5123762571920335,0.38461538461538464
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat09__Fold2,Repeat09,Fold2,43,13,0.9494992807114826,0.75,0.7692307692307693,0.18688640026976622,0.4292087977563631,0.9230769230769231
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat09__Fold3,Repeat09,Fold3,46,10,0.917166676989651,0.4444444444444444,0.5,0.18181533894845067,0.5107026572864388,0.6
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat09__Fold4,Repeat09,Fold4,46,10,1.1117634297720587,0.25,0.3,0.22630535590084067,0.5214058357860917,0.4
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat09__Fold5,Repeat09,Fold5,46,10,0.8577960099460353,0.5555555555555556,0.6,0.16611113847881182,0.48376319154268943,0.6
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat10__Fold1,Repeat10,Fold1,43,13,0.8204835939076395,0.6666666666666666,0.6923076923076923,0.16214587428794133,0.5080966971038314,0.46153846153846156
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat10__Fold2,Repeat10,Fold2,43,13,0.8706030938487165,0.5,0.5384615384615384,0.1733051258367418,0.43454978420137946,0.8461538461538461
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat10__Fold3,Repeat10,Fold3,46,10,1.0364989966942944,0.4444444444444444,0.5,0.20992102605679672,0.5214004258527767,0.4
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat10__Fold4,Repeat10,Fold4,46,10,0.9515027147683649,0.5555555555555556,0.6,0.18882134079030755,0.457047048912019,0.8
r2s_b_soft_hierarchical_r1c_then_breast_cnh,Rung 2 S2: Soft hierarchical R1 C then breast C/N/H NZ-vs-AU,soft_hierarchical_two_step,staged_r1c_then_breast_cnh_no_primary_h,TRUE,TRUE,FALSE,soft_hierarchical,repeated_stratified_cv,Repeat10__Fold5,Repeat10,Fold5,46,10,0.9352972421155176,0.5833333333333333,0.6,0.18440144246685952,0.4779646527908799,0.7
