"adjudicated_sample_id","adjudicated_measurement_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","isotope","raw_value_retained_mean","audit_value_mean","value","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","source_measurement_ids","source_measurement_ids_model","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_variant_row_action","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_ids","assay_qc_repeat_pair_detected","assay_qc_repeat_detection_sources","assay_qc_repeat_detection_pattern","assay_qc_repeat_resolution_status","assay_qc_contributes_to_model_value","assay_qc_model_source_rows","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes"
"live_model_CP19311_2024.10.11_primary.feather","live_model_CP19311_2024.10.11_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","112|113","112|113","CP19311_2024-10-11_primary feather|CP19311_2024-10-11_primary feather_rpt","CP19311_2024-10-11_primary feather","CP19311","primary","Primary",TRUE,"normalised_d15n",5.47167080546321,5.47167080546321,5.47167080546321,0.26,3.41718181661793,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11","live_measurement_0201|live_measurement_0203","live_measurement_0201|live_measurement_0203",2,2,"mean_of_valid_repeats","sensitivity","include","keep","No explicit workbook instruction selected one repeat analysis, so the modelling value is the mean of all retained valid repeat assays.","_rpt suffix","aqc_0035|aqc_0036",TRUE,"_rpt suffix","no_green_rpt_named","resolved_mean_of_valid_repeats",TRUE,"112|113",FALSE,,
"live_model_CP19312_2024.10.11_breast.feather","live_model_CP19312_2024.10.11_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","114","114","CP19312_2024-10-11_breast feather","CP19312_2024-10-11_breast feather","CP19312","breast","Breast",FALSE,"normalised_d13c",-20.1365264153173,-20.1365264153173,-20.1365264153173,0.257,3.33430696906379,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0206","live_measurement_0206",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"114",FALSE,,
"live_model_CP19312_2024.10.11_breast.feather","live_model_CP19312_2024.10.11_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","114","114","CP19312_2024-10-11_breast feather","CP19312_2024-10-11_breast feather","CP19312","breast","Breast",FALSE,"normalised_d15n",15.7489177714583,15.7489177714583,15.7489177714583,0.257,3.33430696906379,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0205","live_measurement_0205",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"114",FALSE,,
"live_model_CP19312_2024.10.11_primary.feather","live_model_CP19312_2024.10.11_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","115","115","CP19312_2024-10-11_primary feather","CP19312_2024-10-11_primary feather","CP19312","primary","Primary",FALSE,"normalised_d13c",-22.7393146013286,-22.7393146013286,-22.7393146013286,0.258,3.36410491481139,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0208","live_measurement_0208",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"115",FALSE,,
"live_model_CP19312_2024.10.11_primary.feather","live_model_CP19312_2024.10.11_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","115","115","CP19312_2024-10-11_primary feather","CP19312_2024-10-11_primary feather","CP19312","primary","Primary",FALSE,"normalised_d15n",7.50565441127808,7.50565441127808,7.50565441127808,0.258,3.36410491481139,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0207","live_measurement_0207",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"115",FALSE,,
"live_model_CP19314_2024.10.10_breast.feather","live_model_CP19314_2024.10.10_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","116","116","CP19314_2024-10-10_breast feather","CP19314_2024-10-10_breast feather","CP19314","breast","Breast",FALSE,"normalised_d13c",-20.9353793877792,-20.9353793877792,-20.9353793877792,0.192,3.48108523354187,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0210","live_measurement_0210",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"116",FALSE,,
"live_model_CP19314_2024.10.10_breast.feather","live_model_CP19314_2024.10.10_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","116","116","CP19314_2024-10-10_breast feather","CP19314_2024-10-10_breast feather","CP19314","breast","Breast",FALSE,"normalised_d15n",9.11276685224496,9.11276685224496,9.11276685224496,0.192,3.48108523354187,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0209","live_measurement_0209",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"116",FALSE,,
"live_model_CP19314_2024.10.10_primary.feather","live_model_CP19314_2024.10.10_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","117","117","CP19314_2024-10-10_primary feather","CP19314_2024-10-10_primary feather","CP19314","primary","Primary",FALSE,"normalised_d13c",-22.7451701926486,-22.7451701926486,-22.7451701926486,0.2,3.48440487722421,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0212","live_measurement_0212",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"117",FALSE,,
"live_model_CP19314_2024.10.10_primary.feather","live_model_CP19314_2024.10.10_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","117","117","CP19314_2024-10-10_primary feather","CP19314_2024-10-10_primary feather","CP19314","primary","Primary",FALSE,"normalised_d15n",3.88852044699003,3.88852044699003,3.88852044699003,0.2,3.48440487722421,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0211","live_measurement_0211",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"117",FALSE,,
"live_model_CP19327_2024.10.04_breast.feather","live_model_CP19327_2024.10.04_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","118","118","CP19327_2024-10-04_breast feather","CP19327_2024-10-04_breast feather","CP19327","breast","Breast",FALSE,"normalised_d13c",-14.7462971530249,-14.7462971530249,-14.7462971530249,0.255,3.38331996529757,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0214","live_measurement_0214",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"118",FALSE,,
"live_model_CP19327_2024.10.04_breast.feather","live_model_CP19327_2024.10.04_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","118","118","CP19327_2024-10-04_breast feather","CP19327_2024-10-04_breast feather","CP19327","breast","Breast",FALSE,"normalised_d15n",14.2859172518353,14.2859172518353,14.2859172518353,0.255,3.38331996529757,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0213","live_measurement_0213",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"118",FALSE,,
"live_model_CP19327_2024.10.04_primary.feather","live_model_CP19327_2024.10.04_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","119","119","CP19327_2024-10-04_primary feather","CP19327_2024-10-04_primary feather","CP19327","primary","Primary",FALSE,"normalised_d13c",-14.4092252688807,-14.4092252688807,-14.4092252688807,0.344,3.31591810647378,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0216","live_measurement_0216",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"119",FALSE,,
"live_model_CP19327_2024.10.04_primary.feather","live_model_CP19327_2024.10.04_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","119","119","CP19327_2024-10-04_primary feather","CP19327_2024-10-04_primary feather","CP19327","primary","Primary",FALSE,"normalised_d15n",10.132253774983,10.132253774983,10.132253774983,0.344,3.31591810647378,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0215","live_measurement_0215",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"119",FALSE,,
"live_model_CP19340_2024.10.10_breast.feather","live_model_CP19340_2024.10.10_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","120","120","CP19340_2024-10-10_breast feather","CP19340_2024-10-10_breast feather","CP19340","breast","Breast",FALSE,"normalised_d13c",-23.1370222195958,-23.1370222195958,-23.1370222195958,0.228,3.39590848907457,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0218","live_measurement_0218",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"120",FALSE,,
"live_model_CP19340_2024.10.10_breast.feather","live_model_CP19340_2024.10.10_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","120","120","CP19340_2024-10-10_breast feather","CP19340_2024-10-10_breast feather","CP19340","breast","Breast",FALSE,"normalised_d15n",12.2141638963432,12.2141638963432,12.2141638963432,0.228,3.39590848907457,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0217","live_measurement_0217",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"120",FALSE,,
"live_model_CP19340_2024.10.10_primary.feather","live_model_CP19340_2024.10.10_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","121","121","CP19340_2024-10-10_primary feather","CP19340_2024-10-10_primary feather","CP19340","primary","Primary",FALSE,"normalised_d13c",-24.1378607729583,-24.1378607729583,-24.1378607729583,0.247,3.5218612875793,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0220","live_measurement_0220",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"121",FALSE,,
"live_model_CP19340_2024.10.10_primary.feather","live_model_CP19340_2024.10.10_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","121","121","CP19340_2024-10-10_primary feather","CP19340_2024-10-10_primary feather","CP19340","primary","Primary",FALSE,"normalised_d15n",3.1426274682581,3.1426274682581,3.1426274682581,0.247,3.5218612875793,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0219","live_measurement_0219",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"121",FALSE,,
"live_model_CP19346_2024.10.02_breast.feather","live_model_CP19346_2024.10.02_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","122","122","CP19346_2024-10-02_breast feather","CP19346_2024-10-02_breast feather","CP19346","breast","Breast",FALSE,"normalised_d13c",-23.6106784068077,-23.6106784068077,-23.6106784068077,0.206,3.50032160664922,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0222","live_measurement_0222",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"122",FALSE,,
"live_model_CP19346_2024.10.02_breast.feather","live_model_CP19346_2024.10.02_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","122","122","CP19346_2024-10-02_breast feather","CP19346_2024-10-02_breast feather","CP19346","breast","Breast",FALSE,"normalised_d15n",11.4762590619618,11.4762590619618,11.4762590619618,0.206,3.50032160664922,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0221","live_measurement_0221",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"122",FALSE,,
"live_model_CP19346_2024.10.02_primary.feather","live_model_CP19346_2024.10.02_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","123","123","CP19346_2024-10-02_primary feather","CP19346_2024-10-02_primary feather","CP19346","primary","Primary",FALSE,"normalised_d13c",-21.4089644128114,-21.4089644128114,-21.4089644128114,0.212,3.43371488382347,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0224","live_measurement_0224",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"123",FALSE,,
"live_model_CP19346_2024.10.02_primary.feather","live_model_CP19346_2024.10.02_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","123","123","CP19346_2024-10-02_primary feather","CP19346_2024-10-02_primary feather","CP19346","primary","Primary",FALSE,"normalised_d15n",13.9745906479413,13.9745906479413,13.9745906479413,0.212,3.43371488382347,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0223","live_measurement_0223",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"123",FALSE,,
"live_model_CP19350_2024.09.30_breast.feather","live_model_CP19350_2024.09.30_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","124","124","CP19350_2024-09-30_breast feather","CP19350_2024-09-30_breast feather","CP19350","breast","Breast",FALSE,"normalised_d13c",-22.9932864768683,-22.9932864768683,-22.9932864768683,0.243,3.36637403590901,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0226","live_measurement_0226",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"124",FALSE,,
"live_model_CP19350_2024.09.30_breast.feather","live_model_CP19350_2024.09.30_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","124","124","CP19350_2024-09-30_breast feather","CP19350_2024-09-30_breast feather","CP19350","breast","Breast",FALSE,"normalised_d15n",10.2356874401532,10.2356874401532,10.2356874401532,0.243,3.36637403590901,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0225","live_measurement_0225",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"124",FALSE,,
"live_model_CP19350_2024.09.30_primary.feather","live_model_CP19350_2024.09.30_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","125|126","125|126","CP19350_2024-09-30_primary feather|CP19350_2024-09-30_primary feather_rpt","CP19350_2024-09-30_primary feather","CP19350","primary","Primary",TRUE,"normalised_d13c",-20.4117485454833,-20.4117485454833,-20.4117485454833,0.223,3.36542626136903,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0228|live_measurement_0230","live_measurement_0228|live_measurement_0230",2,2,"lab_green_average","sensitivity","include","keep","Green-highlighted average is the lab-approved adjudicated C value for this repeated assay.","sheet note|green average","aqc_0041|aqc_0042",TRUE,"green formatting|_rpt suffix","all_rows_green","resolved_use_average",TRUE,"125|126",FALSE,,
"live_model_CP19350_2024.09.30_primary.feather","live_model_CP19350_2024.09.30_primary.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","125|126","125|126","CP19350_2024-09-30_primary feather|CP19350_2024-09-30_primary feather_rpt","CP19350_2024-09-30_primary feather","CP19350","primary","Primary",TRUE,"normalised_d15n",15.2903010272083,15.2903010272083,15.2903010272083,0.223,3.36542626136903,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0227|live_measurement_0229","live_measurement_0227|live_measurement_0229",2,2,"lab_green_average","sensitivity","include","keep","Green-highlighted average is the lab-approved adjudicated N value for this repeated assay.","sheet note|green average","aqc_0039|aqc_0040",TRUE,"green formatting|_rpt suffix","all_rows_green","resolved_use_average",TRUE,"125|126",FALSE,,
"live_model_CP19360_2024.10.04_breast.feather","live_model_CP19360_2024.10.04_breast.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","127","127","CP19360_2024-10-04_breast feather","CP19360_2024-10-04_breast feather","CP19360","breast","Breast",FALSE,"normalised_d13c",-15.6494167356104,-15.6494167356104,-15.6494167356104,0.234,3.4836008419276,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","live_measurement_0232","live_measurement_0232",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"127",FALSE,,
"live_model_CP19360_2024.10.04_breast.feather","live_model_CP19360_2024.10.04_breast.feather::normalised_d15n","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","127","127","CP19360_2024-10-04_breast feather","CP19360_2024-10-04_breast feather","CP19360","breast","Breast",FALSE,"normalised_d15n",9.64897104177514,9.64897104177514,9.64897104177514,0.234,3.4836008419276,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","live_measurement_0231","live_measurement_0231",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"127",FALSE,,
"live_model_CP19360_2024.10.04_primary.feather","live_model_CP19360_2024.10.04_primary.feather::normalised_d13c","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","128","128","CP19360_2024-10-04_primary feather","CP19360_2024-10-04_primary feather","CP19360","primary","Primary",FALSE,"normalised_d13c",-12.5071712878275,-12.5071712878275,-12.5071712878275,0.239,3.39460799643214,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","live_measurement_0234","live_measurement_0234",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"128",FALSE,,
