candidate_id,candidate_label,caution_level,validation_layer,split_id,repeat_id,fold_id,ring,coord_group,longitude_capture,latitude_capture,truth,resident,NZ migrant,AU migrant,base_class,uncertainty_prob_resident,uncertainty_prob_NZ_migrant,uncertainty_prob_AU_migrant,uncertainty_class,class_support,top_class_mean_prob,top_class_prob_q10,top_class_prob_q90,any_draw_class_flip,switch_rate_from_base,top_prob_base,top_prob_mean,top_prob_abs_shift,indeterminate,operational_call,final_class_changed
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16409,"172.431853,-43.845691",172.431853,-43.845691,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,0,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16446,"172.397899,-43.851742",172.397899,-43.851742,AU migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16536,"170.144062,-43.736643",170.144062,-43.736643,NZ migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16641,"173.011986,-40.992659",173.011986,-40.992659,NZ migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16655,"170.144062,-43.736643",170.144062,-43.736643,AU migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16953,"175.700161037967,-39.3611319735646",175.700161037967,-39.3611319735646,NZ migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP16990,"176.930825,-39.575394",176.930825,-39.575394,NZ migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP19312,"170.145122,-43.729755",170.145122,-43.729755,AU migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP19346,"172.431853,-43.845691",172.431853,-43.845691,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
r2_a_breast_cn,Rung 2 A: Breast-only C/N,baseline_cn_benchmark,blocked_coordinate_cv,Fold1,NA,Fold1,CP19366,"170.144062,-43.736643",170.144062,-43.736643,AU migrant,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,0.4090909090909091,0.29545454545454547,0.29545454545454547,resident,1,0.4090909090909091,0.4090909090909091,0.4090909090909091,FALSE,0,0.4090909090909091,0.4090909090909091,NA,TRUE,indeterminate,FALSE
