"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","audit_normalised_d13c","audit_normalised_d15n","adjudicated_normalised_d13c","adjudicated_normalised_d15n","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","source_measurement_ids"
"live_model_CP19365_2024.10.10_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","168","168","CP19365_2024-10-10_breast feather","CP19365_2024-10-10_breast feather","CP19365","breast","Breast",FALSE,0.239,3.35339637335356,"F","266434","266434","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-23.3101243339637,11.322927655372,-23.3101243339637,11.322927655372,-23.3101243339637,11.322927655372,"live_measurement_0314","live_measurement_0313","live_measurement_0314","live_measurement_0313","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"168","168","live_measurement_0313|live_measurement_0314"
"live_model_CP19365_2024.10.10_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","169","169","CP19365_2024-10-10_primary feather","CP19365_2024-10-10_primary feather","CP19365","primary","Primary",FALSE,0.191,3.5212597998533,"F","266434","266434","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-22.7946566599693,3.98038410702127,-22.7946566599693,3.98038410702127,-22.7946566599693,3.98038410702127,"live_measurement_0316","live_measurement_0315","live_measurement_0316","live_measurement_0315","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"169","169","live_measurement_0315|live_measurement_0316"
"live_model_CP19366_2024.10.10_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","131","131","CP19366_2024-10-10_breast feather","CP19366_2024-10-10_breast feather","CP19366","breast","Breast",FALSE,0.281,3.46833144840813,"F","266429","266429","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",170.144062,-43.736643,TRUE,"live_pheno_016|live_pheno_033",2,"CP19366_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-13.6699580427845,10.7163868306164,-13.6699580427845,10.7163868306164,-13.6699580427845,10.7163868306164,"live_measurement_0240","live_measurement_0239","live_measurement_0240","live_measurement_0239","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"131","131","live_measurement_0239|live_measurement_0240"
"live_model_CP19366_2024.10.10_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","132","132","CP19366_2024-10-10_primary feather","CP19366_2024-10-10_primary feather","CP19366","primary","Primary",FALSE,0.22,3.52449688381776,"F","266429","266429","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",170.144062,-43.736643,TRUE,"live_pheno_016|live_pheno_033",2,"CP19366_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-24.0318183429855,2.68630472223335,-24.0318183429855,2.68630472223335,-24.0318183429855,2.68630472223335,"live_measurement_0242","live_measurement_0241","live_measurement_0242","live_measurement_0241","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"132","132","live_measurement_0241|live_measurement_0242"
"live_model_CP19368_2024.10.11_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","133","133","CP19368_2024-10-11_breast feather","CP19368_2024-10-11_breast feather","CP19368","breast","Breast",FALSE,0.2,3.40778470950065,"M","266379","266379","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",173.0307,-41.11812,TRUE,"live_pheno_017|live_pheno_034",2,"CP19368_2024-10-11",1,1,"single_raw","sensitivity",FALSE,,,-23.9349596678529,11.5187906958187,-23.9349596678529,11.5187906958187,-23.9349596678529,11.5187906958187,"live_measurement_0244","live_measurement_0243","live_measurement_0244","live_measurement_0243","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"133","133","live_measurement_0243|live_measurement_0244"
"live_model_CP19368_2024.10.11_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","134","134","CP19368_2024-10-11_primary feather","CP19368_2024-10-11_primary feather","CP19368","primary","Primary",FALSE,0.211,3.42519858227264,"M","266379","266379","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",173.0307,-41.11812,TRUE,"live_pheno_017|live_pheno_034",2,"CP19368_2024-10-11",1,1,"single_raw","sensitivity",FALSE,,,-23.7243402461414,3.42735373623361,-23.7243402461414,3.42735373623361,-23.7243402461414,3.42735373623361,"live_measurement_0246","live_measurement_0245","live_measurement_0246","live_measurement_0245","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"134","134","live_measurement_0245|live_measurement_0246"
"live_model_CP19371_2024.10.05_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","135","135","CP19371_2024-10-05_breast feather","CP19371_2024-10-05_breast feather","CP19371","breast","Breast",FALSE,0.232,3.45467873997142,"F","266432","266432","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_083|live_pheno_105",2,"CP19371_2024-10-05",1,1,"single_raw","sensitivity",FALSE,,,-12.4035084505378,13.4932655104738,-12.4035084505378,13.4932655104738,-12.4035084505378,13.4932655104738,"live_measurement_0248","live_measurement_0247","live_measurement_0248","live_measurement_0247","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"135","135","live_measurement_0247|live_measurement_0248"
"live_model_CP19371_2024.10.05_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","136","136","CP19371_2024-10-05_primary feather","CP19371_2024-10-05_primary feather","CP19371","primary","Primary",FALSE,0.197,3.63917272270048,"F","266432","266432","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_083|live_pheno_105",2,"CP19371_2024-10-05",1,1,"single_raw","sensitivity",FALSE,,,-18.2752292873183,11.6060664076581,-18.2752292873183,11.6060664076581,-18.2752292873183,11.6060664076581,"live_measurement_0250","live_measurement_0249","live_measurement_0250","live_measurement_0249","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"136","136","live_measurement_0249|live_measurement_0250"
"live_model_CP19902_2024.10.12_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","137","137","CP19902_2024-10-12_breast feather","CP19902_2024-10-12_breast feather","CP19902","breast","Breast",FALSE,0.221,3.36875584279596,"F",,,"unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_124|live_pheno_142",2,"CP19902_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.4242862804907,11.0973109224187,-23.4242862804907,11.0973109224187,-23.4242862804907,11.0973109224187,"live_measurement_0252","live_measurement_0251","live_measurement_0252","live_measurement_0251","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"137","137","live_measurement_0251|live_measurement_0252"
"live_model_CP19902_2024.10.12_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","138","138","CP19902_2024-10-12_primary feather","CP19902_2024-10-12_primary feather","CP19902","primary","Primary",FALSE,0.226,3.44686976394718,"F",,,"unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_124|live_pheno_142",2,"CP19902_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.4450502304692,8.5605863740137,-23.4450502304692,8.5605863740137,-23.4450502304692,8.5605863740137,"live_measurement_0254","live_measurement_0253","live_measurement_0254","live_measurement_0253","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"138","138","live_measurement_0253|live_measurement_0254"
"live_model_CP19903_2024.10.12_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","139","139","CP19903_2024-10-12_breast feather","CP19903_2024-10-12_breast feather","CP19903","breast","Breast",FALSE,0.203,3.40523538885374,"M",,,"unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_125|live_pheno_143",2,"CP19903_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.8984685646501,12.1603423236515,-23.8984685646501,12.1603423236515,-23.8984685646501,12.1603423236515,"live_measurement_0256","live_measurement_0255","live_measurement_0256","live_measurement_0255","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"139","139","live_measurement_0255|live_measurement_0256"
"live_model_CP19903_2024.10.12_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","140","140","CP19903_2024-10-12_primary feather","CP19903_2024-10-12_primary feather","CP19903","primary","Primary",FALSE,0.208,3.44769030846225,"M",,,"unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_125|live_pheno_143",2,"CP19903_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.7576795756581,8.92107059693603,-23.7576795756581,8.92107059693603,-23.7576795756581,8.92107059693603,"live_measurement_0258","live_measurement_0257","live_measurement_0258","live_measurement_0257","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"140","140","live_measurement_0257|live_measurement_0258"
"live_model_CP19907_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","141","141","CP19907_2024-10-14_breast feather","CP19907_2024-10-14_breast feather","CP19907","breast","Breast",FALSE,0.221,3.41590074228331,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 18 (potential resident)",167.746751,-45.414278,TRUE,"live_pheno_084|live_pheno_106",2,"CP19907_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-22.1134454329775,11.3039454995212,-22.1134454329775,11.3039454995212,-22.1134454329775,11.3039454995212,"live_measurement_0260","live_measurement_0259","live_measurement_0260","live_measurement_0259","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"141","141","live_measurement_0259|live_measurement_0260"
"live_model_CP19907_2024.10.14_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","142","142","CP19907_2024-10-14_primary feather","CP19907_2024-10-14_primary feather","CP19907","primary","Primary",FALSE,0.195,3.48893067345576,"F",,,"resident","resident","Resighting at Upukeroa River on Feb 18 (potential resident)",167.746751,-45.414278,TRUE,"live_pheno_084|live_pheno_106",2,"CP19907_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-24.0742353149746,8.62449152881804,-24.0742353149746,8.62449152881804,-24.0742353149746,8.62449152881804,"live_measurement_0262","live_measurement_0261","live_measurement_0262","live_measurement_0261","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"142","142","live_measurement_0261|live_measurement_0262"
"live_model_CP19908_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","143","143","CP19908_2024-10-14_breast feather","CP19908_2024-10-14_breast feather","CP19908","breast","Breast",FALSE,0.223,3.39529674753353,"F",,,"resident","resident","Resighting at Upukeroa River on Jul 25 (potential resident)",167.745905,-45.414044,TRUE,"live_pheno_085|live_pheno_107",2,"CP19908_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-17.4723366032384,10.1721944967357,-17.4723366032384,10.1721944967357,-17.4723366032384,10.1721944967357,"live_measurement_0264","live_measurement_0263","live_measurement_0264","live_measurement_0263","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"143","143","live_measurement_0263|live_measurement_0264"
"live_model_CP19908_2024.10.14_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","144","144","CP19908_2024-10-14_primary feather","CP19908_2024-10-14_primary feather","CP19908","primary","Primary",FALSE,0.278,3.35289229341751,"F",,,"resident","resident","Resighting at Upukeroa River on Jul 25 (potential resident)",167.745905,-45.414044,TRUE,"live_pheno_085|live_pheno_107",2,"CP19908_2024-10-14",1,1,"single_raw","sensitivity",FALSE,,,-19.9847977461447,8.08425151611874,-19.9847977461447,8.08425151611874,-19.9847977461447,8.08425151611874,"live_measurement_0266","live_measurement_0265","live_measurement_0266","live_measurement_0265","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"144","144","live_measurement_0265|live_measurement_0266"
"live_model_CP19915_2024.10.16_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","145","145","CP19915_2024-10-16_breast feather","CP19915_2024-10-16_breast feather","CP19915","breast","Breast",FALSE,0.221,4.44121896231716,"M","266406","266406","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",168.430146,-46.605879,TRUE,"live_pheno_058|live_pheno_068",2,"CP19915_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-26.9150664294187,11.5217746568784,-26.9150664294187,11.5217746568784,-26.9150664294187,11.5217746568784,"live_measurement_0268","live_measurement_0267","live_measurement_0268","live_measurement_0267","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"145","145","live_measurement_0267|live_measurement_0268"
"live_model_CP19915_2024.10.16_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","146","146","CP19915_2024-10-16_primary feather","CP19915_2024-10-16_primary feather","CP19915","primary","Primary",FALSE,0.214,3.44447314343589,"M","266406","266406","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",168.430146,-46.605879,TRUE,"live_pheno_058|live_pheno_068",2,"CP19915_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-23.2582135681362,6.887070132575,-23.2582135681362,6.887070132575,-23.2582135681362,6.887070132575,"live_measurement_0270","live_measurement_0269","live_measurement_0270","live_measurement_0269","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"146","146","live_measurement_0269|live_measurement_0270"
"live_model_CP19921_2024.10.16_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","147","147","CP19921_2024-10-16_breast feather","CP19921_2024-10-16_breast feather","CP19921","breast","Breast",FALSE,0.208,3.45776477141372,"F","266449","266449","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE,"live_pheno_086|live_pheno_108",2,"CP19921_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-23.3146109134045,8.23046560804341,-23.3146109134045,8.23046560804341,-23.3146109134045,8.23046560804341,"live_measurement_0272","live_measurement_0271","live_measurement_0272","live_measurement_0271","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"147","147","live_measurement_0271|live_measurement_0272"
"live_model_CP19921_2024.10.16_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","148","148","CP19921_2024-10-16_primary feather","CP19921_2024-10-16_primary feather","CP19921","primary","Primary",FALSE,0.231,3.33094505048333,"F","266449","266449","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE,"live_pheno_086|live_pheno_108",2,"CP19921_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-21.715084223013,7.0985497127354,-21.715084223013,7.0985497127354,-21.715084223013,7.0985497127354,"live_measurement_0274","live_measurement_0273","live_measurement_0274","live_measurement_0273","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"148","148","live_measurement_0273|live_measurement_0274"
"live_model_CP19922_2024.10.17_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","149","149","CP19922_2024-10-17_breast feather","CP19922_2024-10-17_breast feather","CP19922","breast","Breast",FALSE,0.211,3.46676692818647,"M","266453","266453","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE,"live_pheno_087|live_pheno_109",2,"CP19922_2024-10-17",1,1,"single_raw","sensitivity",FALSE,,,-24.0930877817319,5.26440831471433,-24.0930877817319,5.26440831471433,-24.0930877817319,5.26440831471433,"live_measurement_0276","live_measurement_0275","live_measurement_0276","live_measurement_0275","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"149","149","live_measurement_0275|live_measurement_0276"
"live_model_CP19922_2024.10.17_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","150","150","CP19922_2024-10-17_primary feather","CP19922_2024-10-17_primary feather","CP19922","primary","Primary",FALSE,0.228,3.33853743377839,"M","266453","266453","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE,"live_pheno_087|live_pheno_109",2,"CP19922_2024-10-17",1,1,"single_raw","sensitivity",FALSE,,,-24.02618742586,5.90297598148739,-24.02618742586,5.90297598148739,-24.02618742586,5.90297598148739,"live_measurement_0278","live_measurement_0277","live_measurement_0278","live_measurement_0277","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"150","150","live_measurement_0277|live_measurement_0278"
"live_model_CP19923_2024.10.17_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","151","151","CP19923_2024-10-17_breast feather","CP19923_2024-10-17_breast feather","CP19923","breast","Breast",FALSE,0.207,3.48445336755024,"M","266417","266417","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE,"live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17",1,1,"single_raw","sensitivity",FALSE,,,-24.2471613285884,7.4476731567188,-24.2471613285884,7.4476731567188,-24.2471613285884,7.4476731567188,"live_measurement_0280","live_measurement_0279","live_measurement_0280","live_measurement_0279","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"151","151","live_measurement_0279|live_measurement_0280"
"live_model_CP19923_2024.10.17_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","152","152","CP19923_2024-10-17_primary feather","CP19923_2024-10-17_primary feather","CP19923","primary","Primary",FALSE,0.192,3.45122191232433,"M","266417","266417","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE,"live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17",1,1,"single_raw","sensitivity",FALSE,,,-22.9138281527006,7.99842071534426,-22.9138281527006,7.99842071534426,-22.9138281527006,7.99842071534426,"live_measurement_0282","live_measurement_0281","live_measurement_0282","live_measurement_0281","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"152","152","live_measurement_0281|live_measurement_0282"
"live_model_CP19931_2024.12.05_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","153","153","CP19931_2024-12-05_breast feather","CP19931_2024-12-05_breast feather","CP19931","breast","Breast",FALSE,0.205,3.43788412551935,"M",,,"NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05",1,1,"single_raw","sensitivity",FALSE,,,-13.1476905276339,14.4329986737513,-13.1476905276339,14.4329986737513,-13.1476905276339,14.4329986737513,"live_measurement_0284","live_measurement_0283","live_measurement_0284","live_measurement_0283","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"153","153","live_measurement_0283|live_measurement_0284"
"live_model_CP19931_2024.12.05_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","154","154","CP19931_2024-12-05_primary feather","CP19931_2024-12-05_primary feather","CP19931","primary","Primary",FALSE,0.232,3.47401006292833,"M",,,"NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05",1,1,"single_raw","sensitivity",FALSE,,,-22.6179192766812,10.077335282573,-22.6179192766812,10.077335282573,-22.6179192766812,10.077335282573,"live_measurement_0286","live_measurement_0285","live_measurement_0286","live_measurement_0285","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"154","154","live_measurement_0285|live_measurement_0286"
"live_model_CP19938_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","155","155","CP19938_2025-01-09_breast feather","CP19938_2025-01-09_breast feather","CP19938","breast","Breast",FALSE,0.271,3.35057107766402,"M",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_126|live_pheno_144",2,"CP19938_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-16.0873451957295,10.0387460102139,-16.0873451957295,10.0387460102139,-16.0873451957295,10.0387460102139,"live_measurement_0288","live_measurement_0287","live_measurement_0288","live_measurement_0287","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"155","155","live_measurement_0287|live_measurement_0288"
"live_model_CP19939_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","156","156","CP19939_2025-01-09_breast feather","CP19939_2025-01-09_breast feather","CP19939","breast","Breast",FALSE,0.273,3.387116196135,"F",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-13.6410050695591,8.85149045461899,-13.6410050695591,8.85149045461899,-13.6410050695591,8.85149045461899,"live_measurement_0290","live_measurement_0289","live_measurement_0290","live_measurement_0289","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"156","156","live_measurement_0289|live_measurement_0290"
"live_model_CP19939_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","157","157","CP19939_2025-01-09_primary feather","CP19939_2025-01-09_primary feather","CP19939","primary","Primary",FALSE,0.25,3.40762020154043,"F",,,"unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09",1,1,"single_raw","sensitivity",FALSE,,,-22.6679074733096,6.38140440472391,-22.6679074733096,6.38140440472391,-22.6679074733096,6.38140440472391,"live_measurement_0292","live_measurement_0291","live_measurement_0292","live_measurement_0291","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"157","157","live_measurement_0291|live_measurement_0292"
