"assay_row_id","source_branch","source_file","source_sheet","source_sheet_row","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","isotope","raw_value","measurement_id","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","assay_qc_decision_id","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_class","assay_qc_rule_basis","assay_qc_notes","assay_qc_repeat_pair_detected","assay_qc_repeat_detection_sources","assay_qc_repeat_detection_pattern","assay_qc_repeat_resolution_status","assay_qc_audit_retained","assay_qc_excluded_by_lab_instruction","assay_qc_contributes_to_model_value","assay_qc_model_value_method","assay_qc_model_source_rows","assay_qc_strict_row_action","assay_qc_sensitivity_row_action","assay_qc_sensitivity_selected_source_row","assay_qc_sensitivity_selected_value","qc_adjudicated_value","value","audit_value","strict_value","sensitivity_value","included_in_canonical","included_in_strict","included_in_sensitivity","assay_qc_explicit","assay_qc_value_changed","assay_qc_value_excluded","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes"
"live_assay_0038","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",49,"CP16628_2024-10-01_primary feather","CP16628_2024-10-01_primary feather","CP16628","primary","Primary",FALSE,0.256,3.34169148563182,"normalised_d13c",-21.9624071953173,"live_measurement_0076","live_pheno_076|live_pheno_098",2,"CP16628_2024-10-01","F","266391","266391","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Lake Ellesmere the full year",172.684973,-43.82787,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","49","include","include",,,,-21.9624071953173,-21.9624071953173,-21.9624071953173,-21.9624071953173,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0039","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",50,"CP16641_2024-10-05_ primary feather","CP16641_2024-10-05_ primary feather","CP16641","primary","Primary",FALSE,0.254,3.35169722859778,"normalised_d15n",11.5715073412065,"live_measurement_0077","live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05","M","266436","266436","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","50","include","include",,,,11.5715073412065,11.5715073412065,11.5715073412065,11.5715073412065,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0039","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",50,"CP16641_2024-10-05_ primary feather","CP16641_2024-10-05_ primary feather","CP16641","primary","Primary",FALSE,0.254,3.35169722859778,"normalised_d13c",-15.5855925266904,"live_measurement_0078","live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05","M","266436","266436","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","50","include","include",,,,-15.5855925266904,-15.5855925266904,-15.5855925266904,-15.5855925266904,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0040","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",51,"CP16641_2024-10-05_breast feather","CP16641_2024-10-05_breast feather","CP16641","breast","Breast",FALSE,0.242,3.32401432836378,"normalised_d15n",14.7772761729971,"live_measurement_0079","live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05","M","266436","266436","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","51","include","include",,,,14.7772761729971,14.7772761729971,14.7772761729971,14.7772761729971,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0040","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",51,"CP16641_2024-10-05_breast feather","CP16641_2024-10-05_breast feather","CP16641","breast","Breast",FALSE,0.242,3.32401432836378,"normalised_d13c",-12.6632633451957,"live_measurement_0080","live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05","M","266436","266436","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","51","include","include",,,,-12.6632633451957,-12.6632633451957,-12.6632633451957,-12.6632633451957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0041","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",52,"CP16642_2024-10-01_breast feather","CP16642_2024-10-01_breast feather","CP16642","breast","Breast",FALSE,0.213,3.45514649182007,"normalised_d15n",11.7215509413972,"live_measurement_0081","live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01","F","266383","266383","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","52","include","include",,,,11.7215509413972,11.7215509413972,11.7215509413972,11.7215509413972,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0041","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",52,"CP16642_2024-10-01_breast feather","CP16642_2024-10-01_breast feather","CP16642","breast","Breast",FALSE,0.213,3.45514649182007,"normalised_d13c",-17.8242892043911,"live_measurement_0082","live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01","F","266383","266383","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","52","include","include",,,,-17.8242892043911,-17.8242892043911,-17.8242892043911,-17.8242892043911,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0042","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",53,"CP16642_2024-10-01_primary feather","CP16642_2024-10-01_primary feather","CP16642","primary","Primary",FALSE,0.201,3.383932400064,"normalised_d15n",12.6634755081217,"live_measurement_0083","live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01","F","266383","266383","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","53","include","include",,,,12.6634755081217,12.6634755081217,12.6634755081217,12.6634755081217,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0042","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",53,"CP16642_2024-10-01_primary feather","CP16642_2024-10-01_primary feather","CP16642","primary","Primary",FALSE,0.201,3.383932400064,"normalised_d13c",-18.9598469733855,"live_measurement_0084","live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01","F","266383","266383","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","53","include","include",,,,-18.9598469733855,-18.9598469733855,-18.9598469733855,-18.9598469733855,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0043","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",54,"CP16643_2024-10-01_breast feather","CP16643_2024-10-01_breast feather","CP16643","breast","Breast",FALSE,0.218,3.27651523764306,"normalised_d15n",8.30492445178543,"live_measurement_0085","live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01","M","266405","266405","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","54","include","include",,,,8.30492445178543,8.30492445178543,8.30492445178543,8.30492445178543,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0043","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",54,"CP16643_2024-10-01_breast feather","CP16643_2024-10-01_breast feather","CP16643","breast","Breast",FALSE,0.218,3.27651523764306,"normalised_d13c",-24.2527181048461,"live_measurement_0086","live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01","M","266405","266405","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","54","include","include",,,,-24.2527181048461,-24.2527181048461,-24.2527181048461,-24.2527181048461,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0044","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",55,"CP16643_2024-10-01_primary feather","CP16643_2024-10-01_primary feather","CP16643","primary","Primary",FALSE,0.254,3.42393335210542,"normalised_d15n",12.6978744718904,"live_measurement_0087","live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01","M","266405","266405","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","55","include","include",,,,12.6978744718904,12.6978744718904,12.6978744718904,12.6978744718904,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0044","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",55,"CP16643_2024-10-01_primary feather","CP16643_2024-10-01_primary feather","CP16643","primary","Primary",FALSE,0.254,3.42393335210542,"normalised_d13c",-22.4837130750336,"live_measurement_0088","live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01","M","266405","266405","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","55","include","include",,,,-22.4837130750336,-22.4837130750336,-22.4837130750336,-22.4837130750336,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0045","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",56,"CP16652_2024-10-04_breast feather","CP16652_2024-10-04_breast feather","CP16652","breast","Breast",FALSE,0.219,3.37762816330112,"normalised_d15n",13.3877449728695,"live_measurement_0089","live_pheno_077|live_pheno_099",2,"CP16652_2024-10-04","F","266404","266404","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","56","include","include",,,,13.3877449728695,13.3877449728695,13.3877449728695,13.3877449728695,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0045","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",56,"CP16652_2024-10-04_breast feather","CP16652_2024-10-04_breast feather","CP16652","breast","Breast",FALSE,0.219,3.37762816330112,"normalised_d13c",-14.09959371293,"live_measurement_0090","live_pheno_077|live_pheno_099",2,"CP16652_2024-10-04","F","266404","266404","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","56","include","include",,,,-14.09959371293,-14.09959371293,-14.09959371293,-14.09959371293,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0046","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",57,"CP16652_2024-10-04_primary feather","CP16652_2024-10-04_primary feather","CP16652","primary","Primary",FALSE,0.218,3.33909554839029,"normalised_d15n",12.6914873922758,"live_measurement_0091","live_pheno_077|live_pheno_099",2,"CP16652_2024-10-04","F","266404","266404","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","57","include","include",,,,12.6914873922758,12.6914873922758,12.6914873922758,12.6914873922758,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0046","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",57,"CP16652_2024-10-04_primary feather","CP16652_2024-10-04_primary feather","CP16652","primary","Primary",FALSE,0.218,3.33909554839029,"normalised_d13c",-16.4512425860024,"live_measurement_0092","live_pheno_077|live_pheno_099",2,"CP16652_2024-10-04","F","266404","266404","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","57","include","include",,,,-16.4512425860024,-16.4512425860024,-16.4512425860024,-16.4512425860024,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0047","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",58,"CP16655_2024-10-10_breast feather","CP16655_2024-10-10_breast feather","CP16655","breast","Breast",FALSE,0.211,3.49065133595308,"normalised_d15n",7.8216830215885,"live_measurement_0093","live_pheno_008|live_pheno_025",2,"CP16655_2024-10-10","F","266382","266382","AU migrant","migrant","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",170.144062,-43.736643,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","58","include","include",,,,7.8216830215885,7.8216830215885,7.8216830215885,7.8216830215885,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0047","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",58,"CP16655_2024-10-10_breast feather","CP16655_2024-10-10_breast feather","CP16655","breast","Breast",FALSE,0.211,3.49065133595308,"normalised_d13c",-24.7559366505141,"live_measurement_0094","live_pheno_008|live_pheno_025",2,"CP16655_2024-10-10","F","266382","266382","AU migrant","migrant","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",170.144062,-43.736643,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","58","include","include",,,,-24.7559366505141,-24.7559366505141,-24.7559366505141,-24.7559366505141,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0048","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",59,"CP16655_2024-10-10_primary feather","CP16655_2024-10-10_primary feather","CP16655","primary","Primary",FALSE,0.251,3.40269035384714,"normalised_d15n",4.15782584920362,"live_measurement_0095","live_pheno_008|live_pheno_025",2,"CP16655_2024-10-10","F","266382","266382","AU migrant","migrant","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",170.144062,-43.736643,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","59","include","include",,,,4.15782584920362,4.15782584920362,4.15782584920362,4.15782584920362,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0048","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",59,"CP16655_2024-10-10_primary feather","CP16655_2024-10-10_primary feather","CP16655","primary","Primary",FALSE,0.251,3.40269035384714,"normalised_d13c",-22.3998596098855,"live_measurement_0096","live_pheno_008|live_pheno_025",2,"CP16655_2024-10-10","F","266382","266382","AU migrant","migrant","PTT revealed this bird migrating to Cape Barren Island, Tasmania (arrival: March 20)",170.144062,-43.736643,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","59","include","include",,,,-22.3998596098855,-22.3998596098855,-22.3998596098855,-22.3998596098855,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0049","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",60,"CP16656_2024-10-11_breast feather","CP16656_2024-10-11_breast feather","CP16656","breast","Breast",FALSE,0.234,3.46010613576185,"normalised_d15n",12.5950059846792,"live_measurement_0097","live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","60","include","include",,,,12.5950059846792,12.5950059846792,12.5950059846792,12.5950059846792,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0049","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",60,"CP16656_2024-10-11_breast feather","CP16656_2024-10-11_breast feather","CP16656","breast","Breast",FALSE,0.234,3.46010613576185,"normalised_d13c",-21.9086897983393,"live_measurement_0098","live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","60","include","include",,,,-21.9086897983393,-21.9086897983393,-21.9086897983393,-21.9086897983393,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0050","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",61,"CP16656_2024-10-11_primary feather","CP16656_2024-10-11_primary feather","CP16656","primary","Primary",FALSE,0.207,3.38601652186944,"normalised_d15n",3.88752192894621,"live_measurement_0099","live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","61","include","include",,,,3.88752192894621,3.88752192894621,3.88752192894621,3.88752192894621,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0050","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",61,"CP16656_2024-10-11_primary feather","CP16656_2024-10-11_primary feather","CP16656","primary","Primary",FALSE,0.207,3.38601652186944,"normalised_d13c",-23.5834103533861,"live_measurement_0100","live_pheno_009|live_pheno_026",2,"CP16656_2024-10-11","M","266418","266418","AU migrant","migrant","PTT revealed this bird migrating to Lake Gellie and Lake Corongamite, inland Victoria (arrival: April 27, departure: June 22)",170.146122,-43.727942,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","61","include","include",,,,-23.5834103533861,-23.5834103533861,-23.5834103533861,-23.5834103533861,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0051","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",62,"CP16667_2024-12-09_breast feather","CP16667_2024-12-09_breast feather","CP16667","breast","Breast",FALSE,0.219,3.4562707982674,"normalised_d15n",9.53620500785815,"live_measurement_0101","live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","62","include","include",,,,9.53620500785815,9.53620500785815,9.53620500785815,9.53620500785815,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0051","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",62,"CP16667_2024-12-09_breast feather","CP16667_2024-12-09_breast feather","CP16667","breast","Breast",FALSE,0.219,3.4562707982674,"normalised_d13c",-16.9847442701969,"live_measurement_0102","live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","62","include","include",,,,-16.9847442701969,-16.9847442701969,-16.9847442701969,-16.9847442701969,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0052","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",63,"CP16667_2024-12-09_primary feather","CP16667_2024-12-09_primary feather","CP16667","primary","Primary",FALSE,0.237,3.4301838239043,"normalised_d15n",6.43119266062136,"live_measurement_0103","live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","63","include","include",,,,6.43119266062136,6.43119266062136,6.43119266062136,6.43119266062136,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0052","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",63,"CP16667_2024-12-09_primary feather","CP16667_2024-12-09_primary feather","CP16667","primary","Primary",FALSE,0.237,3.4301838239043,"normalised_d13c",-22.8979289872113,"live_measurement_0104","live_pheno_010|live_pheno_027",2,"CP16667_2024-12-09","M","266470_B","266470","AU migrant","migrant","PTT revealed this bird migrating to Corner Inlet, Victoria (arrival: May 21, departure: Sep 14)",169.161329995841,-44.8660619650036,TRUE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","63","include","include",,,,-22.8979289872113,-22.8979289872113,-22.8979289872113,-22.8979289872113,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0053","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",64,"CP16670_2024-12-11_breast feather","CP16670_2024-12-11_breast feather","CP16670","breast","Breast",FALSE,0.236,3.52153047896136,"normalised_d15n",7.14041835479308,"live_measurement_0105","live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","64","include","include",,,,7.14041835479308,7.14041835479308,7.14041835479308,7.14041835479308,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0053","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",64,"CP16670_2024-12-11_breast feather","CP16670_2024-12-11_breast feather","CP16670","breast","Breast",FALSE,0.236,3.52153047896136,"normalised_d13c",-26.0702167048647,"live_measurement_0106","live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","64","include","include",,,,-26.0702167048647,-26.0702167048647,-26.0702167048647,-26.0702167048647,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0054","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",65,"CP16670_2024-12-11_primary feather","CP16670_2024-12-11_primary feather","CP16670","primary","Primary",FALSE,0.197,3.49154478443063,"normalised_d15n",4.95893178996275,"live_measurement_0107","live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","65","include","include",,,,4.95893178996275,4.95893178996275,4.95893178996275,4.95893178996275,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"live_assay_0054","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N",65,"CP16670_2024-12-11_primary feather","CP16670_2024-12-11_primary feather","CP16670","primary","Primary",FALSE,0.197,3.49154478443063,"normalised_d13c",-22.9845231060158,"live_measurement_0108","live_pheno_113|live_pheno_131",2,"CP16670_2024-12-11","M",,,"unknown","unknown",,169.215938011184,-45.3418160229921,FALSE,,"keep",,,,,,FALSE,,,,TRUE,FALSE,TRUE,"single_raw","65","include","include",,,,-22.9845231060158,-22.9845231060158,-22.9845231060158,-22.9845231060158,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
