"source_branch","source_file","source_sheet","source_sheet_row","source_record_label","source_sia_id","specimen_id_raw","specimen_id","feather_type_raw","feather_type","feather_replicate","region_raw","region","amount_mg","isotope","raw_value","measurement_id","specimen_id_from_sia","measurement_harmonization_flags","assay_qc_decision_id","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_class","assay_qc_rule_basis","assay_qc_notes","qc_adjudicated_value","value","included_in_canonical","assay_qc_explicit","assay_qc_value_changed","assay_qc_value_excluded"
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",25,"AV21986 Breast_B",,"AV21986","AV21986","Breast","Breast","B","homogenate","homogenate",0.806,"normalised_d15n",15.8072163794138,"museum_measurement_0027",,,,"keep",,,,,,,15.8072163794138,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",25,"AV21986 Breast_B",,"AV21986","AV21986","Breast","Breast","B","homogenate","homogenate",0.806,"normalised_d13c",-15.099138126154,"museum_measurement_0028",,,,"keep",,,,,,,-15.099138126154,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",26,"AV21986 Breast_C",,"AV21986","AV21986","Breast","Breast","C","homogenate","homogenate",0.735,"normalised_d15n",16.273775342904,"museum_measurement_0029",,,,"keep",,,,,,,16.273775342904,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",26,"AV21986 Breast_C",,"AV21986","AV21986","Breast","Breast","C","homogenate","homogenate",0.735,"normalised_d13c",-14.937287509679,"museum_measurement_0030",,,,"keep",,,,,,,-14.937287509679,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",27,"AV1755 Breast_B","AV1755 Breast","AV1755","AV1755","Breast","Breast","B","homogenate","homogenate",0.87,"normalised_d15n",9.40100291918263,"museum_measurement_0031",,,,"keep",,,,,,,9.40100291918263,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",27,"AV1755 Breast_B","AV1755 Breast","AV1755","AV1755","Breast","Breast","B","homogenate","homogenate",0.87,"normalised_d13c",-22.8018023705998,"museum_measurement_0032",,,,"keep",,,,,,,-22.8018023705998,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",28,"AV1755 Breast_E",,"AV1755","AV1755","Breast","Breast","E","homogenate","homogenate",0.825,"normalised_d15n",9.2066033510617,"museum_measurement_0033",,,,"keep",,,,,,,9.2066033510617,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",28,"AV1755 Breast_E",,"AV1755","AV1755","Breast","Breast","E","homogenate","homogenate",0.825,"normalised_d13c",-22.8313222943594,"museum_measurement_0034",,,,"keep",,,,,,,-22.8313222943594,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",29,"AV1755 Breast_G",,"AV1755","AV1755","Breast","Breast","G","homogenate","homogenate",0.83,"normalised_d15n",9.41795057383933,"museum_measurement_0035",,,,"keep",,,,,,,9.41795057383933,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",29,"AV1755 Breast_G",,"AV1755","AV1755","Breast","Breast","G","homogenate","homogenate",0.83,"normalised_d13c",-22.858806361308,"museum_measurement_0036",,,,"keep",,,,,,,-22.858806361308,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",30,"AV21987 Breast_A","AV21987 Breast","AV21987","AV21987","Breast","Breast","A","homogenate","homogenate",0.776,"normalised_d15n",15.4862078617987,"museum_measurement_0037",,,,"keep",,,,,,,15.4862078617987,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",30,"AV21987 Breast_A","AV21987 Breast","AV21987","AV21987","Breast","Breast","A","homogenate","homogenate",0.776,"normalised_d13c",-15.4645744237298,"museum_measurement_0038",,,,"keep",,,,,,,-15.4645744237298,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",31,"AV21987 Breast_E",,"AV21987","AV21987","Breast","Breast","E","homogenate","homogenate",0.803,"normalised_d15n",15.7793025952733,"museum_measurement_0039",,,,"keep",,,,,,,15.7793025952733,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",31,"AV21987 Breast_E",,"AV21987","AV21987","Breast","Breast","E","homogenate","homogenate",0.803,"normalised_d13c",-14.2766519745071,"museum_measurement_0040",,,,"keep",,,,,,,-14.2766519745071,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",32,"AV21987 Breast_H",,"AV21987","AV21987","Breast","Breast","H","homogenate","homogenate",0.91,"normalised_d15n",16.091338825129,"museum_measurement_0041",,,,"keep",,,,,,,16.091338825129,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",32,"AV21987 Breast_H",,"AV21987","AV21987","Breast","Breast","H","homogenate","homogenate",0.91,"normalised_d13c",-18.1132241348502,"museum_measurement_0042",,,,"keep",,,,,,,-18.1132241348502,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",33,"AV705 Breast_A","AV705 Breast","AV705","AV705","Breast","Breast","A","homogenate","homogenate",0.728,"normalised_d15n",11.0239900827768,"museum_measurement_0043",,,,"keep",,,,,,,11.0239900827768,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",33,"AV705 Breast_A","AV705 Breast","AV705","AV705","Breast","Breast","A","homogenate","homogenate",0.728,"normalised_d13c",-22.6969557448329,"museum_measurement_0044",,,,"keep",,,,,,,-22.6969557448329,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",34,"AV705 Breast_B",,"AV705","AV705","Breast","Breast","B","homogenate","homogenate",0.773,"normalised_d15n",12.4784976206662,"museum_measurement_0045",,,,"keep",,,,,,,12.4784976206662,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",34,"AV705 Breast_B",,"AV705","AV705","Breast","Breast","B","homogenate","homogenate",0.773,"normalised_d13c",-21.8480034546429,"museum_measurement_0046",,,,"keep",,,,,,,-21.8480034546429,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",35,"AV705 Breast_E",,"AV705","AV705","Breast","Breast","E","homogenate","homogenate",0.885,"normalised_d15n",10.8265997520694,"museum_measurement_0047",,,,"keep",,,,,,,10.8265997520694,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",35,"AV705 Breast_E",,"AV705","AV705","Breast","Breast","E","homogenate","homogenate",0.885,"normalised_d13c",-22.0169795699565,"museum_measurement_0048",,,,"keep",,,,,,,-22.0169795699565,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",36,"AV2421 Breast_B","AV2421 Breast","AV2421","AV2421","Breast","Breast","B","homogenate","homogenate",0.802,"normalised_d15n",10.7059723277482,"museum_measurement_0049",,,,"keep",,,,,,,10.7059723277482,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",36,"AV2421 Breast_B","AV2421 Breast","AV2421","AV2421","Breast","Breast","B","homogenate","homogenate",0.802,"normalised_d13c",-19.177977247007,"museum_measurement_0050",,,,"keep",,,,,,,-19.177977247007,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",37,"AV2421 Breast_C",,"AV2421","AV2421","Breast","Breast","C","homogenate","homogenate",0.844,"normalised_d15n",11.5453796936858,"museum_measurement_0051",,,,"keep",,,,,,,11.5453796936858,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",37,"AV2421 Breast_C",,"AV2421","AV2421","Breast","Breast","C","homogenate","homogenate",0.844,"normalised_d13c",-18.7840389540771,"museum_measurement_0052",,,,"keep",,,,,,,-18.7840389540771,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",38,"AV2421 Breast_D",,"AV2421","AV2421","Breast","Breast","D","homogenate","homogenate",0.889,"normalised_d15n",10.50359739273,"museum_measurement_0053",,,,"keep",,,,,,,10.50359739273,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",38,"AV2421 Breast_D",,"AV2421","AV2421","Breast","Breast","D","homogenate","homogenate",0.889,"normalised_d13c",-21.5599297158854,"museum_measurement_0054",,,,"keep",,,,,,,-21.5599297158854,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",11,"AV21986_B feather","AV21986 Breast_B","AV21986","AV21986",,"Breast","B","homogenate","homogenate",0.254,"normalised_d2h",-3.08431812672696,"museum_measurement_0055","AV21986",,,"keep",,,,,,,-3.08431812672696,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",12,"AV21986_D feather","AV21986 Breast_D","AV21986","AV21986",,"Breast","D","homogenate","homogenate",0.165,"normalised_d2h",0.183912810675667,"museum_measurement_0056","AV21986",,,"keep",,,,,,,0.183912810675667,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",13,"AV21986_E feather","AV21986 Breast_E","AV21986","AV21986",,"Breast","E","homogenate","homogenate",0.14,"normalised_d2h",4.05669880737923,"museum_measurement_0057","AV21986",,,"keep",,,,,,,4.05669880737923,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",14,"AV21987_F feather","AV21987 Breast_F","AV21987","AV21987",,"Breast","F","homogenate","homogenate",0.161,"normalised_d2h",-8.25799243530993,"museum_measurement_0058","AV21987",,,"keep",,,,,,,-8.25799243530993,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",15,"AV21987_H feather","AV21987 Breast_H","AV21987","AV21987",,"Breast","H","homogenate","homogenate",0.121,"normalised_d2h",-7.93260522491936,"museum_measurement_0059","AV21987",,,"keep",,,,,,,-7.93260522491936,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",16,"AV2421_B feather","AV2421 Breast_B","AV2421","AV2421",,"Breast","B","homogenate","homogenate",0.155,"normalised_d2h",-16.8703083767061,"museum_measurement_0060","AV2421",,,"keep",,,,,,,-16.8703083767061,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",17,"AV2421_A feather","AV2421 Breast_A","AV2421","AV2421",,"Breast","A","homogenate","homogenate",0.192,"normalised_d2h",-19.9952829358012,"museum_measurement_0061","AV2421",,,"keep",,,,,,,-19.9952829358012,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",18,"AV2421_E feather","AV2421 Breast_E","AV2421","AV2421",,"Breast","E","homogenate","homogenate",0.191,"normalised_d2h",-22.1478477921735,"museum_measurement_0062","AV2421",,,"keep",,,,,,,-22.1478477921735,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",19,"AV705_A feather","AV705 Breast_A","AV705","AV705",,"Breast","A","homogenate","homogenate",0.248,"normalised_d2h",4.70056229400749,"museum_measurement_0063","AV705",,,"keep",,,,,,,4.70056229400749,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",20,"AV705_C feather","AV705 Breast_C","AV705","AV705",,"Breast","C","homogenate","homogenate",0.167,"normalised_d2h",-2.84742098790851,"museum_measurement_0064","AV705",,,"keep",,,,,,,-2.84742098790851,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",21,"AV705_D feather","AV2421 Breast_D","AV705","AV705",,"Breast","D","homogenate","homogenate",0.152,"normalised_d2h",15.8521938641714,"museum_measurement_0065","AV2421",,"aqc_rule_0002","exclude","do not use data - voltage too low","sheet note|red font|comment column","rule_based","sheet_note_red_font_exclusion","do not use values in red font",,,FALSE,TRUE,FALSE,TRUE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",22,"AV706_E feather","AV706 Breast_E","AV706","AV706",,"Breast","E","homogenate","homogenate",0.174,"normalised_d2h",-74.8204088793002,"museum_measurement_0066","AV706",,,"keep",,,,,,,-74.8204088793002,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",23,"AV706_F feather","AV706 Breast_F","AV706","AV706",,"Breast","F","homogenate","homogenate",0.224,"normalised_d2h",-66.2327248293228,"museum_measurement_0067","AV706",,,"keep",,,,,,,-66.2327248293228,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_h","data/Master_TCEA_H_SI_Batch 1_triplicate breast feathers_LEH_Nov25_SB.xls","Sample results_H",24,"AV706_H feather","AV706 Breast_H","AV706","AV706",,"Breast","H","homogenate","homogenate",0.143,"normalised_d2h",-73.6345542707527,"museum_measurement_0068","AV706",,,"keep",,,,,,,-73.6345542707527,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_o","data/Master_TCEA_O_SI_Breast Feathers_Replication_Batch 4_LEH_Sept25_SB.xls","Sample results_O",9,"AV21986_A feather","AV21986 Breast_A","AV21986","AV21986",,"Breast","A","homogenate","homogenate",0.185,"normalised_d18o",21.9037948245524,"museum_measurement_0069",,,"aqc_rule_0001","exclude","Low voltage, do not use d18O","sheet note|red font|comment column","rule_based","sheet_note_red_font_exclusion","do not use values in red font",,,FALSE,TRUE,FALSE,TRUE
"museum_triplicate_o","data/Master_TCEA_O_SI_Breast Feathers_Replication_Batch 4_LEH_Sept25_SB.xls","Sample results_O",10,"AV21986_C feather","AV21986 Breast_C","AV21986","AV21986",,"Breast","C","homogenate","homogenate",0.385,"normalised_d18o",15.9519540721763,"museum_measurement_0070",,,,"keep",,,,,,,15.9519540721763,TRUE,FALSE,FALSE,FALSE
