"source_branch","source_file","source_sheet","source_sheet_row","source_record_label","source_sia_id","specimen_id_raw","specimen_id","feather_type_raw","feather_type","feather_replicate","region_raw","region","amount_mg","isotope","raw_value","measurement_id","specimen_id_from_sia","measurement_harmonization_flags","assay_qc_decision_id","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_class","assay_qc_rule_basis","assay_qc_notes","qc_adjudicated_value","value","included_in_canonical","assay_qc_explicit","assay_qc_value_changed","assay_qc_value_excluded"
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",12,"AV314-OMNZ Breast_B","AV314-OMNZ Breast","AV314-OMNZ","AV314-OMNZ","Breast","Breast","B","homogenate","homogenate",0.837,"normalised_d15n",10.2733086735714,"museum_measurement_0001",,,,"keep",,,,,,,10.2733086735714,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",12,"AV314-OMNZ Breast_B","AV314-OMNZ Breast","AV314-OMNZ","AV314-OMNZ","Breast","Breast","B","homogenate","homogenate",0.837,"normalised_d13c",-11.7379385311811,"museum_measurement_0002",,,,"keep",,,,,,,-11.7379385311811,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",13,"AV314-OMNZ Breast_D",,"AV314-OMNZ","AV314-OMNZ","Breast","Breast","D","homogenate","homogenate",0.828,"normalised_d15n",10.6391786299836,"museum_measurement_0003",,,,"keep",,,,,,,10.6391786299836,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",13,"AV314-OMNZ Breast_D",,"AV314-OMNZ","AV314-OMNZ","Breast","Breast","D","homogenate","homogenate",0.828,"normalised_d13c",-11.1088587765799,"museum_measurement_0004",,,,"keep",,,,,,,-11.1088587765799,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",14,"AV314-OMNZ Breast_E",,"AV314-OMNZ","AV314-OMNZ","Breast","Breast","E","homogenate","homogenate",0.846,"normalised_d15n",10.3072039828848,"museum_measurement_0005",,,,"keep",,,,,,,10.3072039828848,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",14,"AV314-OMNZ Breast_E",,"AV314-OMNZ","AV314-OMNZ","Breast","Breast","E","homogenate","homogenate",0.846,"normalised_d13c",-11.9995461313956,"museum_measurement_0006",,,,"keep",,,,,,,-11.9995461313956,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",15,"AV706 Breast_A","AV706 Breast","AV706","AV706","Breast","Breast","A","homogenate","homogenate",0.749,"normalised_d15n",8.86565641620346,"museum_measurement_0007",,,,"keep",,,,,,,8.86565641620346,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",15,"AV706 Breast_A","AV706 Breast","AV706","AV706","Breast","Breast","A","homogenate","homogenate",0.749,"normalised_d13c",-15.3342795878254,"museum_measurement_0008",,,,"keep",,,,,,,-15.3342795878254,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",16,"AV706 Breast_G",,"AV706","AV706","Breast","Breast","G","homogenate","homogenate",0.789,"normalised_d15n",9.65422081817091,"museum_measurement_0009",,,,"keep",,,,,,,9.65422081817091,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",16,"AV706 Breast_G",,"AV706","AV706","Breast","Breast","G","homogenate","homogenate",0.789,"normalised_d13c",-16.926319614033,"museum_measurement_0010",,,,"keep",,,,,,,-16.926319614033,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",17,"AV706 Breast_I",,"AV706","AV706","Breast","Breast","I","homogenate","homogenate",0.853,"normalised_d15n",8.50277722237773,"museum_measurement_0011",,,,"keep",,,,,,,8.50277722237773,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",17,"AV706 Breast_I",,"AV706","AV706","Breast","Breast","I","homogenate","homogenate",0.853,"normalised_d13c",-18.2343576151051,"museum_measurement_0012",,,,"keep",,,,,,,-18.2343576151051,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",18,"AV1740 Breast_C","AV1740 Breast","AV1740","AV1740","Breast","Breast","C","homogenate","homogenate",0.702,"normalised_d15n",11.1675466869277,"museum_measurement_0013",,,,"keep",,,,,,,11.1675466869277,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",18,"AV1740 Breast_C","AV1740 Breast","AV1740","AV1740","Breast","Breast","C","homogenate","homogenate",0.702,"normalised_d13c",-18.0613097861695,"museum_measurement_0014",,,,"keep",,,,,,,-18.0613097861695,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",19,"AV1740 Breast_D",,"AV1740","AV1740","Breast","Breast","D","homogenate","homogenate",0.754,"normalised_d15n",10.6930123565402,"museum_measurement_0015",,,,"keep",,,,,,,10.6930123565402,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",19,"AV1740 Breast_D",,"AV1740","AV1740","Breast","Breast","D","homogenate","homogenate",0.754,"normalised_d13c",-18.2374114003216,"museum_measurement_0016",,,,"keep",,,,,,,-18.2374114003216,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",20,"AV1740 Breast_E",,"AV1740","AV1740","Breast","Breast","E","homogenate","homogenate",0.807,"normalised_d15n",10.8256028312073,"museum_measurement_0017",,,,"keep",,,,,,,10.8256028312073,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",20,"AV1740 Breast_E",,"AV1740","AV1740","Breast","Breast","E","homogenate","homogenate",0.807,"normalised_d13c",-18.4359074393948,"museum_measurement_0018",,,,"keep",,,,,,,-18.4359074393948,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",21,"AV1747 Breast_A","AV1747 Breast","AV1747","AV1747","Breast","Breast","A","homogenate","homogenate",0.719,"normalised_d15n",14.1383708561603,"museum_measurement_0019",,,,"keep",,,,,,,14.1383708561603,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",21,"AV1747 Breast_A","AV1747 Breast","AV1747","AV1747","Breast","Breast","A","homogenate","homogenate",0.719,"normalised_d13c",-15.0441699922568,"museum_measurement_0020",,,,"keep",,,,,,,-15.0441699922568,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",22,"AV1747 Breast_C",,"AV1747","AV1747","Breast","Breast","C","homogenate","homogenate",0.861,"normalised_d15n",13.8582360938937,"museum_measurement_0021",,,,"keep",,,,,,,13.8582360938937,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",22,"AV1747 Breast_C",,"AV1747","AV1747","Breast","Breast","C","homogenate","homogenate",0.861,"normalised_d13c",-15.4686461373518,"museum_measurement_0022",,,,"keep",,,,,,,-15.4686461373518,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",23,"AV1747 Breast_F",,"AV1747","AV1747","Breast","Breast","F","homogenate","homogenate",0.906,"normalised_d15n",14.8262462510497,"museum_measurement_0023",,,,"keep",,,,,,,14.8262462510497,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",23,"AV1747 Breast_F",,"AV1747","AV1747","Breast","Breast","F","homogenate","homogenate",0.906,"normalised_d13c",-14.1504288522247,"museum_measurement_0024",,,,"keep",,,,,,,-14.1504288522247,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",24,"AV21986 Breast_A","AV21986 Breast","AV21986","AV21986","Breast","Breast","A","homogenate","homogenate",0.729,"normalised_d15n",15.6995489263006,"museum_measurement_0025",,,,"keep",,,,,,,15.6995489263006,TRUE,FALSE,FALSE,FALSE
"museum_triplicate_cn","data/old file versions/Master_SI_Feathers_LEH_Sept24_v1_SB_v3_sample wts added.xls","Sample results_C&N",24,"AV21986 Breast_A","AV21986 Breast","AV21986","AV21986","Breast","Breast","A","homogenate","homogenate",0.729,"normalised_d13c",-14.9688432902496,"museum_measurement_0026",,,,"keep",,,,,,,-14.9688432902496,TRUE,FALSE,FALSE,FALSE
