comparison_subset_id,extension_target,ring,sampling_site_label,sampling_location_specific,sampling_location_general,longitude_capture,latitude_capture,status,status_bin,status_rung2_3class,status_au_non_au,sex,tag_id_adjusted,migratory_status_comment,normalised_d13c_Breast,normalised_d13c_Primary,normalised_d15n_Breast,normalised_d15n_Primary,normalised_d2h_Breast,normalised_d2h_Primary,delta_d13c_breast_minus_primary,delta_d15n_breast_minus_primary,delta_d2h_breast_minus_primary,abs_delta_d13c,abs_delta_d15n,abs_delta_d2h,source_phenotype_row_ids,source_measurement_ids_Breast,source_measurement_ids_Primary,source_measurement_ids_model_Breast,source_measurement_ids_model_Primary
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP16958,Napier,"Napier, Hawkes Bay","South Island, New Zealand",176.92653497681,-39.5726949814707,NI migrant,migrant,NZ migrant,non_AU,F,NA,"Resighting at Miranda, North Island on May 17",-15.333309301501,-23.3505356424689,15.8617503104097,12.5582551483587,-19.3472246308733,-35.7726947877325,8.017226340967898,3.303495162051,16.4254701568592,8.017226340967898,3.303495162051,16.4254701568592,live_pheno_039|live_pheno_046,live_measurement_0163|live_measurement_0164|live_measurement_0393,live_measurement_0165|live_measurement_0166|live_measurement_0394,live_measurement_0163|live_measurement_0164|live_measurement_0393,live_measurement_0165|live_measurement_0166|live_measurement_0394
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP16990,Napier,"Napier, Hawkes Bay","South Island, New Zealand",176.930825,-39.575394,NI migrant,migrant,NZ migrant,non_AU,M,NA,"Resighting at Kaipara Harbour, North Island on Feb 24",-12.5570174920222,-21.3171321356814,13.8936712460448,11.1108014579245,-3.16996835110101,-11.1621856176019,8.7601146436592,2.7828697881202995,7.992217266500889,8.7601146436592,2.7828697881202995,7.992217266500889,live_pheno_040|live_pheno_047,live_measurement_0177|live_measurement_0178|live_measurement_0399,live_measurement_0179|live_measurement_0180|live_measurement_0400,live_measurement_0177|live_measurement_0178|live_measurement_0399,live_measurement_0179|live_measurement_0180|live_measurement_0400
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP17010,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.425144,-46.604315,resident,resident,resident,non_AU,M,266397,PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year,-20.7990391206713,-23.6830423249234,8.32593463371651,6.26209391684193,-10.8621226749196,-12.0894925276413,2.8840032042520996,2.063840716874581,1.227369852721699,2.8840032042520996,2.063840716874581,1.227369852721699,live_pheno_080|live_pheno_102,live_measurement_0181|live_measurement_0182|live_measurement_0401,live_measurement_0183|live_measurement_0185|live_measurement_0184|live_measurement_0186|live_measurement_0402,live_measurement_0181|live_measurement_0182|live_measurement_0401,live_measurement_0185|live_measurement_0186|live_measurement_0402
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP17011,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.425144,-46.604315,SI migrant,migrant,NZ migrant,non_AU,F,266413,"PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",-16.8007345467439,-22.5847413462965,13.2755885769215,7.86987873353459,-13.8562071586242,-25.8318358866134,5.7840067995526,5.4057098433869095,11.975628727989202,5.7840067995526,5.4057098433869095,11.975628727989202,live_pheno_053|live_pheno_063,live_measurement_0187|live_measurement_0188|live_measurement_0403,live_measurement_0189|live_measurement_0190|live_measurement_0404,live_measurement_0187|live_measurement_0188|live_measurement_0403,live_measurement_0189|live_measurement_0190|live_measurement_0404
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19311,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.146284,-43.725414,SI migrant,migrant,NZ migrant,non_AU,M,266375,"PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",-22.5401886120996,-23.2344802623803,8.16879707947654,5.47167080546321,-67.5925063450784,-30.7820163099934,0.6942916502807002,2.69712627401333,-36.81049003508501,0.6942916502807002,2.69712627401333,36.81049003508501,live_pheno_054|live_pheno_064,live_measurement_0199|live_measurement_0200|live_measurement_0409,live_measurement_0201|live_measurement_0203|live_measurement_0202|live_measurement_0204|live_measurement_0410,live_measurement_0199|live_measurement_0200|live_measurement_0409,live_measurement_0201|live_measurement_0203|live_measurement_0202|live_measurement_0204|live_measurement_0410
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19312,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.145122,-43.729755,AU migrant,migrant,AU migrant,AU,F,266441,"PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",-20.1365264153173,-22.7393146013286,15.7489177714583,7.50565441127808,-5.76406501795435,-6.65958180830863,2.6027881860113027,8.24326336018022,0.8955167903542804,2.6027881860113027,8.24326336018022,0.8955167903542804,live_pheno_012|live_pheno_029,live_measurement_0205|live_measurement_0206|live_measurement_0411,live_measurement_0207|live_measurement_0208|live_measurement_0412,live_measurement_0205|live_measurement_0206|live_measurement_0411,live_measurement_0207|live_measurement_0208|live_measurement_0412
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19314,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.144119,-43.736765,AU migrant,migrant,AU migrant,AU,M,266442,"PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",-20.9353793877792,-22.7451701926486,9.11276685224496,3.88852044699003,-4.50714443967175,-21.4992239248411,1.809790804869401,5.224246405254929,16.99207948516935,1.809790804869401,5.224246405254929,16.99207948516935,live_pheno_013|live_pheno_030,live_measurement_0209|live_measurement_0210|live_measurement_0413,live_measurement_0211|live_measurement_0212|live_measurement_0414,live_measurement_0209|live_measurement_0210|live_measurement_0413,live_measurement_0211|live_measurement_0212|live_measurement_0414
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19327,Porters Beach,"Porters Beach, Abel Tasman National Park","South Island, New Zealand",173.011575,-40.993306,SI migrant,migrant,NZ migrant,non_AU,M,266421,PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August,-14.7462971530249,-14.4092252688807,14.2859172518353,10.132253774983,-10.4885647577129,-23.2736295650277,-0.33707188414419953,4.1536634768523,12.7850648073148,0.33707188414419953,4.1536634768523,12.7850648073148,live_pheno_055|live_pheno_065,live_measurement_0213|live_measurement_0214|live_measurement_0415,live_measurement_0215|live_measurement_0216|live_measurement_0416,live_measurement_0213|live_measurement_0214|live_measurement_0415,live_measurement_0215|live_measurement_0216|live_measurement_0416
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19340,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.14463,-43.734073,AU migrant,migrant,AU migrant,AU,M,266393,"PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",-23.1370222195958,-24.1378607729583,12.2141638963432,3.1426274682581,3.25806710111963,-26.5785510156445,1.0008385533625024,9.0715364280851,29.83661811676413,1.0008385533625024,9.0715364280851,29.83661811676413,live_pheno_014|live_pheno_031,live_measurement_0217|live_measurement_0218|live_measurement_0417,live_measurement_0219|live_measurement_0220|live_measurement_0418,live_measurement_0217|live_measurement_0218|live_measurement_0417,live_measurement_0219|live_measurement_0220|live_measurement_0418
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19346,Kaitorete,"Kaitorete Spit, Canterbury","South Island, New Zealand",172.431853,-43.845691,resident,resident,resident,non_AU,M,266459,PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year,-23.6106784068077,-21.4089644128114,11.4762590619618,13.9745906479413,-11.4546469831619,-10.5715366479889,-2.2017139939963,-2.4983315859795,-0.8831103351730007,2.2017139939963,2.4983315859795,0.8831103351730007,live_pheno_081|live_pheno_103,live_measurement_0221|live_measurement_0222|live_measurement_0419,live_measurement_0223|live_measurement_0224|live_measurement_0420,live_measurement_0221|live_measurement_0222|live_measurement_0419,live_measurement_0223|live_measurement_0224|live_measurement_0420
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19350,Kaitorete,"Kaitorete Spit, Canterbury","South Island, New Zealand",172.591216,-43.832075,SI migrant,migrant,NZ migrant,non_AU,F,266387,"PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",-22.9932864768683,-20.4117485454833,10.2356874401532,15.2903010272083,-14.5679577035717,-4.90486384322455,-2.581537931385,-5.054613587055101,-9.66309386034715,2.581537931385,5.054613587055101,9.66309386034715,live_pheno_056|live_pheno_066,live_measurement_0225|live_measurement_0226|live_measurement_0421,live_measurement_0227|live_measurement_0229|live_measurement_0228|live_measurement_0230|live_measurement_0422,live_measurement_0225|live_measurement_0226|live_measurement_0421,live_measurement_0227|live_measurement_0229|live_measurement_0228|live_measurement_0230|live_measurement_0422
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19360,Motueka Spit,"Motueka Spit, Tasman Bay","South Island, New Zealand",173.030661,-41.11765,SI migrant,migrant,NZ migrant,non_AU,F,266403,"PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",-15.6494167356104,-12.5071712878275,9.64897104177514,8.99088025870186,-27.747857656815,-26.0340508030579,-3.1422454477828996,0.6580907830732787,-1.7138068537570987,3.1422454477828996,0.6580907830732787,1.7138068537570987,live_pheno_057|live_pheno_067,live_measurement_0231|live_measurement_0232|live_measurement_0423,live_measurement_0233|live_measurement_0234|live_measurement_0424,live_measurement_0231|live_measurement_0232|live_measurement_0423,live_measurement_0233|live_measurement_0234|live_measurement_0424
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19361,Motueka Spit,"Motueka Spit, Tasman Bay","South Island, New Zealand",173.033468,-41.123473,resident,resident,resident,non_AU,M,266469,PTT revealed that the bird remained at Motueka Spit the full year,-13.9185362373694,-18.6217265975006,13.103579897515,12.068069487138,-21.3772879516674,-3.64141395177048,4.703190360131201,1.0355104103770003,-17.73587399989692,4.703190360131201,1.0355104103770003,17.73587399989692,live_pheno_082|live_pheno_104,live_measurement_0235|live_measurement_0236|live_measurement_0425,live_measurement_0237|live_measurement_0238|live_measurement_0426,live_measurement_0235|live_measurement_0236|live_measurement_0425,live_measurement_0237|live_measurement_0238|live_measurement_0426
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19365,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.143352,-43.73679,AU migrant,migrant,AU migrant,AU,F,266434,PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon),-23.3101243339637,-22.7946566599693,11.322927655372,3.98038410702127,15.6787653351278,-26.0724867731009,-0.5154676739944009,7.34254354835073,41.7512521082287,0.5154676739944009,7.34254354835073,41.7512521082287,live_pheno_015|live_pheno_032,live_measurement_0313|live_measurement_0314|live_measurement_0427,live_measurement_0315|live_measurement_0316|live_measurement_0428,live_measurement_0313|live_measurement_0314|live_measurement_0427,live_measurement_0315|live_measurement_0316|live_measurement_0428
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19366,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",170.144062,-43.736643,AU migrant,migrant,AU migrant,AU,F,266429,PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October,-13.6699580427845,-24.0318183429855,10.7163868306164,2.68630472223335,-3.06216382712083,-30.374107527047,10.361860300200998,8.03008210838305,27.311943699926168,10.361860300200998,8.03008210838305,27.311943699926168,live_pheno_016|live_pheno_033,live_measurement_0239|live_measurement_0240|live_measurement_0429,live_measurement_0241|live_measurement_0242|live_measurement_0430,live_measurement_0239|live_measurement_0240|live_measurement_0429,live_measurement_0241|live_measurement_0242|live_measurement_0430
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19368,Tasman River,"Tasman River, Mt. Cook National Park","South Island, New Zealand",173.0307,-41.11812,AU migrant,migrant,AU migrant,AU,M,266379,"PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",-23.9349596678529,-23.7243402461414,11.5187906958187,3.42735373623361,2.60262477330125,-19.8818909409293,-0.2106194217115025,8.091436959585089,22.48451571423055,0.2106194217115025,8.091436959585089,22.48451571423055,live_pheno_017|live_pheno_034,live_measurement_0243|live_measurement_0244|live_measurement_0431,live_measurement_0245|live_measurement_0246|live_measurement_0432,live_measurement_0243|live_measurement_0244|live_measurement_0431,live_measurement_0245|live_measurement_0246|live_measurement_0432
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19371,Motueka Spit,"Motueka Spit, Tasman Bay","South Island, New Zealand",173.031797,-41.120263,resident,resident,resident,non_AU,F,266432,PTT revealed that the bird remained at Motueka Spit the full year,-12.4035084505378,-18.2752292873183,13.4932655104738,11.6060664076581,-22.0604717762451,-2.68696017250742,5.871720836780501,1.8871991028156998,-19.373511603737683,5.871720836780501,1.8871991028156998,19.373511603737683,live_pheno_083|live_pheno_105,live_measurement_0247|live_measurement_0248|live_measurement_0433,live_measurement_0249|live_measurement_0250|live_measurement_0434,live_measurement_0247|live_measurement_0248|live_measurement_0433,live_measurement_0249|live_measurement_0250|live_measurement_0434
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19907,Te Anau,"Te Anau, Southland","South Island, New Zealand",167.746751,-45.414278,resident,resident,resident,non_AU,F,NA,Resighting at Upukeroa River on Feb 18 (potential resident),-22.1134454329775,-24.0742353149746,11.3039454995212,8.62449152881804,-14.3435048647567,-64.2934880222648,1.9607898819971012,2.6794539707031593,49.9499831575081,1.9607898819971012,2.6794539707031593,49.9499831575081,live_pheno_084|live_pheno_106,live_measurement_0259|live_measurement_0260|live_measurement_0439,live_measurement_0261|live_measurement_0262|live_measurement_0440,live_measurement_0259|live_measurement_0260|live_measurement_0439,live_measurement_0261|live_measurement_0262|live_measurement_0440
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19908,Te Anau,"Te Anau, Southland","South Island, New Zealand",167.745905,-45.414044,resident,resident,resident,non_AU,F,NA,Resighting at Upukeroa River on Jul 25 (potential resident),-17.4723366032384,-19.9847977461447,10.1721944967357,8.08425151611874,-10.3039561166372,-10.5661802016251,2.5124611429063,2.08794298061696,0.2622240849878992,2.5124611429063,2.08794298061696,0.2622240849878992,live_pheno_085|live_pheno_107,live_measurement_0263|live_measurement_0264|live_measurement_0441,live_measurement_0265|live_measurement_0266|live_measurement_0442,live_measurement_0263|live_measurement_0264|live_measurement_0441,live_measurement_0265|live_measurement_0266|live_measurement_0442
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19915,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.430146,-46.605879,SI migrant,migrant,NZ migrant,non_AU,M,266406,PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter,-26.9150664294187,-23.2582135681362,11.5217746568784,6.887070132575,-12.6838579153021,-12.5326332611128,-3.656852861282502,4.634704524303399,-0.15122465418930098,3.656852861282502,4.634704524303399,0.15122465418930098,live_pheno_058|live_pheno_068,live_measurement_0267|live_measurement_0268|live_measurement_0443,live_measurement_0269|live_measurement_0270|live_measurement_0444,live_measurement_0267|live_measurement_0268|live_measurement_0443,live_measurement_0269|live_measurement_0270|live_measurement_0444
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19921,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.431945,-46.606263,resident,resident,resident,non_AU,F,266449,PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year,-23.3146109134045,-21.715084223013,8.23046560804341,7.0985497127354,-16.7283140923567,-6.94799558396168,-1.5995266903914995,1.1319158953080102,-9.780318508395021,1.5995266903914995,1.1319158953080102,9.780318508395021,live_pheno_086|live_pheno_108,live_measurement_0271|live_measurement_0272|live_measurement_0445,live_measurement_0273|live_measurement_0274|live_measurement_0446,live_measurement_0271|live_measurement_0272|live_measurement_0445,live_measurement_0273|live_measurement_0274|live_measurement_0446
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19922,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.431945,-46.606263,resident,resident,resident,non_AU,M,266453,PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year,-24.0930877817319,-24.02618742586,5.26440831471433,5.90297598148739,-20.3315138841851,-18.5113024440661,-0.06690035587189769,-0.63856766677306,-1.8202114401189995,0.06690035587189769,0.63856766677306,1.8202114401189995,live_pheno_087|live_pheno_109,live_measurement_0275|live_measurement_0276|live_measurement_0447,live_measurement_0277|live_measurement_0278|live_measurement_0448,live_measurement_0275|live_measurement_0276|live_measurement_0447,live_measurement_0277|live_measurement_0278|live_measurement_0448
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19923,Tiwai Point,"Tiwai Point, Canterbury","South Island, New Zealand",168.433515,-46.606197,resident,resident,resident,non_AU,M,266417,PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year,-24.2471613285884,-22.9138281527006,7.4476731567188,7.99842071534426,-10.1704348073123,-6.35742016915515,-1.3333331758878018,-0.55074755862546,-3.813014638157151,1.3333331758878018,0.55074755862546,3.813014638157151,live_pheno_088|live_pheno_110,live_measurement_0279|live_measurement_0280|live_measurement_0449,live_measurement_0281|live_measurement_0282|live_measurement_0450,live_measurement_0279|live_measurement_0280|live_measurement_0449,live_measurement_0281|live_measurement_0282|live_measurement_0450
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19931,Napier,"Napier, Hawkes Bay","South Island, New Zealand",176.919071981683,-39.5101300254464,NI migrant,migrant,NZ migrant,non_AU,M,NA,"Resighting at Manukapua Island, North Island on March 29",-13.1476905276339,-22.6179192766812,14.4329986737513,10.077335282573,7.46516994720916,17.5069573341059,9.4702287490473,4.3556633911783,-10.041787386896738,9.4702287490473,4.3556633911783,10.041787386896738,live_pheno_041|live_pheno_048,live_measurement_0283|live_measurement_0284|live_measurement_0451,live_measurement_0285|live_measurement_0286|live_measurement_0452,live_measurement_0283|live_measurement_0284|live_measurement_0451,live_measurement_0285|live_measurement_0286|live_measurement_0452
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP19983,Te Anau,"Te Anau, Southland","South Island, New Zealand",167.744617,-45.414383,resident,resident,resident,non_AU,F,NA,Resighting at Upukeroa River on Feb 26 (potential resident),-19.0124766576055,-24.6408048694008,12.5227059718829,8.73732406776946,-9.46882246704472,-31.1279954164657,5.628328211795299,3.7853819041134393,21.65917294942098,5.628328211795299,3.7853819041134393,21.65917294942098,live_pheno_089|live_pheno_111,live_measurement_0301|live_measurement_0302|live_measurement_0459,live_measurement_0303|live_measurement_0304|live_measurement_0460,live_measurement_0301|live_measurement_0302|live_measurement_0459,live_measurement_0303|live_measurement_0304|live_measurement_0460
au_non_au_matched_paired_complete_cnh,AU_vs_non_AU,CP9059,Kaikoura,"Kaikoura, Canterbury","South Island, New Zealand",173.662786,-42.413422,resident,resident,resident,non_AU,M,NA,Ailsa observation April 26,-18.0455411184568,-14.5257161476591,12.5936658463559,14.8629857208597,4.70342211998976,-26.6806306806694,-3.5198249707977,-2.2693198745037986,31.38405280065916,3.5198249707977,2.2693198745037986,31.38405280065916,live_pheno_090|live_pheno_112,live_measurement_0309|live_measurement_0310|live_measurement_0463,live_measurement_0311|live_measurement_0312|live_measurement_0464,live_measurement_0309|live_measurement_0310|live_measurement_0463,live_measurement_0311|live_measurement_0312|live_measurement_0464
