source_order,ring,model_id,model_label,prediction_available,class,probability,operational_call,longitude_capture,latitude_capture,informal_rung2_consensus,model_short
14,CP19938,r2_a,Rung 2: R2 A breast-only C/N,TRUE,NZ migrant,0.30357142857142855,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 A
14,CP19938,r2_a,Rung 2: R2 A breast-only C/N,TRUE,resident,0.3928571428571429,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 A
14,CP19938,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,FALSE,AU migrant,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
14,CP19938,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,FALSE,NZ migrant,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
14,CP19938,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,FALSE,resident,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
14,CP19938,r2_s2,Rung 2: R2 S2 staged hierarchical approach,FALSE,AU migrant,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
14,CP19938,r2_s2,Rung 2: R2 S2 staged hierarchical approach,FALSE,NZ migrant,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
14,CP19938,r2_s2,Rung 2: R2 S2 staged hierarchical approach,FALSE,resident,NA,NA,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
15,CP19939,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,migrant,0.6143455830438788,migrant,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R1 C
15,CP19939,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,resident,0.3856544169561213,migrant,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R1 C
15,CP19939,r2_a,Rung 2: R2 A breast-only C/N,TRUE,AU migrant,0.3035714285714286,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 A
15,CP19939,r2_a,Rung 2: R2 A breast-only C/N,TRUE,NZ migrant,0.30357142857142855,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 A
15,CP19939,r2_a,Rung 2: R2 A breast-only C/N,TRUE,resident,0.3928571428571429,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 A
15,CP19939,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,AU migrant,0.24252294218417528,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
15,CP19939,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,NZ migrant,0.4138255848182643,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
15,CP19939,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,resident,0.3436514729975604,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 C
15,CP19939,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,AU migrant,0.2885955550057668,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
15,CP19939,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,NZ migrant,0.3140011876279599,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
15,CP19939,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,resident,0.3974032573662733,indeterminate,169.187014997005,-44.8751709982753,no determinate Rung 2 call,R2 S2
16,CP19940,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,migrant,0.5975589119734137,migrant,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R1 C
16,CP19940,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,resident,0.4024410880265863,migrant,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R1 C
16,CP19940,r2_a,Rung 2: R2 A breast-only C/N,TRUE,AU migrant,0.3035714285714286,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
16,CP19940,r2_a,Rung 2: R2 A breast-only C/N,TRUE,NZ migrant,0.30357142857142855,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
16,CP19940,r2_a,Rung 2: R2 A breast-only C/N,TRUE,resident,0.3928571428571429,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
16,CP19940,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,AU migrant,0.4616292928084824,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
16,CP19940,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,NZ migrant,0.17136806516709838,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
16,CP19940,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,resident,0.3670026420244192,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
16,CP19940,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,AU migrant,0.3558531872220169,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
16,CP19940,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,NZ migrant,0.27121909605951766,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
16,CP19940,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,resident,0.3729277167184654,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
17,CP19941,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,migrant,0.6052184480771166,migrant,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R1 C
17,CP19941,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,resident,0.39478155192288344,migrant,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R1 C
17,CP19941,r2_a,Rung 2: R2 A breast-only C/N,TRUE,AU migrant,0.3035714285714286,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
17,CP19941,r2_a,Rung 2: R2 A breast-only C/N,TRUE,NZ migrant,0.30357142857142855,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
17,CP19941,r2_a,Rung 2: R2 A breast-only C/N,TRUE,resident,0.3928571428571429,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 A
17,CP19941,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,AU migrant,0.46055695778059974,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
17,CP19941,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,NZ migrant,0.1546500512884227,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
17,CP19941,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,resident,0.3847929909309776,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 C
17,CP19941,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,AU migrant,0.36632930162834193,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
17,CP19941,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,NZ migrant,0.26885814297586375,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
17,CP19941,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,resident,0.3648125553957943,indeterminate,169.180542994291,-44.8818409815431,no determinate Rung 2 call,R2 S2
18,CP19984,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,migrant,0.4316404865942125,resident,167.745905,-45.414044,informal consensus: resident,R1 C
18,CP19984,r1_c,Rung 1: R1 C paired-contrast C/N,TRUE,resident,0.5683595134057875,resident,167.745905,-45.414044,informal consensus: resident,R1 C
18,CP19984,r2_a,Rung 2: R2 A breast-only C/N,TRUE,AU migrant,0.3035714285714286,indeterminate,167.745905,-45.414044,informal consensus: resident,R2 A
18,CP19984,r2_a,Rung 2: R2 A breast-only C/N,TRUE,NZ migrant,0.30357142857142855,indeterminate,167.745905,-45.414044,informal consensus: resident,R2 A
18,CP19984,r2_a,Rung 2: R2 A breast-only C/N,TRUE,resident,0.3928571428571429,indeterminate,167.745905,-45.414044,informal consensus: resident,R2 A
18,CP19984,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,AU migrant,0.2640438818219811,resident,167.745905,-45.414044,informal consensus: resident,R2 C
18,CP19984,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,NZ migrant,0.21318758223148793,resident,167.745905,-45.414044,informal consensus: resident,R2 C
18,CP19984,r2_c,Rung 2: R2 C direct breast C/N/H + paired contrasts,TRUE,resident,0.522768535946531,resident,167.745905,-45.414044,informal consensus: resident,R2 C
18,CP19984,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,AU migrant,0.18696300948946049,resident,167.745905,-45.414044,informal consensus: resident,R2 S2
18,CP19984,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,NZ migrant,0.1599077536514296,resident,167.745905,-45.414044,informal consensus: resident,R2 S2
18,CP19984,r2_s2,Rung 2: R2 S2 staged hierarchical approach,TRUE,resident,0.65312923685911,resident,167.745905,-45.414044,informal consensus: resident,R2 S2
